Date,Team1,Team2,Map,Event
25/1/23,ENCE Academy (16),Mixfits (19),nuke  Nuke,CCT West Europe Series 1 Closed Qualifier
25/1/23,Mixfits (16),ENCE Academy (10),ovp  Overpass,CCT West Europe Series 1 Closed Qualifier
25/1/23,Falcons (16),PROSPECTS (13),mrg  Mirage,Elisa Invitational Winter 2023 Contenders
25/1/23,Falcons (14),PROSPECTS (16),ovp  Overpass,Elisa Invitational Winter 2023 Contenders
25/1/23,PROSPECTS (19),Falcons (22),vtg  Vertigo,Elisa Invitational Winter 2023 Contenders
25/1/23,Aurora (16),Partizan (11),inf  Inferno,CCT South Europe Series 2
25/1/23,Partizan (7),Aurora (16),mrg  Mirage,CCT South Europe Series 2
25/1/23,Monte (14),ECSTATIC (16),anc  Ancient,European Pro League Season 5
25/1/23,ECSTATIC (16),Monte (14),vtg  Vertigo,European Pro League Season 5
25/1/23,BLUEJAYS (3),Illuminar (16),anb  Anubis,CCT North Europe Series 3
25/1/23,Illuminar (16),BLUEJAYS (7),inf  Inferno,CCT North Europe Series 3
25/1/23,NKT (16),Renewal (2),nuke  Nuke,MESA League Season 3
25/1/23,NKT (13),Renewal (16),inf  Inferno,MESA League Season 3
25/1/23,Renewal (14),NKT (16),mrg  Mirage,MESA League Season 3
25/1/23,Vendetta (16),Mystic (10),nuke  Nuke,CCT North America Series 3
25/1/23,Mystic (5),Vendetta (16),ovp  Overpass,CCT North America Series 3
25/1/23,Red Wolves (16),DNA (10),nuke  Nuke,CCT North America Series 3
25/1/23,DNA (9),Red Wolves (16),vtg  Vertigo,CCT North America Series 3
25/1/23,Mythic (10),Nouns (16),vtg  Vertigo,ESL Challenger League Season 44 North America
25/1/23,Nouns (16),Mythic (14),ovp  Overpass,ESL Challenger League Season 44 North America
25/1/23,timbermen (3),ATK (16),inf  Inferno,ESL Challenger League Season 44 North America
25/1/23,ATK (16),timbermen (11),ovp  Overpass,ESL Challenger League Season 44 North America
25/1/23,Take Flyte (16),Villainous (10),vtg  Vertigo,CCT North America Series 3
25/1/23,Villainous (14),Take Flyte (16),anb  Anubis,CCT North America Series 3
25/1/23,Hype (26),Sharks (28),vtg  Vertigo,CCT South America Series 4
25/1/23,Sharks (16),Hype (7),mrg  Mirage,CCT South America Series 4
25/1/23,Cartel terraza (4),Eros (16),mrg  Mirage,CCT North America Series 3
25/1/23,Eros (16),Cartel terraza (14),anc  Ancient,CCT North America Series 3
24/1/23,Bad News Eagles (16),Websterz (14),inf  Inferno,CCT South Europe Series 2
24/1/23,Websterz (7),Bad News Eagles (16),mrg  Mirage,CCT South Europe Series 2
24/1/23,TropiCaos (16),Boca Juniors (3),anc  Ancient,CCT South America Series 4
24/1/23,Boca Juniors (9),TropiCaos (16),ovp  Overpass,CCT South America Series 4
24/1/23,HEET (19),K23 (22),anb  Anubis,ESL Challenger League Season 44 Europe
24/1/23,K23 (16),HEET (11),anc  Ancient,ESL Challenger League Season 44 Europe
24/1/23,LDLC (16),Movistar Riders (11),anb  Anubis,ESL Challenger League Season 44 Europe
24/1/23,Movistar Riders (13),LDLC (16),nuke  Nuke,ESL Challenger League Season 44 Europe
24/1/23,Liquid (10),OG (16),ovp  Overpass,BLAST Premier Spring Groups 2023
24/1/23,Liquid (16),OG (8),anc  Ancient,BLAST Premier Spring Groups 2023
24/1/23,OG (16),Liquid (12),mrg  Mirage,BLAST Premier Spring Groups 2023
24/1/23,Sprout (12),Partizan (16),anb  Anubis,CCT South Europe Series 2
24/1/23,Partizan (15),Sprout (19),vtg  Vertigo,CCT South Europe Series 2
24/1/23,Sprout (13),Partizan (16),inf  Inferno,CCT South Europe Series 2
24/1/23,W7M fe (16),WINDINGO (19),anb  Anubis,CCT South America Series 4
24/1/23,WINDINGO (16),W7M fe (8),mrg  Mirage,CCT South America Series 4
24/1/23,Into the Bin (12),Sangal (16),inf  Inferno,Thunderpick Bitcoin Series 2
24/1/23,Sangal (16),Into the Bin (3),mrg  Mirage,Thunderpick Bitcoin Series 2
24/1/23,Heroic (16),Evil Geniuses (5),mrg  Mirage,BLAST Premier Spring Groups 2023
24/1/23,Heroic (16),Evil Geniuses (2),ovp  Overpass,BLAST Premier Spring Groups 2023
24/1/23,Astralis Talent (8),ECSTATIC (16),vtg  Vertigo,European Pro League Season 5
24/1/23,ECSTATIC (19),Astralis Talent (17),mrg  Mirage,European Pro League Season 5
