Date,Team1,Team2,Map,Event
5/12/21,OPAA (16),Tricked (8),inf  Inferno,POWER Ligaen Season 18 Finals
5/12/21,Tricked (16),OPAA (10),vtg  Vertigo,POWER Ligaen Season 18 Finals
5/12/21,OPAA (16),Tricked (6),nuke  Nuke,POWER Ligaen Season 18 Finals
5/12/21,Wisla Krakow (5),1WIN (16),anc  Ancient,Malta Vibes Knockout Series 4
5/12/21,1WIN (14),Wisla Krakow (16),ovp  Overpass,Malta Vibes Knockout Series 4
5/12/21,Wisla Krakow (14),1WIN (16),mrg  Mirage,Malta Vibes Knockout Series 4
5/12/21,FORZE (22),AVE (19),anc  Ancient,Exeedme Revolution 2021
5/12/21,FORZE (16),AVE (6),inf  Inferno,Exeedme Revolution 2021
5/12/21,AaB (16),MASONIC (7),anc  Ancient,POWER Ligaen Season 18 Finals
5/12/21,MASONIC (15),AaB (19),inf  Inferno,POWER Ligaen Season 18 Finals
5/12/21,AaB (11),MASONIC (16),ovp  Overpass,POWER Ligaen Season 18 Finals
5/12/21,BLINK (16),Budapest Five (0),d2  Dust2,Malta Vibes Knockout Series 4
5/12/21,Budapest Five (10),BLINK (16),mrg  Mirage,Malta Vibes Knockout Series 4
5/12/21,Liberty (16),Bears (7),anc  Ancient,IQ Option Latin America Cup 2021 Finals
4/12/21,Bears (26),Liberty (28),vtg  Vertigo,IQ Option Latin America Cup 2021 Finals
4/12/21,Imperial (10),Boca Juniors (16),vtg  Vertigo,BLAST Rising 2021 Latin America
4/12/21,Boca Juniors (10),Imperial (16),nuke  Nuke,BLAST Rising 2021 Latin America
4/12/21,Imperial (10),Boca Juniors (16),inf  Inferno,BLAST Rising 2021 Latin America
4/12/21,Gambit (16),fnatic (4),ovp  Overpass,IEM Winter 2021
4/12/21,fnatic (19),Gambit (22),vtg  Vertigo,IEM Winter 2021
4/12/21,Gambit (16),fnatic (19),inf  Inferno,IEM Winter 2021
4/12/21,GODSENT (7),Virtus.pro (16),d2  Dust2,IEM Winter 2021
4/12/21,Virtus.pro (16),GODSENT (14),mrg  Mirage,IEM Winter 2021
4/12/21,LIBERTATEM (11),BAZA (16),ovp  Overpass,ZUEL Championship 2021
4/12/21,BAZA (16),LIBERTATEM (13),vtg  Vertigo,ZUEL Championship 2021
4/12/21,Tricked (14),GamerLegion (16),vtg  Vertigo,Exeedme Revolution 2021
4/12/21,GamerLegion (11),Tricked (16),nuke  Nuke,Exeedme Revolution 2021
4/12/21,Tricked (6),GamerLegion (16),mrg  Mirage,Exeedme Revolution 2021
4/12/21,AVE (31),Tranquillum (29),anc  Ancient,Malta Vibes Knockout Series 4
4/12/21,Tranquillum (7),AVE (16),ovp  Overpass,Malta Vibes Knockout Series 4
4/12/21,Supremacy (1),Imperial (16),nuke  Nuke,BLAST Rising 2021 Latin America
4/12/21,Imperial (16),Supremacy (8),mrg  Mirage,BLAST Rising 2021 Latin America
4/12/21,Liquid (12),Ninjas in Pyjamas (16),inf  Inferno,IEM Winter 2021
4/12/21,Ninjas in Pyjamas (16),Liquid (6),mrg  Mirage,IEM Winter 2021
4/12/21,MASONIC (8),Eternal Fire (16),d2  Dust2,Exeedme Revolution 2021
4/12/21,Eternal Fire (16),MASONIC (7),nuke  Nuke,Exeedme Revolution 2021
4/12/21,PACT (16),AGO (9),vtg  Vertigo,Polish Esport League Autumn 2021 Finals
4/12/21,PACT (22),AGO (25),d2  Dust2,Polish Esport League Autumn 2021 Finals
4/12/21,AGO (11),PACT (16),nuke  Nuke,Polish Esport League Autumn 2021 Finals
4/12/21,G2 (16),Vitality (9),inf  Inferno,IEM Winter 2021
4/12/21,Vitality (14),G2 (16),mrg  Mirage,IEM Winter 2021
4/12/21,G2 (14),Vitality (16),vtg  Vertigo,IEM Winter 2021
4/12/21,K23 (16),BLUEJAYS (10),mrg  Mirage,Funspark ULTI 2021 Europe Regional Series 4
4/12/21,K23 (13),BLUEJAYS (16),inf  Inferno,Funspark ULTI 2021 Europe Regional Series 4
4/12/21,BLUEJAYS (10),K23 (16),nuke  Nuke,Funspark ULTI 2021 Europe Regional Series 4
4/12/21,FLINTBREEZE (6),Marskalk (16),ovp  Overpass,Inferno Online Open 2021 Finals
4/12/21,Marskalk (16),FLINTBREEZE (10),anc  Ancient,Inferno Online Open 2021 Finals
4/12/21,Enterprise (16),Ambush (8),inf  Inferno,Malta Vibes Knockout Series 4
4/12/21,Ambush (5),Enterprise (16),ovp  Overpass,Malta Vibes Knockout Series 4
4/12/21,AGF (7),Tricked (16),ovp  Overpass,POWER Ligaen Season 18 Finals
