Date,Team1,Team2,Map,Event
9/2/22,ARCRED (16),Into the Breach (11),nuke  Nuke,REPUBLEAGUE Season 3 Europe Open Qualifier 1
9/2/22,Copenhagen Flames (14),HEET (16),anc  Ancient,ESL Challenger League Season 40 Europe
9/2/22,Copenhagen Flames (16),HEET (10),vtg  Vertigo,ESL Challenger League Season 40 Europe
9/2/22,HEET (16),Copenhagen Flames (11),nuke  Nuke,ESL Challenger League Season 40 Europe
9/2/22,Case (12),Finest (16),ovp  Overpass,Malta Vibes Knockout Series 6
9/2/22,Finest (14),Case (16),anc  Ancient,Malta Vibes Knockout Series 6
9/2/22,Case (8),Finest (16),inf  Inferno,Malta Vibes Knockout Series 6
9/2/22,AGF (10),Sprout (16),ovp  Overpass,Elisa Invitational Winter 2021
9/2/22,AGF (16),Sprout (13),anc  Ancient,Elisa Invitational Winter 2021
9/2/22,Sprout (16),AGF (14),vtg  Vertigo,Elisa Invitational Winter 2021
9/2/22,1WIN (19),Endpoint (17),vtg  Vertigo,Pinnacle Winter Series 2 Regionals
9/2/22,Endpoint (16),1WIN (12),d2  Dust2,Pinnacle Winter Series 2 Regionals
9/2/22,1WIN (16),Endpoint (11),mrg  Mirage,Pinnacle Winter Series 2 Regionals
9/2/22,Unique (16),PACT (8),d2  Dust2,Pinnacle Winter Series 2 Regionals
9/2/22,PACT (16),Unique (10),ovp  Overpass,Pinnacle Winter Series 2 Regionals
9/2/22,Unique (16),PACT (14),vtg  Vertigo,Pinnacle Winter Series 2 Regionals
9/2/22,ARCRED (16),FTW (11),inf  Inferno,REPUBLEAGUE Season 3 Europe Open Qualifier 1
9/2/22,FTW (12),ARCRED (16),anc  Ancient,REPUBLEAGUE Season 3 Europe Open Qualifier 1
9/2/22,ARCRED (9),FTW (16),nuke  Nuke,REPUBLEAGUE Season 3 Europe Open Qualifier 1
9/2/22,MASONIC (16),Astralis Talent (19),vtg  Vertigo,Malta Vibes Knockout Series 6
9/2/22,Astralis Talent (16),MASONIC (7),anc  Ancient,Malta Vibes Knockout Series 6
9/2/22,Into the Breach (16),HellRaisers (14),mrg  Mirage,REPUBLEAGUE Season 3 Europe Open Qualifier 1
9/2/22,HellRaisers (14),Into the Breach (16),nuke  Nuke,REPUBLEAGUE Season 3 Europe Open Qualifier 1
9/2/22,ECSTATIC (10),Dignitas (16),inf  Inferno,Elisa Invitational Winter 2021
9/2/22,Dignitas (14),ECSTATIC (16),anc  Ancient,Elisa Invitational Winter 2021
9/2/22,ECSTATIC (10),Dignitas (16),mrg  Mirage,Elisa Invitational Winter 2021
9/2/22,00NATION (16),777 (12),anc  Ancient,Pinnacle Winter Series 2 Regionals
9/2/22,777 (8),00NATION (16),mrg  Mirage,Pinnacle Winter Series 2 Regionals
9/2/22,BLINK (19),SAW (16),inf  Inferno,Thunderpick Bitcoin Series 1
9/2/22,SAW (11),BLINK (16),vtg  Vertigo,Thunderpick Bitcoin Series 1
9/2/22,OFFSET (14),EC Kyiv (16),inf  Inferno,Malta Vibes Knockout Series 6
9/2/22,EC Kyiv (16),OFFSET (13),vtg  Vertigo,Malta Vibes Knockout Series 6
9/2/22,Savage (11),Enterprise (16),vtg  Vertigo,Pinnacle Winter Series 2 Regionals
9/2/22,Enterprise (23),Savage (25),inf  Inferno,Pinnacle Winter Series 2 Regionals
9/2/22,Savage (17),Enterprise (19),ovp  Overpass,Pinnacle Winter Series 2 Regionals
9/2/22,Spirit (9),AVANGAR (16),mrg  Mirage,Pinnacle Winter Series 2 Regionals
9/2/22,AVANGAR (16),Spirit (10),d2  Dust2,Pinnacle Winter Series 2 Regionals
9/2/22,Anonymo (19),Ambush (16),vtg  Vertigo,Malta Vibes Knockout Series 6
9/2/22,Ambush (9),Anonymo (16),anc  Ancient,Malta Vibes Knockout Series 6
9/2/22,Finest (17),Unique (19),d2  Dust2,Thunderpick Bitcoin Series 1
9/2/22,Unique (16),Finest (12),inf  Inferno,Thunderpick Bitcoin Series 1
9/2/22,UNGENTIUM (16),eSuba (13),nuke  Nuke,Pinnacle Winter Series 2 Regionals
9/2/22,eSuba (11),UNGENTIUM (16),inf  Inferno,Pinnacle Winter Series 2 Regionals
9/2/22,UNGENTIUM (17),eSuba (19),anc  Ancient,Pinnacle Winter Series 2 Regionals
9/2/22,Looking For Org (13),ALTERNATE aTTaX (16),anc  Ancient,Pinnacle Winter Series 2 Regionals
9/2/22,ALTERNATE aTTaX (16),Looking For Org (2),inf  Inferno,Pinnacle Winter Series 2 Regionals
9/2/22,X13 (2),Party Astronauts (16),nuke  Nuke,ESL Challenger League Season 40 North America
9/2/22,Party Astronauts (16),X13 (10),inf  Inferno,ESL Challenger League Season 40 North America
8/2/22,HEET (13),Akimbo (16),ovp  Overpass,ESL Challenger League Season 40 Europe
8/2/22,fnatic Rising (14),Young Ninjas (16),ovp  Overpass,Malta Vibes Knockout Series 6
