Date,Team1,Team2,Map,Event
15/12/21,Triumph (11),Party Astronauts (16),nuke  Nuke,ESEA Premier Season 39 North America
15/12/21,paiN (16),RBG (3),ovp  Overpass,ESEA Premier Season 39 North America
14/12/21,Heroic (10),Gambit (16),vtg  Vertigo,BLAST Premier World Final 2021
14/12/21,Gambit (16),Heroic (11),inf  Inferno,BLAST Premier World Final 2021
14/12/21,Into the Breach (12),Linx Legacy (16),ovp  Overpass,ESEA Advanced Season 39 Europe
14/12/21,Linx Legacy (16),Into the Breach (1),nuke  Nuke,ESEA Advanced Season 39 Europe
14/12/21,Copenhagen Flames (11),GamerLegion (16),ovp  Overpass,ESEA Premier Season 39 Europe
14/12/21,Copenhagen Flames (11),GamerLegion (16),mrg  Mirage,ESEA Premier Season 39 Europe
14/12/21,GamerLegion (12),Copenhagen Flames (16),vtg  Vertigo,ESEA Premier Season 39 Europe
14/12/21,SINNERS (9),1WIN (16),nuke  Nuke,ESEA Premier Season 39 Europe
14/12/21,SINNERS (16),1WIN (12),mrg  Mirage,ESEA Premier Season 39 Europe
14/12/21,1WIN (16),SINNERS (7),anc  Ancient,ESEA Premier Season 39 Europe
14/12/21,Sprout (16),Finest (7),inf  Inferno,ESEA Premier Season 39 Europe
14/12/21,Finest (12),Sprout (16),d2  Dust2,ESEA Premier Season 39 Europe
14/12/21,Sprout (14),Finest (16),mrg  Mirage,ESEA Premier Season 39 Europe
14/12/21,Wisla Krakow (16),Nemiga (11),inf  Inferno,ESEA Premier Season 39 Europe
14/12/21,Nemiga (12),Wisla Krakow (16),ovp  Overpass,ESEA Premier Season 39 Europe
14/12/21,BLINK (16),Entropiq (13),nuke  Nuke,ESEA Premier Season 39 Europe
14/12/21,Entropiq (14),BLINK (16),mrg  Mirage,ESEA Premier Season 39 Europe
14/12/21,Liquid (16),Natus Vincere (7),inf  Inferno,BLAST Premier World Final 2021
14/12/21,Liquid (7),Natus Vincere (16),d2  Dust2,BLAST Premier World Final 2021
14/12/21,Natus Vincere (11),Liquid (16),ovp  Overpass,BLAST Premier World Final 2021
14/12/21,LDLC (16),Anonymo (14),anc  Ancient,ESEA Premier Season 39 Europe
14/12/21,LDLC (11),Anonymo (16),inf  Inferno,ESEA Premier Season 39 Europe
14/12/21,Anonymo (10),LDLC (16),nuke  Nuke,ESEA Premier Season 39 Europe
14/12/21,ECSTATIC (15),Dignitas (19),vtg  Vertigo,Funspark ULTI 2021 Europe Playoffs 2
14/12/21,Dignitas (16),ECSTATIC (3),ovp  Overpass,Funspark ULTI 2021 Europe Playoffs 2
14/12/21,K23 (16),Entropiq (13),ovp  Overpass,Funspark ULTI 2021 Europe Playoffs 2
14/12/21,Entropiq (12),K23 (16),d2  Dust2,Funspark ULTI 2021 Europe Playoffs 2
14/12/21,K23 (13),Entropiq (16),anc  Ancient,Funspark ULTI 2021 Europe Playoffs 2
14/12/21,X13 (19),Third Impact (17),vtg  Vertigo,ESEA Advanced Season 39 North America
14/12/21,Third Impact (14),X13 (16),ovp  Overpass,ESEA Advanced Season 39 North America
13/12/21,Into the Breach (14),SKADE (16),mrg  Mirage,ESEA Advanced Season 39 Europe
13/12/21,SKADE (16),Into the Breach (8),nuke  Nuke,ESEA Advanced Season 39 Europe
13/12/21,Linx Legacy (16),PACT (8),anc  Ancient,ESEA Advanced Season 39 Europe
13/12/21,PACT (14),Linx Legacy (16),ovp  Overpass,ESEA Advanced Season 39 Europe
13/12/21,DBL PONEY (16),Savage (12),inf  Inferno,ESL Challenger Anaheim 2022 Europe Closed Qualifier
13/12/21,Savage (2),DBL PONEY (16),vtg  Vertigo,ESL Challenger Anaheim 2022 Europe Closed Qualifier
13/12/21,DBL PONEY (13),Savage (16),anc  Ancient,ESL Challenger Anaheim 2022 Europe Closed Qualifier
13/12/21,BLUEJAYS (16),Nemiga (6),inf  Inferno,Funspark ULTI 2021 Europe Playoffs 2
13/12/21,Nemiga (10),BLUEJAYS (16),mrg  Mirage,Funspark ULTI 2021 Europe Playoffs 2
13/12/21,BLUEJAYS (6),Nemiga (16),nuke  Nuke,Funspark ULTI 2021 Europe Playoffs 2
13/12/21,Savage (16),Eternal Fire (10),vtg  Vertigo,ESL Challenger Anaheim 2022 Europe Closed Qualifier
13/12/21,Savage (16),Eternal Fire (13),mrg  Mirage,ESL Challenger Anaheim 2022 Europe Closed Qualifier
13/12/21,Eternal Fire (16),Savage (14),inf  Inferno,ESL Challenger Anaheim 2022 Europe Closed Qualifier
13/12/21,TTC (7),Copenhagen Flames (16),nuke  Nuke,Funspark ULTI 2021 Europe Playoffs 2
13/12/21,Copenhagen Flames (16),TTC (9),mrg  Mirage,Funspark ULTI 2021 Europe Playoffs 2
13/12/21,X13 (16),Valors (12),mrg  Mirage,ESEA Advanced Season 39 North America
13/12/21,X13 (16),Valors (5),ovp  Overpass,ESEA Advanced Season 39 North America
13/12/21,Valors (16),X13 (8),nuke  Nuke,ESEA Advanced Season 39 North America
