Date,Team1,Team2,Map,Event
9/7/22,Racing Avellaneda (8),VELOX Academy (16),nuke  Nuke,Flow FiReLEAGUE 2022
9/7/22,VELOX Academy (16),Racing Avellaneda (11),inf  Inferno,Flow FiReLEAGUE 2022
9/7/22,Racing Avellaneda (16),VELOX Academy (11),d2  Dust2,Flow FiReLEAGUE 2022
9/7/22,Gaimin Gladiators (16),BHOP (10),ovp  Overpass,ESL Challenger Melbourne 2022 North America Open Qualifier 1
9/7/22,BHOP (10),Gaimin Gladiators (16),mrg  Mirage,ESL Challenger Melbourne 2022 North America Open Qualifier 1
9/7/22,Gaimin Gladiators (8),BHOP (16),inf  Inferno,ESL Challenger Melbourne 2022 North America Open Qualifier 1
9/7/22,Daotsu (9),B4 (16),mrg  Mirage,Liga Gamers Club 2022 Serie A June Cup
9/7/22,B4 (16),Daotsu (9),d2  Dust2,Liga Gamers Club 2022 Serie A June Cup
8/7/22,Hawks (10),Furious (16),d2  Dust2,Flow FiReLEAGUE 2022
8/7/22,Furious (16),Hawks (14),vtg  Vertigo,Flow FiReLEAGUE 2022
8/7/22,BLUEJAYS (16),Spain (10),inf  Inferno,European Championship 2022
8/7/22,Spain (4),BLUEJAYS (16),mrg  Mirage,European Championship 2022
8/7/22,SINNERS (13),SKADE (16),ovp  Overpass,PGE Polish Esports League Supercup 2022
8/7/22,SKADE (16),SINNERS (8),anc  Ancient,PGE Polish Esports League Supercup 2022
8/7/22,SINNERS (16),SKADE (3),mrg  Mirage,PGE Polish Esports League Supercup 2022
8/7/22,NASA (16),TAG (7),ovp  Overpass,ESL Challenger Melbourne 2022 Europe Open Qualifier 1
8/7/22,NASA (9),TAG (16),nuke  Nuke,ESL Challenger Melbourne 2022 Europe Open Qualifier 1
8/7/22,TAG (12),NASA (16),inf  Inferno,ESL Challenger Melbourne 2022 Europe Open Qualifier 1
8/7/22,Movistar Riders (16),Vitality (12),nuke  Nuke,IEM Cologne 2022
8/7/22,Vitality (16),Movistar Riders (3),vtg  Vertigo,IEM Cologne 2022
8/7/22,Movistar Riders (16),Vitality (4),mrg  Mirage,IEM Cologne 2022
8/7/22,Anonymo (23),Sprout (25),d2  Dust2,ESL Challenger Melbourne 2022 Europe Open Qualifier 1
8/7/22,Sprout (16),Anonymo (8),anc  Ancient,ESL Challenger Melbourne 2022 Europe Open Qualifier 1
8/7/22,G2 (16),ENCE (8),anc  Ancient,IEM Cologne 2022
8/7/22,ENCE (13),G2 (16),d2  Dust2,IEM Cologne 2022
8/7/22,Israel (8),Ukraine (16),d2  Dust2,European Championship 2022
8/7/22,Ukraine (16),Israel (13),inf  Inferno,European Championship 2022
8/7/22,BIG Academy (16),ECLOT (11),vtg  Vertigo,Y-Games Pro Series 2022
8/7/22,BIG Academy (9),ECLOT (16),mrg  Mirage,Y-Games Pro Series 2022
8/7/22,ECLOT (14),BIG Academy (16),ovp  Overpass,Y-Games Pro Series 2022
8/7/22,BIG Academy (8),ECLOT (16),anc  Ancient,Y-Games Pro Series 2022
8/7/22,ECLOT (23),BIG Academy (25),d2  Dust2,Y-Games Pro Series 2022
8/7/22,TAG (16),MASONIC (11),nuke  Nuke,ESL Challenger Melbourne 2022 Europe Open Qualifier 1
8/7/22,Sprout (16),EC Kyiv (10),vtg  Vertigo,ESL Challenger Melbourne 2022 Europe Open Qualifier 1
8/7/22,EYEBALLERS (8),NASA (16),inf  Inferno,ESL Challenger Melbourne 2022 Europe Open Qualifier 1
8/7/22,Norway (14),iNation (16),nuke  Nuke,European Championship 2022
8/7/22,iNation (7),Norway (16),mrg  Mirage,European Championship 2022
8/7/22,Norway (4),iNation (16),inf  Inferno,European Championship 2022
8/7/22,MOUZ (16),Heroic (10),nuke  Nuke,IEM Cologne 2022
8/7/22,Heroic (13),MOUZ (16),vtg  Vertigo,IEM Cologne 2022
8/7/22,Sweden (16),Czech Republic (11),vtg  Vertigo,European Championship 2022
8/7/22,Czech Republic (8),Sweden (16),inf  Inferno,European Championship 2022
8/7/22,Ninjas in Pyjamas (7),Natus Vincere (16),nuke  Nuke,IEM Cologne 2022
8/7/22,Natus Vincere (16),Ninjas in Pyjamas (3),ovp  Overpass,IEM Cologne 2022
8/7/22,Illuminar (7),Endpoint (16),ovp  Overpass,PGE Polish Esports League Supercup 2022
8/7/22,Illuminar (16),Endpoint (13),inf  Inferno,PGE Polish Esports League Supercup 2022
8/7/22,Endpoint (22),Illuminar (20),anc  Ancient,PGE Polish Esports League Supercup 2022
8/7/22,SINNERS (16),Endpoint (9),ovp  Overpass,PGE Polish Esports League Supercup 2022
8/7/22,00NATION (10),FaZe (16),inf  Inferno,IEM Cologne 2022
8/7/22,Astralis (16),FURIA (13),mrg  Mirage,IEM Cologne 2022
