Date,Team1,Team2,Map,Event
8/9/21,Kanga (8),Rooster (16),ovp  Overpass,ESEA Premier Season 38 Australia
8/9/21,Rooster (16),Kanga (10),mrg  Mirage,ESEA Premier Season 38 Australia
8/9/21,Alke (6),VERTEX (16),inf  Inferno,ESEA Premier Season 38 Australia
8/9/21,Caught off Guard (16),lol123 (13),d2  Dust2,ESEA Premier Season 38 Australia
8/9/21,SKADE (17),Spirit (19),anc  Ancient,Pinnacle Fall Series 1
8/9/21,Warriors (16),8Ballers (9),nuke  Nuke,ESL Australia & NZ Championship Season 13
8/9/21,Caught off Guard (10),Exsto (16),inf  Inferno,ESL Australia & NZ Championship Season 13
8/9/21,Third Impact (4),ChocoCheck (16),inf  Inferno,IEM Fall 2021 North America Open Qualifier 1
8/9/21,Strife (16),Mythic (6),mrg  Mirage,IEM Fall 2021 North America Open Qualifier 1
8/9/21,Party Astronauts (16),ATK (19),nuke  Nuke,IEM Fall 2021 North America Open Qualifier 1
8/9/21,X13 (5),RBG (16),ovp  Overpass,IEM Fall 2021 North America Open Qualifier 1
8/9/21,River Plate (14),9z (16),nuke  Nuke,Aorus League 2021 Season 3 Southern Cone
8/9/21,River Plate (8),9z (16),d2  Dust2,Aorus League 2021 Season 3 Southern Cone
8/9/21,Eros (13),GGPR (16),d2  Dust2,ESEA Premier Season 38 North America
8/9/21,GGPR (16),Eros (11),inf  Inferno,ESEA Premier Season 38 North America
8/9/21,Extra Salt (16),Coldest Riders (3),ovp  Overpass,ESEA Premier Season 38 North America
8/9/21,Coldest Riders (8),Extra Salt (16),anc  Ancient,ESEA Premier Season 38 North America
7/9/21,FunPlus Phoenix (16),Illuminar (11),nuke  Nuke,Fantasyexpo EU Champions Fall 2021 - BLAST Premier Qualifier
7/9/21,FunPlus Phoenix (16),Into the Breach (1),inf  Inferno,Fantasyexpo EU Champions Fall 2021 - BLAST Premier Qualifier
7/9/21,Illuminar (5),MAD Lions (16),inf  Inferno,Fantasyexpo EU Champions Fall 2021 - BLAST Premier Qualifier
7/9/21,Oilers (13),SAW Youngsters (16),nuke  Nuke,Elisa Invitational Fall 2021 Regionals
7/9/21,Oilers (8),SAW Youngsters (16),d2  Dust2,Elisa Invitational Fall 2021 Regionals
7/9/21,Complexity (12),Vitality (16),mrg  Mirage,ESL Pro League Season 14
7/9/21,Complexity (16),Vitality (9),ovp  Overpass,ESL Pro League Season 14
7/9/21,Vitality (16),Complexity (6),vtg  Vertigo,ESL Pro League Season 14
7/9/21,Apeks (12),BLINK (16),d2  Dust2,ESEA Premier Season 38 Europe
7/9/21,BLINK (3),Apeks (16),ovp  Overpass,ESEA Premier Season 38 Europe
7/9/21,Apeks (13),BLINK (16),inf  Inferno,ESEA Premier Season 38 Europe
7/9/21,GamerLegion (8),AGO (16),anc  Ancient,ESEA Premier Season 38 Europe
7/9/21,AGO (2),GamerLegion (16),mrg  Mirage,ESEA Premier Season 38 Europe
7/9/21,AGO (16),GamerLegion (8),inf  Inferno,ESEA Premier Season 38 Europe
7/9/21,Akuma (9),Sprout (16),d2  Dust2,ESEA Premier Season 38 Europe
7/9/21,Sprout (19),Akuma (15),vtg  Vertigo,ESEA Premier Season 38 Europe
7/9/21,Endpoint (16),Anonymo (11),mrg  Mirage,ESEA Premier Season 38 Europe
7/9/21,Anonymo (8),Endpoint (16),ovp  Overpass,ESEA Premier Season 38 Europe
7/9/21,Into the Breach (16),MAD Lions (19),ovp  Overpass,Fantasyexpo EU Champions Fall 2021 - BLAST Premier Qualifier
7/9/21,FaZe (16),Dignitas (5),ovp  Overpass,Pinnacle Fall Series 1
7/9/21,FaZe (13),Dignitas (16),nuke  Nuke,Pinnacle Fall Series 1
7/9/21,Dignitas (9),FaZe (16),mrg  Mirage,Pinnacle Fall Series 1
7/9/21,Tricked (9),Lyngby Vikings (16),vtg  Vertigo,Elisa Invitational Fall 2021 Regionals
7/9/21,Lyngby Vikings (16),Tricked (8),ovp  Overpass,Elisa Invitational Fall 2021 Regionals
7/9/21,FunPlus Phoenix (14),Illuminar (16),vtg  Vertigo,Fantasyexpo EU Champions Fall 2021 - BLAST Premier Qualifier
7/9/21,MOUZ (8),Ninjas in Pyjamas (16),inf  Inferno,ESL Pro League Season 14
7/9/21,Ninjas in Pyjamas (6),MOUZ (16),vtg  Vertigo,ESL Pro League Season 14
7/9/21,MOUZ (12),Ninjas in Pyjamas (16),anc  Ancient,ESL Pro League Season 14
7/9/21,Copenhagen Flames (7),Virtus.pro (16),inf  Inferno,Pinnacle Fall Series 1
7/9/21,Virtus.pro (16),Copenhagen Flames (11),vtg  Vertigo,Pinnacle Fall Series 1
7/9/21,BIG (12),SKADE (16),inf  Inferno,Pinnacle Fall Series 1
7/9/21,SKADE (22),BIG (20),d2  Dust2,Pinnacle Fall Series 1
7/9/21,ORDER (16),Warriors (4),vtg  Vertigo,ESEA Premier Season 38 Australia
