Date,Team1,Team2,Map,Event
16/4/22,River Plate (10),Furious (16),nuke  Nuke,Flow Gamergy Argentina 2022
16/4/22,Furious (8),River Plate (16),inf  Inferno,Flow Gamergy Argentina 2022
16/4/22,PisoDeMadera (8),Furious (16),nuke  Nuke,Flow Gamergy Argentina 2022
16/4/22,PisoDeMadera (12),Furious (16),mrg  Mirage,Flow Gamergy Argentina 2022
16/4/22,Furious (13),PisoDeMadera (16),inf  Inferno,Flow Gamergy Argentina 2022
16/4/22,TYLOO (20),Renegades (22),vtg  Vertigo,PGL Major Antwerp 2022 Asia RMR
16/4/22,Renegades (16),TYLOO (5),inf  Inferno,PGL Major Antwerp 2022 Asia RMR
16/4/22,DGG (16),PoP (4),vtg  Vertigo,LPL Pro League Season 10
16/4/22,PoP (10),DGG (16),mrg  Mirage,LPL Pro League Season 10
16/4/22,IHC (16),Renegades (4),mrg  Mirage,PGL Major Antwerp 2022 Asia RMR
16/4/22,Renegades (10),IHC (16),inf  Inferno,PGL Major Antwerp 2022 Asia RMR
16/4/22,Antic (11),VERTEX (16),inf  Inferno,LPL Pro League Season 10
16/4/22,Antic (10),VERTEX (16),vtg  Vertigo,LPL Pro League Season 10
16/4/22,VERTEX (7),Antic (16),nuke  Nuke,LPL Pro League Season 10
15/4/22,WINDINGO (12),River Plate (16),d2  Dust2,Flow Gamergy Argentina 2022
15/4/22,River Plate (14),WINDINGO (16),ovp  Overpass,Flow Gamergy Argentina 2022
15/4/22,WINDINGO (3),River Plate (16),inf  Inferno,Flow Gamergy Argentina 2022
15/4/22,Looking For Org (8),TYLOO (16),inf  Inferno,PGL Major Antwerp 2022 Asia RMR
15/4/22,TYLOO (16),Looking For Org (14),d2  Dust2,PGL Major Antwerp 2022 Asia RMR
15/4/22,9z (19),paiN (17),d2  Dust2,PGL Major Antwerp 2022 Americas RMR
15/4/22,paiN (11),9z (16),mrg  Mirage,PGL Major Antwerp 2022 Americas RMR
15/4/22,Looking For Org (8),Renegades (16),vtg  Vertigo,PGL Major Antwerp 2022 Asia RMR
15/4/22,Renegades (16),Looking For Org (13),nuke  Nuke,PGL Major Antwerp 2022 Asia RMR
15/4/22,Evil Geniuses (14),9z (16),ovp  Overpass,PGL Major Antwerp 2022 Americas RMR
15/4/22,9z (12),Evil Geniuses (16),inf  Inferno,PGL Major Antwerp 2022 Americas RMR
15/4/22,Evil Geniuses (11),9z (16),nuke  Nuke,PGL Major Antwerp 2022 Americas RMR
15/4/22,IHC (19),TYLOO (16),anc  Ancient,PGL Major Antwerp 2022 Asia RMR
15/4/22,TYLOO (13),IHC (16),mrg  Mirage,PGL Major Antwerp 2022 Asia RMR
15/4/22,UYU (16),ex-Philadelphia Liberty (10),mrg  Mirage,ESL Challenger League Season 40 North America Relegation
15/4/22,ex-Philadelphia Liberty (13),UYU (16),vtg  Vertigo,ESL Challenger League Season 40 North America Relegation
14/4/22,Fourteen (4),FTW (16),inf  Inferno,ESL Masters Spain Season 11
14/4/22,FTW (8),Fourteen (16),d2  Dust2,ESL Masters Spain Season 11
14/4/22,Fourteen (14),FTW (16),vtg  Vertigo,ESL Masters Spain Season 11
14/4/22,Babos (16),SHAPE (6),vtg  Vertigo,ESL National Championship Switzerland Spring 2022
14/4/22,Babos (16),SHAPE (11),inf  Inferno,ESL National Championship Switzerland Spring 2022
14/4/22,SHAPE (16),Babos (12),mrg  Mirage,ESL National Championship Switzerland Spring 2022
14/4/22,Apeks (8),Copenhagen Flames (16),nuke  Nuke,IEM Dallas 2022 Europe Open Qualifier 2
14/4/22,Apeks (10),Copenhagen Flames (16),vtg  Vertigo,IEM Dallas 2022 Europe Open Qualifier 2
14/4/22,Copenhagen Flames (6),Apeks (16),mrg  Mirage,IEM Dallas 2022 Europe Open Qualifier 2
14/4/22,Endpoint (9),BIG (16),d2  Dust2,IEM Dallas 2022 Europe Open Qualifier 2
14/4/22,BIG (16),Endpoint (13),mrg  Mirage,IEM Dallas 2022 Europe Open Qualifier 2
14/4/22,Enterprise (16),Young Ninjas (11),ovp  Overpass,Elisa Invitational Spring 2022 Contenders
14/4/22,Enterprise (11),Young Ninjas (16),inf  Inferno,Elisa Invitational Spring 2022 Contenders
14/4/22,Young Ninjas (16),Enterprise (19),anc  Ancient,Elisa Invitational Spring 2022 Contenders
14/4/22,LowLandLions (14),EC Brugge (16),nuke  Nuke,betFIRST Elite Series Spring Split 2022
14/4/22,EC Brugge (16),LowLandLions (13),vtg  Vertigo,betFIRST Elite Series Spring Split 2022
14/4/22,LowLandLions (16),EC Brugge (10),mrg  Mirage,betFIRST Elite Series Spring Split 2022
14/4/22,EC Brugge (16),LowLandLions (14),inf  Inferno,betFIRST Elite Series Spring Split 2022
14/4/22,Apeks (16),Eternal Fire (9),nuke  Nuke,IEM Dallas 2022 Europe Open Qualifier 2
14/4/22,Nexus (8),Endpoint (16),d2  Dust2,IEM Dallas 2022 Europe Open Qualifier 2
