Date,Team1,Team2,Map,Event
12/2/22,Nemiga (16),Budapest Five (2),d2  Dust2,Malta Vibes Knockout Series 6
12/2/22,Budapest Five (9),Nemiga (16),inf  Inferno,Malta Vibes Knockout Series 6
12/2/22,Sprout (16),Unique (5),anc  Ancient,Thunderpick Bitcoin Series 1
12/2/22,Sprout (14),Unique (16),mrg  Mirage,Thunderpick Bitcoin Series 1
12/2/22,Unique (8),Sprout (16),ovp  Overpass,Thunderpick Bitcoin Series 1
11/2/22,Marten Rising (11),0to100 (16),inf  Inferno,Kuvo OneTap Winter 2022
11/2/22,0to100 (16),Marten Rising (8),anc  Ancient,Kuvo OneTap Winter 2022
11/2/22,Nexus (16),VAMOSTARS (11),anc  Ancient,Jaxi League Elite Series 2022 Finals
11/2/22,VAMOSTARS (16),Nexus (4),d2  Dust2,Jaxi League Elite Series 2022 Finals
11/2/22,Nexus (16),VAMOSTARS (6),inf  Inferno,Jaxi League Elite Series 2022 Finals
11/2/22,PACT (12),EC Kyiv (16),d2  Dust2,Malta Vibes Knockout Series 6
11/2/22,EC Kyiv (19),PACT (17),ovp  Overpass,Malta Vibes Knockout Series 6
11/2/22,MONKE (19),AzerbejdzanPL (17),nuke  Nuke,REPUBLEAGUE Season 3 V4 Open Qualifier 2
11/2/22,AzerbejdzanPL (16),MONKE (19),anc  Ancient,REPUBLEAGUE Season 3 V4 Open Qualifier 2
11/2/22,Dignitas (13),9z (16),nuke  Nuke,ESL Challenger February 2022
11/2/22,9z (11),Dignitas (16),anc  Ancient,ESL Challenger February 2022
11/2/22,Dignitas (14),9z (16),mrg  Mirage,ESL Challenger February 2022
11/2/22,Astralis Talent (12),MOUZ NXT (16),vtg  Vertigo,WePlay Academy League Season 3
11/2/22,Astralis Talent (12),MOUZ NXT (16),mrg  Mirage,WePlay Academy League Season 3
11/2/22,MOUZ NXT (13),Astralis Talent (16),nuke  Nuke,WePlay Academy League Season 3
11/2/22,4glory (16),Zero Tenacity (14),inf  Inferno,Kuvo OneTap Winter 2022
11/2/22,Zero Tenacity (19),4glory (17),vtg  Vertigo,Kuvo OneTap Winter 2022
11/2/22,4glory (16),Zero Tenacity (5),d2  Dust2,Kuvo OneTap Winter 2022
11/2/22,FURIA (16),HEET (9),anc  Ancient,ESL Challenger February 2022
11/2/22,Virtus.pro (16),Movistar Riders (3),anc  Ancient,ESL Challenger February 2022
11/2/22,Apeks Rebels (13),GMT (16),anc  Ancient,Malta Vibes Knockout Series 6
11/2/22,GMT (16),Apeks Rebels (10),inf  Inferno,Malta Vibes Knockout Series 6
11/2/22,UNGENTIUM (12),MONKE (16),anc  Ancient,REPUBLEAGUE Season 3 V4 Open Qualifier 2
11/2/22,MONKE (16),UNGENTIUM (7),mrg  Mirage,REPUBLEAGUE Season 3 V4 Open Qualifier 2
11/2/22,GameAgents (5),AzerbejdzanPL (16),mrg  Mirage,REPUBLEAGUE Season 3 V4 Open Qualifier 2
11/2/22,AzerbejdzanPL (16),GameAgents (5),inf  Inferno,REPUBLEAGUE Season 3 V4 Open Qualifier 2
11/2/22,Endpoint (16),Spirit (5),mrg  Mirage,Pinnacle Winter Series 2 Regionals
11/2/22,Spirit (16),Endpoint (14),vtg  Vertigo,Pinnacle Winter Series 2 Regionals
11/2/22,Endpoint (16),Spirit (13),ovp  Overpass,Pinnacle Winter Series 2 Regionals
11/2/22,allStars (12),KTRL (16),d2  Dust2,Jaxi League Elite Series 2022 Finals
11/2/22,allStars (22),KTRL (19),inf  Inferno,Jaxi League Elite Series 2022 Finals
11/2/22,KTRL (16),allStars (11),mrg  Mirage,Jaxi League Elite Series 2022 Finals
11/2/22,BIG Academy (16),Spirit Academy (8),vtg  Vertigo,WePlay Academy League Season 3
11/2/22,Spirit Academy (4),BIG Academy (16),ovp  Overpass,WePlay Academy League Season 3
11/2/22,BIG Academy (13),Spirit Academy (16),d2  Dust2,WePlay Academy League Season 3
11/2/22,Complexity (11),HEET (16),inf  Inferno,ESL Challenger February 2022
11/2/22,FURIA (16),ORDER (4),nuke  Nuke,ESL Challenger February 2022
11/2/22,Astralis Talent (16),Into the Breach (9),anc  Ancient,Malta Vibes Knockout Series 6
11/2/22,Into the Breach (12),Astralis Talent (16),ovp  Overpass,Malta Vibes Knockout Series 6
11/2/22,Dignitas (9),Movistar Riders (16),inf  Inferno,ESL Challenger February 2022
11/2/22,UNGENTIUM (10),777 (16),nuke  Nuke,Pinnacle Winter Series 2 Regionals
11/2/22,UNGENTIUM (16),777 (14),anc  Ancient,Pinnacle Winter Series 2 Regionals
11/2/22,777 (19),UNGENTIUM (15),d2  Dust2,Pinnacle Winter Series 2 Regionals
11/2/22,Virtus.pro (16),9z (14),mrg  Mirage,ESL Challenger February 2022
11/2/22,HellRaisers (6),D13 (16),inf  Inferno,Malta Vibes Knockout Series 6
