Date,Team1,Team2,Map,Event
16/11/21,ECSTATIC (16),Eternal Fire (8),ovp  Overpass,REPUBLEAGUE TIPOS Season 2
16/11/21,Eternal Fire (16),ECSTATIC (5),vtg  Vertigo,REPUBLEAGUE TIPOS Season 2
16/11/21,1WIN (16),hREDS (4),nuke  Nuke,Pinnacle Fall Series 3 Regionals
16/11/21,hREDS (17),1WIN (19),mrg  Mirage,Pinnacle Fall Series 3 Regionals
16/11/21,EC Kyiv (16),iNation (8),inf  Inferno,IESF World Championship 2021
16/11/21,India (5),Kosovo (16),inf  Inferno,IESF World Championship 2021
16/11/21,OneTap (16),Israel (12),mrg  Mirage,IESF World Championship 2021
16/11/21,Sweden (16),Namibia (3),ovp  Overpass,IESF World Championship 2021
16/11/21,Finest (16),KOVA (9),anc  Ancient,Pinnacle Fall Series 3 Regionals
16/11/21,KOVA (13),Finest (16),ovp  Overpass,Pinnacle Fall Series 3 Regionals
16/11/21,Nexus (10),777 (16),nuke  Nuke,Elisa Invitational Winter 2021 Regionals
16/11/21,777 (16),Nexus (7),anc  Ancient,Elisa Invitational Winter 2021 Regionals
16/11/21,Coalesce (11),Astralis Talent (16),vtg  Vertigo,SiGMA Esports Technologies Cup 2021
16/11/21,CCO (16),Unicorns of Love (10),ovp  Overpass,UNITED Pro Series 2021
16/11/21,CCO (11),Unicorns of Love (16),nuke  Nuke,UNITED Pro Series 2021
16/11/21,Unicorns of Love (5),CCO (16),d2  Dust2,UNITED Pro Series 2021
16/11/21,Israel (15),iNation (19),d2  Dust2,IESF World Championship 2021
16/11/21,BLUEJAYS (14),Slovakia (16),inf  Inferno,IESF World Championship 2021
16/11/21,Kosovo (16),Namibia (4),inf  Inferno,IESF World Championship 2021
16/11/21,EC Kyiv (10),OneTap (16),ovp  Overpass,IESF World Championship 2021
16/11/21,India (9),Sweden (16),inf  Inferno,IESF World Championship 2021
16/11/21,SINNERS (16),ONYX (14),nuke  Nuke,V4 Future Sports Festival 2021 Play-In
16/11/21,ONYX (8),SINNERS (16),vtg  Vertigo,V4 Future Sports Festival 2021 Play-In
16/11/21,ONYX (16),SINNERS (14),inf  Inferno,V4 Future Sports Festival 2021 Play-In
16/11/21,Project Eversio (16),Tranquillum (13),mrg  Mirage,SiGMA Esports Technologies Cup 2021
16/11/21,00NATION (7),INDE IRAE (16),inf  Inferno,Pinnacle Fall Series 3 Regionals
16/11/21,00NATION (25),INDE IRAE (21),nuke  Nuke,Pinnacle Fall Series 3 Regionals
16/11/21,INDE IRAE (16),00NATION (14),mrg  Mirage,Pinnacle Fall Series 3 Regionals
16/11/21,Unicorns of Love (6),cowana (16),inf  Inferno,UNITED Pro Series 2021
16/11/21,cowana (16),Unicorns of Love (5),vtg  Vertigo,UNITED Pro Series 2021
16/11/21,4glory (9),AGF (16),vtg  Vertigo,Pinnacle Fall Series 3 Regionals
16/11/21,AGF (16),4glory (6),nuke  Nuke,Pinnacle Fall Series 3 Regionals
16/11/21,Namibia (9),India (16),mrg  Mirage,IESF World Championship 2021
16/11/21,OneTap (16),iNation (12),d2  Dust2,IESF World Championship 2021
16/11/21,BLUEJAYS (16),Mexico (4),inf  Inferno,IESF World Championship 2021
16/11/21,Sweden (12),Kosovo (16),mrg  Mirage,IESF World Championship 2021
16/11/21,EC Kyiv (16),Israel (3),inf  Inferno,IESF World Championship 2021
16/11/21,Coalesce (16),Project Eversio (5),vtg  Vertigo,SiGMA Esports Technologies Cup 2021
16/11/21,Hazard (10),yellow (16),inf  Inferno,ESEA Premier Season 39 Australia
16/11/21,Hazard (16),yellow (11),ovp  Overpass,ESEA Premier Season 39 Australia
16/11/21,yellow (16),Hazard (8),vtg  Vertigo,ESEA Premier Season 39 Australia
16/11/21,8Ballers (6),The Big Dogs (16),nuke  Nuke,ESEA Premier Season 39 Australia
16/11/21,The Big Dogs (16),8Ballers (3),vtg  Vertigo,ESEA Premier Season 39 Australia
16/11/21,Looking For Org (16),Kanga (4),ovp  Overpass,ESEA Premier Season 39 Australia
16/11/21,Kanga (8),Looking For Org (16),nuke  Nuke,ESEA Premier Season 39 Australia
16/11/21,Unique (16),777 (6),d2  Dust2,Pinnacle Fall Series 3 Regionals
16/11/21,Unique (22),777 (20),ovp  Overpass,Pinnacle Fall Series 3 Regionals
16/11/21,Paradox (16),Alke (8),mrg  Mirage,ESEA Premier Season 39 Australia
16/11/21,Alke (16),Paradox (12),vtg  Vertigo,ESEA Premier Season 39 Australia
16/11/21,Levadia (5),ECLOT (16),mrg  Mirage,Pinnacle Fall Series 3 Regionals
