Date,Team1,Team2,Map,Event
10/10/21,FunPlus Phoenix (16),Entropiq (12),vtg  Vertigo,IEM Winter 2021 Europe Open Qualifier 1
10/10/21,eSuba (12),Enterprise (16),inf  Inferno,Slovak National Championship 2021
10/10/21,Eternal Fire (16),SINNERS (12),nuke  Nuke,IEM Winter 2021 Europe Open Qualifier 1
10/10/21,fnatic (16),K23 (5),ovp  Overpass,IEM Winter 2021 Europe Open Qualifier 1
10/10/21,Galaxy Racer (16),Lynn Vision (6),ovp  Overpass,IEM Winter 2021 Europe Open Qualifier 1
10/10/21,Movistar Riders (16),G2 (14),anc  Ancient,IEM Fall 2021 Europe
10/10/21,G2 (8),Movistar Riders (16),vtg  Vertigo,IEM Fall 2021 Europe
10/10/21,Movistar Riders (10),G2 (16),mrg  Mirage,IEM Fall 2021 Europe
10/10/21,HONORIS (10),Nemiga (16),ovp  Overpass,ESEA Advanced Season 38 Europe
10/10/21,Nemiga (16),HONORIS (11),nuke  Nuke,ESEA Advanced Season 38 Europe
10/10/21,NYYRIKKI (13),OPAA (16),nuke  Nuke,William Hill Cup 2021 Closed Qualifier
10/10/21,OPAA (16),NYYRIKKI (2),vtg  Vertigo,William Hill Cup 2021 Closed Qualifier
10/10/21,Ninjas in Pyjamas (16),ENCE (6),nuke  Nuke,IEM Fall 2021 Europe
10/10/21,ENCE (14),Ninjas in Pyjamas (16),anc  Ancient,IEM Fall 2021 Europe
10/10/21,Ninjas in Pyjamas (7),ENCE (16),mrg  Mirage,IEM Fall 2021 Europe
10/10/21,ENCE (8),Ninjas in Pyjamas (16),ovp  Overpass,IEM Fall 2021 Europe
10/10/21,FORZE (16),BLINK (14),d2  Dust2,Gjirafa50 Masters League Season 2 Finals
10/10/21,FORZE (13),BLINK (16),mrg  Mirage,Gjirafa50 Masters League Season 2 Finals
10/10/21,BLINK (16),FORZE (9),inf  Inferno,Gjirafa50 Masters League Season 2 Finals
10/10/21,BLINK (13),FORZE (16),ovp  Overpass,Gjirafa50 Masters League Season 2 Finals
10/10/21,FORZE (16),BLINK (9),anc  Ancient,Gjirafa50 Masters League Season 2 Finals
10/10/21,OFFSET (16),NASR (11),inf  Inferno,William Hill Cup 2021 Closed Qualifier
10/10/21,NASR (7),OFFSET (16),vtg  Vertigo,William Hill Cup 2021 Closed Qualifier
10/10/21,ECLOT (16),Sampi (11),d2  Dust2,Slovak National Championship 2021
10/10/21,Sampi (8),ECLOT (16),inf  Inferno,Slovak National Championship 2021
10/10/21,Endpoint (16),Into the Breach (8),inf  Inferno,ESL Premiership Autumn 2021
10/10/21,Into the Breach (11),Endpoint (16),anc  Ancient,ESL Premiership Autumn 2021
10/10/21,Endpoint (16),Into the Breach (4),mrg  Mirage,ESL Premiership Autumn 2021
10/10/21,LowLandLions (16),EC Brugge (14),vtg  Vertigo,Elite Series 2021 Finals
10/10/21,EC Brugge (11),LowLandLions (16),nuke  Nuke,Elite Series 2021 Finals
10/10/21,LowLandLions (13),EC Brugge (16),mrg  Mirage,Elite Series 2021 Finals
10/10/21,EC Brugge (16),LowLandLions (10),inf  Inferno,Elite Series 2021 Finals
10/10/21,LowLandLions (16),EC Brugge (14),anc  Ancient,Elite Series 2021 Finals
10/10/21,Fiend (25),Copenhagen Flames (28),inf  Inferno,IEM Fall 2021 Europe
10/10/21,Fiend (16),Copenhagen Flames (19),nuke  Nuke,IEM Fall 2021 Europe
10/10/21,FORZE (16),AVE (12),inf  Inferno,Gjirafa50 Masters League Season 2 Finals
10/10/21,FORZE (16),AVE (8),mrg  Mirage,Gjirafa50 Masters League Season 2 Finals
10/10/21,ViCi (5),TYLOO (16),mrg  Mirage,IEM Fall 2021 Asia
10/10/21,TYLOO (16),ViCi (11),inf  Inferno,IEM Fall 2021 Asia
10/10/21,PAMPAS (16),Malvinas (13),inf  Inferno,La Liga Pro 2021 Clausura South
10/10/21,Malvinas (16),PAMPAS (9),ovp  Overpass,La Liga Pro 2021 Clausura South
10/10/21,PAMPAS (16),Malvinas (4),nuke  Nuke,La Liga Pro 2021 Clausura South
10/10/21,Furious (17),River Plate (19),nuke  Nuke,La Liga Pro 2021 Clausura South
10/10/21,Coscu Army (6),Boca Juniors (16),nuke  Nuke,La Liga Pro 2021 Clausura South
10/10/21,EXTREMUM (7),Evil Geniuses (16),inf  Inferno,IEM Fall 2021 North America
10/10/21,EXTREMUM (16),Evil Geniuses (13),mrg  Mirage,IEM Fall 2021 North America
10/10/21,Evil Geniuses (16),EXTREMUM (6),nuke  Nuke,IEM Fall 2021 North America
10/10/21,Liquid (8),GODSENT (16),nuke  Nuke,IEM Fall 2021 North America
10/10/21,GODSENT (16),Liquid (14),inf  Inferno,IEM Fall 2021 North America
9/10/21,INDE IRAE (8),SINNERS (16),nuke  Nuke,IEM Winter 2021 Europe Open Qualifier 1
