Date,Team1,Team2,Map,Event
8/7/21,Wisla Krakow (7),FORZE (16),mrg  Mirage,Domination League Season 2
8/7/21,MOUZ (12),Gambit (16),mrg  Mirage,IEM Cologne 2021
8/7/21,MOUZ (3),Gambit (16),vtg  Vertigo,IEM Cologne 2021
8/7/21,Gambit (14),MOUZ (16),inf  Inferno,IEM Cologne 2021
8/7/21,Liquid (2),Ninjas in Pyjamas (16),mrg  Mirage,IEM Cologne 2021
8/7/21,Ninjas in Pyjamas (16),Liquid (6),d2  Dust2,IEM Cologne 2021
8/7/21,Liquid (19),Ninjas in Pyjamas (17),ovp  Overpass,IEM Cologne 2021
8/7/21,Lyngby Vikings (8),MOUZ NXT (16),mrg  Mirage,Pinnacle Cup II
8/7/21,MOUZ NXT (16),Lyngby Vikings (13),vtg  Vertigo,Pinnacle Cup II
8/7/21,8Ballers (14),FURY (16),inf  Inferno,ESEA Open Season 37 Australia
8/7/21,8Ballers (16),FURY (12),nuke  Nuke,ESEA Open Season 37 Australia
8/7/21,FURY (16),8Ballers (8),vtg  Vertigo,ESEA Open Season 37 Australia
8/7/21,KOVA (16),EC Kyiv (4),inf  Inferno,Domination League Season 2
8/7/21,EC Kyiv (14),KOVA (16),ovp  Overpass,Domination League Season 2
8/7/21,MIBR (9),Young Ninjas (16),inf  Inferno,Pinnacle Cup II
8/7/21,MIBR (29),Young Ninjas (31),mrg  Mirage,Pinnacle Cup II
8/7/21,Coldest Riders (16),Kinship (7),vtg  Vertigo,ESEA Advanced Season 37 North America
8/7/21,Kinship (11),Coldest Riders (16),anc  Ancient,ESEA Advanced Season 37 North America
8/7/21,Villainous (20),X13 (22),nuke  Nuke,ESEA Advanced Season 37 North America
8/7/21,X13 (16),Villainous (1),anc  Ancient,ESEA Advanced Season 37 North America
8/7/21,Pryde (12),Verum (16),mrg  Mirage,ESEA Advanced Season 37 North America
8/7/21,Verum (16),Pryde (8),nuke  Nuke,ESEA Advanced Season 37 North America
8/7/21,Upswing (5),Triton (16),d2  Dust2,ESEA Advanced Season 37 North America
8/7/21,Triton (16),Upswing (5),nuke  Nuke,ESEA Advanced Season 37 North America
8/7/21,CENSRD (4),Triumph (16),d2  Dust2,Mythic Summer Series 2021 Cup 1
8/7/21,Triumph (16),CENSRD (7),nuke  Nuke,Mythic Summer Series 2021 Cup 1
8/7/21,Recon 5 (7),Party Astronauts (16),d2  Dust2,Mythic Summer Series 2021 Cup 1
8/7/21,Party Astronauts (16),Recon 5 (5),inf  Inferno,Mythic Summer Series 2021 Cup 1
7/7/21,PACT (1),DBL PONEY (16),d2  Dust2,ESEA Advanced Season 37 Europe
7/7/21,DBL PONEY (16),PACT (10),inf  Inferno,ESEA Advanced Season 37 Europe
7/7/21,PACT (19),DBL PONEY (17),vtg  Vertigo,ESEA Advanced Season 37 Europe
7/7/21,Spirit (16),Sprout (13),nuke  Nuke,IEM Cologne 2021 Play-In
7/7/21,Sprout (16),Spirit (14),d2  Dust2,IEM Cologne 2021 Play-In
7/7/21,Spirit (16),Sprout (10),anc  Ancient,IEM Cologne 2021 Play-In
7/7/21,MOUZ (16),Evil Geniuses (8),inf  Inferno,IEM Cologne 2021 Play-In
7/7/21,Evil Geniuses (12),MOUZ (16),nuke  Nuke,IEM Cologne 2021 Play-In
7/7/21,KHAN (16),Sharks (9),mrg  Mirage,Domination League Season 2
7/7/21,Sharks (7),KHAN (16),inf  Inferno,Domination League Season 2
7/7/21,HAVU (16),Fiend (6),d2  Dust2,Pinnacle Cup II
7/7/21,HAVU (16),Fiend (9),mrg  Mirage,Pinnacle Cup II
7/7/21,bankaPEPSI (12),SKADE (16),inf  Inferno,ESEA Advanced Season 37 Europe
7/7/21,bankaPEPSI (21),SKADE (25),mrg  Mirage,ESEA Advanced Season 37 Europe
7/7/21,SKADE (14),bankaPEPSI (16),anc  Ancient,ESEA Advanced Season 37 Europe
7/7/21,Renegades (19),OG (15),inf  Inferno,IEM Cologne 2021 Play-In
7/7/21,OG (11),Renegades (16),nuke  Nuke,IEM Cologne 2021 Play-In
7/7/21,Copenhagen Flames (16),ex-Marlian (3),anc  Ancient,Domination League Season 2
7/7/21,ex-Marlian (9),Copenhagen Flames (16),vtg  Vertigo,Domination League Season 2
7/7/21,Tricked (9),AaB (16),inf  Inferno,POWER Ligaen Season 17
7/7/21,AaB (16),Tricked (12),nuke  Nuke,POWER Ligaen Season 17
7/7/21,LDLC (6),Complexity (16),mrg  Mirage,IEM Cologne 2021 Play-In
