Date,Team1,Team2,Map,Event
15/9/22,RCL (13),GoodJob (16),nuke  Nuke,PARI Patriki Vibe LAN 2022
15/9/22,eSuba (16),Entropiq Prague (10),ovp  Overpass,CCT Central Europe Series 2 Closed Qualifier
15/9/22,Entropiq Prague (10),eSuba (16),nuke  Nuke,CCT Central Europe Series 2 Closed Qualifier
15/9/22,Genk (16),EC Brugge (8),vtg  Vertigo,betFIRST Elite Series Summer Split 2022
15/9/22,EC Brugge (16),Genk (8),nuke  Nuke,betFIRST Elite Series Summer Split 2022
15/9/22,Genk (16),EC Brugge (14),mrg  Mirage,betFIRST Elite Series Summer Split 2022
15/9/22,EKO (8),Sangal (16),ovp  Overpass,GAM3RS_X EU Champions Fall 2022 - BLAST Premier Qualifier
15/9/22,PGE Turow (16),SC (7),inf  Inferno,GAM3RS_X EU Champions Fall 2022 - BLAST Premier Qualifier
15/9/22,ECLOT (11),HONORIS (16),anc  Ancient,CCT Central Europe Series 2 Closed Qualifier
15/9/22,HONORIS (16),ECLOT (12),d2  Dust2,CCT Central Europe Series 2 Closed Qualifier
15/9/22,NEO's Team (3),Maikelele's Team (16),mrg  Mirage,Kinguin Legends 2022
15/9/22,FUSION (16),Liberty (6),mrg  Mirage,CCT South America Series 2
15/9/22,Liberty (11),FUSION (16),inf  Inferno,CCT South America Series 2
15/9/22,HEET (12),Complexity (16),ovp  Overpass,ESL Pro League Season 16
15/9/22,Complexity (16),HEET (8),nuke  Nuke,ESL Pro League Season 16
15/9/22,NEO's Team (16),pashaBiceps' Team (7),inf  Inferno,Kinguin Legends 2022
15/9/22,SKADE X (14),Endpoint (16),d2  Dust2,Elisa Invitational Fall 2022
15/9/22,Endpoint (19),SKADE X (17),anc  Ancient,Elisa Invitational Fall 2022
15/9/22,kennyS' Team (16),pashaBiceps' Team (8),d2  Dust2,Kinguin Legends 2022
15/9/22,RCL (16),TAG (13),mrg  Mirage,PARI Patriki Vibe LAN 2022
15/9/22,TAG (16),RCL (6),anc  Ancient,PARI Patriki Vibe LAN 2022
15/9/22,RCL (16),TAG (12),d2  Dust2,PARI Patriki Vibe LAN 2022
15/9/22,kennyS' Team (16),Maikelele's Team (12),nuke  Nuke,Kinguin Legends 2022
15/9/22,Young Ninjas (14),los kogutos (16),ovp  Overpass,CCT Central Europe Series 2 Closed Qualifier
15/9/22,los kogutos (14),Young Ninjas (16),vtg  Vertigo,CCT Central Europe Series 2 Closed Qualifier
15/9/22,Young Ninjas (16),los kogutos (19),nuke  Nuke,CCT Central Europe Series 2 Closed Qualifier
15/9/22,MOUZ (14),Astralis (16),nuke  Nuke,ESL Pro League Season 16
15/9/22,Astralis (16),MOUZ (7),inf  Inferno,ESL Pro League Season 16
15/9/22,Nut-E (16),yellow (8),anc  Ancient,ESL Australia & NZ Championship Season 15
15/9/22,yellow (6),Nut-E (16),d2  Dust2,ESL Australia & NZ Championship Season 15
15/9/22,Maikelele's Team (16),Edward's Team (8),d2  Dust2,Kinguin Legends 2022
15/9/22,MASONIC (16),SINNERS (12),inf  Inferno,Elisa Invitational Fall 2022
15/9/22,MASONIC (19),SINNERS (22),ovp  Overpass,Elisa Invitational Fall 2022
15/9/22,MASONIC (16),SINNERS (13),vtg  Vertigo,Elisa Invitational Fall 2022
15/9/22,AVANGAR (10),GoodJob (16),mrg  Mirage,PARI Patriki Vibe LAN 2022
15/9/22,GoodJob (7),AVANGAR (16),ovp  Overpass,PARI Patriki Vibe LAN 2022
15/9/22,AVANGAR (12),GoodJob (16),inf  Inferno,PARI Patriki Vibe LAN 2022
15/9/22,Nexus (16),SC (12),mrg  Mirage,CCT Central Europe Series 2 Closed Qualifier
15/9/22,SC (12),Nexus (16),d2  Dust2,CCT Central Europe Series 2 Closed Qualifier
15/9/22,Meat Grinders (2),Grayhound (16),inf  Inferno,ESL Australia & NZ Championship Season 15
15/9/22,Grayhound (16),Meat Grinders (1),mrg  Mirage,ESL Australia & NZ Championship Season 15
15/9/22,EG Black (12),Iron Blood (16),mrg  Mirage,ESL Challenger Rotterdam 2022 North America Open Qualifier 2
15/9/22,Strife (12),BHOP (16),nuke  Nuke,ESL Challenger Rotterdam 2022 North America Open Qualifier 2
15/9/22,Limitless (16),Electrify Steel (11),vtg  Vertigo,CCT North America Series 1
15/9/22,Limitless (10),Electrify Steel (16),mrg  Mirage,CCT North America Series 1
15/9/22,Electrify Steel (14),Limitless (16),nuke  Nuke,CCT North America Series 1
15/9/22,Sojoga (16),Valence (5),nuke  Nuke,CCT North America Series 1
15/9/22,Valence (7),Sojoga (16),d2  Dust2,CCT North America Series 1
15/9/22,Victorum (10),EG Black (16),mrg  Mirage,ESL Challenger Rotterdam 2022 North America Open Qualifier 2
15/9/22,Iron Blood (16),Brazen (6),mrg  Mirage,ESL Challenger Rotterdam 2022 North America Open Qualifier 2
