Date,Team1,Team2,Map,Event
13/12/21,Extra Salt (19),paiN (17),vtg  Vertigo,ESL Challenger Anaheim 2022 North America Closed Qualifier
13/12/21,paiN (10),Extra Salt (16),ovp  Overpass,ESL Challenger Anaheim 2022 North America Closed Qualifier
13/12/21,Extra Salt (13),paiN (16),nuke  Nuke,ESL Challenger Anaheim 2022 North America Closed Qualifier
13/12/21,Third Impact (6),MIBR (16),nuke  Nuke,ESEA Advanced Season 39 North America
13/12/21,MIBR (16),Third Impact (9),inf  Inferno,ESEA Advanced Season 39 North America
13/12/21,Volted (15),Strife (19),nuke  Nuke,Fragadelphia 16 Denver
13/12/21,Strife (16),Volted (11),mrg  Mirage,Fragadelphia 16 Denver
13/12/21,Boca Juniors (6),9z (16),d2  Dust2,BLAST Rising 2021 Latin America
13/12/21,9z (16),Boca Juniors (4),inf  Inferno,BLAST Rising 2021 Latin America
12/12/21,Isurus (16),Leviatan (6),inf  Inferno,TDJ LATAM Supercup 2021
12/12/21,Leviatan (11),Isurus (16),nuke  Nuke,TDJ LATAM Supercup 2021
12/12/21,Fourth Quarter (4),Volted (16),nuke  Nuke,Fragadelphia 16 Denver
12/12/21,Fourth Quarter (11),Volted (16),inf  Inferno,Fragadelphia 16 Denver
12/12/21,Volted (14),Fourth Quarter (16),vtg  Vertigo,Fragadelphia 16 Denver
12/12/21,paiN (16),Bad News Bears (11),d2  Dust2,ESL Challenger Anaheim 2022 North America Closed Qualifier
12/12/21,Bad News Bears (13),paiN (16),nuke  Nuke,ESL Challenger Anaheim 2022 North America Closed Qualifier
12/12/21,paiN (12),Bad News Bears (16),inf  Inferno,ESL Challenger Anaheim 2022 North America Closed Qualifier
12/12/21,1shot (3),Linx Legacy (16),ovp  Overpass,ESEA Advanced Season 39 Europe
12/12/21,1shot (16),Linx Legacy (14),nuke  Nuke,ESEA Advanced Season 39 Europe
12/12/21,Linx Legacy (16),1shot (12),mrg  Mirage,ESEA Advanced Season 39 Europe
12/12/21,Tricked (14),PACT (16),vtg  Vertigo,ESEA Advanced Season 39 Europe
12/12/21,PACT (22),Tricked (20),ovp  Overpass,ESEA Advanced Season 39 Europe
12/12/21,Keyd (9),River Plate (16),anc  Ancient,BLAST Rising 2021 Latin America
12/12/21,Keyd (16),River Plate (9),ovp  Overpass,BLAST Rising 2021 Latin America
12/12/21,River Plate (16),Keyd (6),inf  Inferno,BLAST Rising 2021 Latin America
12/12/21,Big City Blues (6),Singularity (16),nuke  Nuke,ESEA Winter 2021 Cash Cup 1 Europe
12/12/21,Singularity (16),Big City Blues (8),mrg  Mirage,ESEA Winter 2021 Cash Cup 1 Europe
12/12/21,Ambush (4),eXploit (16),anc  Ancient,NumberOne Season 2 Cup 4
12/12/21,Ambush (16),eXploit (8),d2  Dust2,NumberOne Season 2 Cup 4
12/12/21,eXploit (16),Ambush (5),inf  Inferno,NumberOne Season 2 Cup 4
12/12/21,Volted (10),Strife (16),nuke  Nuke,Fragadelphia 16 Denver
12/12/21,Strife (16),Volted (14),mrg  Mirage,Fragadelphia 16 Denver
12/12/21,Peekers (14),Fourth Quarter (16),inf  Inferno,Fragadelphia 16 Denver
12/12/21,Fourth Quarter (16),Peekers (7),vtg  Vertigo,Fragadelphia 16 Denver
12/12/21,Peekers (16),Fourth Quarter (3),anc  Ancient,Fragadelphia 16 Denver
12/12/21,X Gamer (9),AURA (16),ovp  Overpass,Svenska Elitserien Fall 2021 Finals
12/12/21,AURA (13),X Gamer (16),mrg  Mirage,Svenska Elitserien Fall 2021 Finals
12/12/21,X Gamer (6),AURA (16),inf  Inferno,Svenska Elitserien Fall 2021 Finals
12/12/21,Eternal Fire (16),Sprout (7),nuke  Nuke,ESL Challenger Anaheim 2022 Europe Closed Qualifier
12/12/21,Sprout (5),Eternal Fire (16),ovp  Overpass,ESL Challenger Anaheim 2022 Europe Closed Qualifier
12/12/21,Eternal Fire (7),Sprout (16),inf  Inferno,ESL Challenger Anaheim 2022 Europe Closed Qualifier
12/12/21,Savage (14),DBL PONEY (16),vtg  Vertigo,ESL Challenger Anaheim 2022 Europe Closed Qualifier
12/12/21,DBL PONEY (16),Savage (7),inf  Inferno,ESL Challenger Anaheim 2022 Europe Closed Qualifier
12/12/21,Lemondogs (16),DREAM (7),ovp  Overpass,Fragleague Season 7
12/12/21,Lemondogs (10),DREAM (16),inf  Inferno,Fragleague Season 7
12/12/21,DREAM (9),Lemondogs (16),mrg  Mirage,Fragleague Season 7
12/12/21,EC Brugge (16),VELOX (12),nuke  Nuke,NumberOne Season 2 Cup 4
12/12/21,EC Brugge (6),VELOX (16),anc  Ancient,NumberOne Season 2 Cup 4
12/12/21,VELOX (7),EC Brugge (16),vtg  Vertigo,NumberOne Season 2 Cup 4
12/12/21,Singularity (16),EC Kyiv (11),d2  Dust2,ESEA Winter 2021 Cash Cup 1 Europe
