Date,Team1,Team2,Map,Event
1/2/23,Monte (16),SAW (4),anc  Ancient,ESL Challenger League Season 44 Europe
1/2/23,Monte (16),SAW (8),anb  Anubis,ESL Challenger League Season 44 Europe
1/2/23,FORZE (16),ECSTATIC (6),anb  Anubis,ESL Challenger League Season 44 Europe
1/2/23,INTZ (16),Isurus (10),inf  Inferno,CCT South America Series 4
1/2/23,Isurus (1),INTZ (16),anb  Anubis,CCT South America Series 4
1/2/23,ENCE (13),Cloud9 (16),vtg  Vertigo,IEM Katowice 2023 Play-In
1/2/23,ENCE (16),Cloud9 (8),inf  Inferno,IEM Katowice 2023 Play-In
1/2/23,Cloud9 (16),ENCE (10),anb  Anubis,IEM Katowice 2023 Play-In
1/2/23,9INE Academy (11),PROSPECTS (16),anc  Ancient,MistGames Heroes of Lofoten 2023 Closed Qualifier
1/2/23,PROSPECTS (16),9INE Academy (11),vtg  Vertigo,MistGames Heroes of Lofoten 2023 Closed Qualifier
1/2/23,NAVI Junior (12),Orgless Heroes (16),vtg  Vertigo,European Development Championship 7 Closed Qualifier
1/2/23,Orgless Heroes (16),NAVI Junior (13),mrg  Mirage,European Development Championship 7 Closed Qualifier
1/2/23,MOUZ NXT (9),HAVU (16),nuke  Nuke,CCT North Europe Series 3
1/2/23,MOUZ NXT (16),HAVU (14),mrg  Mirage,CCT North Europe Series 3
1/2/23,HAVU (16),MOUZ NXT (14),anc  Ancient,CCT North Europe Series 3
1/2/23,Spirit (8),Ninjas in Pyjamas (16),mrg  Mirage,IEM Katowice 2023 Play-In
1/2/23,Ninjas in Pyjamas (16),Spirit (7),nuke  Nuke,IEM Katowice 2023 Play-In
1/2/23,Complexity (12),BIG (16),anb  Anubis,IEM Katowice 2023 Play-In
1/2/23,MASONIC (16),HONORIS (8),ovp  Overpass,Thunderpick Bitcoin Series 2
1/2/23,MASONIC (7),HONORIS (16),mrg  Mirage,Thunderpick Bitcoin Series 2
1/2/23,HONORIS (10),MASONIC (16),inf  Inferno,Thunderpick Bitcoin Series 2
1/2/23,Sharks (11),FUSION (16),mrg  Mirage,CCT South America Series 4
1/2/23,Sharks (8),FUSION (16),inf  Inferno,CCT South America Series 4
1/2/23,FUSION (2),Sharks (16),anb  Anubis,CCT South America Series 4
1/2/23,Permitta (4),FURIA (16),mrg  Mirage,IEM Katowice 2023 Play-In
1/2/23,Astralis Talent (11),GTZ (16),vtg  Vertigo,European Development Championship 7 Closed Qualifier
1/2/23,Astralis Talent (13),GTZ (16),anb  Anubis,European Development Championship 7 Closed Qualifier
1/2/23,OG (19),Sprout (16),inf  Inferno,IEM Katowice 2023 Play-In
1/2/23,fnatic (16),Evil Geniuses (8),inf  Inferno,IEM Katowice 2023 Play-In
1/2/23,Let us cook (17),SINNERS (19),ovp  Overpass,CCT North Europe Series 3
1/2/23,SINNERS (16),Let us cook (3),vtg  Vertigo,CCT North Europe Series 3
1/2/23,Ninjas in Pyjamas (16),MIBR (13),nuke  Nuke,IEM Katowice 2023 Play-In
1/2/23,Grayhound (6),Spirit (16),nuke  Nuke,IEM Katowice 2023 Play-In
1/2/23,500 (17),Sangal (19),mrg  Mirage,Thunderpick Bitcoin Series 2
1/2/23,Sangal (16),500 (13),anc  Ancient,Thunderpick Bitcoin Series 2
1/2/23,500 (16),Sangal (13),inf  Inferno,Thunderpick Bitcoin Series 2
1/2/23,Partizan (16),EYEBALLERS (7),mrg  Mirage,Elisa Invitational Winter 2023 Contenders
1/2/23,EYEBALLERS (9),Partizan (16),anb  Anubis,Elisa Invitational Winter 2023 Contenders
1/2/23,paiN (7),ENCE (16),vtg  Vertigo,IEM Katowice 2023 Play-In
1/2/23,Cloud9 (16),IHC (5),mrg  Mirage,IEM Katowice 2023 Play-In
1/2/23,Forward (25),VOYVODA (22),anb  Anubis,European Development Championship 7 Closed Qualifier
1/2/23,Forward (14),VOYVODA (16),mrg  Mirage,European Development Championship 7 Closed Qualifier
1/2/23,VOYVODA (16),Forward (19),inf  Inferno,European Development Championship 7 Closed Qualifier
1/2/23,Davenport University (12),Mystic (16),anc  Ancient,CCT North America Series 3
1/2/23,Mystic (16),Davenport University (9),vtg  Vertigo,CCT North America Series 3
1/2/23,DNA (11),Take Charge (16),anc  Ancient,CCT North America Series 3
1/2/23,Take Charge (22),DNA (20),inf  Inferno,CCT North America Series 3
1/2/23,Noxious (8),Mythic (16),ovp  Overpass,ESL Challenger League Season 44 North America
1/2/23,Mythic (16),Noxious (10),vtg  Vertigo,ESL Challenger League Season 44 North America
1/2/23,Limitless (9),timbermen (16),inf  Inferno,ESL Challenger League Season 44 North America
