Date,Team1,Team2,Map,Event
19/1/23,Imperial (16),00NATION (3),nuke  Nuke,ESL Pro League Season 17 Conference South America
19/1/23,Juggernauts (16),INVSN (10),anc  Ancient,CCT South Europe Series 2
19/1/23,INVSN (14),Juggernauts (16),inf  Inferno,CCT South Europe Series 2
19/1/23,Juggernauts (14),INVSN (16),vtg  Vertigo,CCT South Europe Series 2
19/1/23,Partizan (17),Falcons (19),inf  Inferno,ESL Pro League Season 17 Conference Europe
19/1/23,Partizan (14),Falcons (16),nuke  Nuke,ESL Pro League Season 17 Conference Europe
19/1/23,Falcons (15),Partizan (19),mrg  Mirage,ESL Pro League Season 17 Conference Europe
19/1/23,Astralis (15),Vitality (19),vtg  Vertigo,BLAST Premier Spring Groups 2023
19/1/23,Vitality (16),Astralis (12),ovp  Overpass,BLAST Premier Spring Groups 2023
19/1/23,Nexus (16),Young Ninjas (14),inf  Inferno,Thunderpick Bitcoin Series 2
19/1/23,EYEBALLERS (16),JANO (8),ovp  Overpass,CCT North Europe Series 3 Closed Qualifier
19/1/23,EYEBALLERS (7),JANO (16),mrg  Mirage,CCT North Europe Series 3 Closed Qualifier
19/1/23,JANO (10),EYEBALLERS (16),anb  Anubis,CCT North Europe Series 3 Closed Qualifier
19/1/23,Aurora (19),GODSENT (17),inf  Inferno,CCT South Europe Series 2
19/1/23,GODSENT (15),Aurora (19),mrg  Mirage,CCT South Europe Series 2
19/1/23,Spirit Academy (14),Permitta (16),nuke  Nuke,Thunderpick Bitcoin Series 2
19/1/23,9INE (3),Endpoint (16),anc  Ancient,ESL Pro League Season 17 Conference Europe
19/1/23,9INE (16),Endpoint (11),vtg  Vertigo,ESL Pro League Season 17 Conference Europe
19/1/23,Endpoint (16),9INE (14),ovp  Overpass,ESL Pro League Season 17 Conference Europe
19/1/23,UNGENTIUM (16),MASONIC (8),vtg  Vertigo,CCT North Europe Series 3 Closed Qualifier
19/1/23,MASONIC (16),UNGENTIUM (6),anb  Anubis,CCT North Europe Series 3 Closed Qualifier
19/1/23,UNGENTIUM (16),MASONIC (5),nuke  Nuke,CCT North Europe Series 3 Closed Qualifier
19/1/23,Invictus International (10),500 (16),inf  Inferno,Thunderpick Bitcoin Series 2
19/1/23,Young Ninjas (16),ECLOT (12),inf  Inferno,Elisa Invitational Winter 2023 Contenders
19/1/23,Heroic (14),Evil Geniuses (16),ovp  Overpass,BLAST Premier Spring Groups 2023
19/1/23,Evil Geniuses (16),Heroic (14),anc  Ancient,BLAST Premier Spring Groups 2023
19/1/23,Heroic (16),Evil Geniuses (7),inf  Inferno,BLAST Premier Spring Groups 2023
19/1/23,Lilmix (11),JANO (16),anc  Ancient,CCT North Europe Series 3 Closed Qualifier
19/1/23,Lilmix (16),JANO (10),inf  Inferno,CCT North Europe Series 3 Closed Qualifier
19/1/23,JANO (16),Lilmix (7),mrg  Mirage,CCT North Europe Series 3 Closed Qualifier
19/1/23,HONORIS (19),MASONIC (16),mrg  Mirage,Thunderpick Bitcoin Series 2
19/1/23,BIG Academy (13),Monte (16),anb  Anubis,Elisa Invitational Winter 2023 Contenders
19/1/23,ALTERNATE aTTaX (11),Apeks (16),anb  Anubis,CCT South Europe Series 2
19/1/23,Apeks (16),ALTERNATE aTTaX (10),inf  Inferno,CCT South Europe Series 2
19/1/23,ALTERNATE aTTaX (16),Apeks (6),nuke  Nuke,CCT South Europe Series 2
19/1/23,nomix (9),EYEBALLERS (16),anb  Anubis,CCT North Europe Series 3 Closed Qualifier
19/1/23,EYEBALLERS (16),nomix (12),mrg  Mirage,CCT North Europe Series 3 Closed Qualifier
19/1/23,Lynn Vision (12),Rare Atom (16),ovp  Overpass,ESL Pro League Season 17 Conference Asia
19/1/23,Rare Atom (4),Lynn Vision (16),vtg  Vertigo,ESL Pro League Season 17 Conference Asia
19/1/23,Lynn Vision (8),Rare Atom (16),anb  Anubis,ESL Pro League Season 17 Conference Asia
19/1/23,Falcons (19),BIG Academy (17),ovp  Overpass,Thunderpick Bitcoin Series 2
19/1/23,Astralis Talent (16),los kogutos (11),anb  Anubis,European Pro League Season 5
19/1/23,Astralis Talent (16),los kogutos (8),mrg  Mirage,European Pro League Season 5
19/1/23,undefined (7),UNGENTIUM (16),anc  Ancient,CCT North Europe Series 3 Closed Qualifier
19/1/23,UNGENTIUM (16),undefined (14),nuke  Nuke,CCT North Europe Series 3 Closed Qualifier
19/1/23,PROSPECTS (12),EYEBALLERS (16),inf  Inferno,Elisa Invitational Winter 2023 Contenders
19/1/23,Partizan (16),Tricked (14),nuke  Nuke,CCT South Europe Series 2
19/1/23,Tricked (19),Partizan (22),inf  Inferno,CCT South Europe Series 2
19/1/23,Grayhound (19),Rooster (15),nuke  Nuke,ESL Pro League Season 17 Conference Oceania
19/1/23,Nexus (8),MASONIC (16),nuke  Nuke,CCT North Europe Series 3 Closed Qualifier
