Date,Team1,Team2,Map,Event
23/10/21,Extra Salt (16),Third Impact (7),ovp  Overpass,ESEA Autumn 2021 Cash Cup 3 North America
23/10/21,Northern Forces (5),TeamOne (16),nuke  Nuke,ESEA Autumn 2021 Cash Cup 3 North America
23/10/21,Santos (16),Coscu Army (14),mrg  Mirage,La Liga Pro 2021 Clausura South
23/10/21,Coscu Army (11),Santos (16),vtg  Vertigo,La Liga Pro 2021 Clausura South
23/10/21,SJ (14),Lynn Vision (16),ovp  Overpass,William Hill Cup 2021
23/10/21,SJ (19),Lynn Vision (16),d2  Dust2,William Hill Cup 2021
23/10/21,Lynn Vision (16),SJ (8),inf  Inferno,William Hill Cup 2021
23/10/21,Quantum Prodigy (17),OneTap (19),vtg  Vertigo,Superbet Open 2021
23/10/21,OneTap (11),Quantum Prodigy (16),ovp  Overpass,Superbet Open 2021
23/10/21,Quantum Prodigy (7),OneTap (16),mrg  Mirage,Superbet Open 2021
23/10/21,Sahangiller (5),Eternal Fire (16),ovp  Overpass,ESL Turkey Championship Summer 2021
23/10/21,Eternal Fire (16),Sahangiller (6),vtg  Vertigo,ESL Turkey Championship Summer 2021
23/10/21,TGJ (7),DBL PONEY (16),nuke  Nuke,ESL National Championship France Autumn 2021
23/10/21,DBL PONEY (16),TGJ (6),inf  Inferno,ESL National Championship France Autumn 2021
23/10/21,Keyd (7),SWS (16),inf  Inferno,Liga Talents 2021
23/10/21,SWS (7),Keyd (16),mrg  Mirage,Liga Talents 2021
23/10/21,Keyd (14),SWS (16),nuke  Nuke,Liga Talents 2021
23/10/21,EC Brugge (10),REZIST (16),inf  Inferno,Kayzr League Fall 2021
23/10/21,REZIST (16),EC Brugge (11),mrg  Mirage,Kayzr League Fall 2021
23/10/21,EC Brugge (14),REZIST (16),anc  Ancient,Kayzr League Fall 2021
23/10/21,REZIST (11),EC Brugge (16),vtg  Vertigo,Kayzr League Fall 2021
23/10/21,KOVA (19),OPAA (16),ovp  Overpass,William Hill Cup 2021
23/10/21,OPAA (6),KOVA (16),nuke  Nuke,William Hill Cup 2021
23/10/21,Quantum Prodigy (16),allStars (10),d2  Dust2,Superbet Open 2021
23/10/21,allStars (13),Quantum Prodigy (16),nuke  Nuke,Superbet Open 2021
23/10/21,SINNERS (16),Enterprise (12),nuke  Nuke,Sazka eLEAGUE Fall 2021 Finals
23/10/21,Enterprise (8),SINNERS (16),anc  Ancient,Sazka eLEAGUE Fall 2021 Finals
23/10/21,Enterprise (16),SINNERS (13),ovp  Overpass,Sazka eLEAGUE Fall 2021 Finals
23/10/21,SAW (16),hREDS (8),inf  Inferno,William Hill Cup 2021
23/10/21,hREDS (9),SAW (16),anc  Ancient,William Hill Cup 2021
23/10/21,Nexus (16),OneTap (13),inf  Inferno,Superbet Open 2021
23/10/21,Nexus (16),OneTap (5),mrg  Mirage,Superbet Open 2021
23/10/21,eSuba (19),Entropiq Prague (17),nuke  Nuke,Sazka eLEAGUE Fall 2021 Finals
23/10/21,eSuba (16),Entropiq Prague (11),vtg  Vertigo,Sazka eLEAGUE Fall 2021 Finals
23/10/21,VERTEX (14),ORDER (16),anc  Ancient,ESL Australia & NZ Championship Season 13
23/10/21,VERTEX (16),ORDER (9),mrg  Mirage,ESL Australia & NZ Championship Season 13
23/10/21,VERTEX (5),ORDER (16),vtg  Vertigo,ESL Australia & NZ Championship Season 13
23/10/21,Ground Zero (7),Looking For Org (16),nuke  Nuke,ESL Australia & NZ Championship Season 13
23/10/21,Looking For Org (16),Ground Zero (6),anc  Ancient,ESL Australia & NZ Championship Season 13
23/10/21,DETONA (13),ex-PR Stars (16),nuke  Nuke,Liga Gamers Club 2021 Serie A October Cup
23/10/21,DETONA (11),ex-PR Stars (16),anc  Ancient,Liga Gamers Club 2021 Serie A October Cup
23/10/21,ex-PR Stars (10),DETONA (16),ovp  Overpass,Liga Gamers Club 2021 Serie A October Cup
22/10/21,PAMPAS (12),9z Academy (16),ovp  Overpass,La Liga Pro 2021 Clausura South
22/10/21,9z Academy (9),PAMPAS (16),nuke  Nuke,La Liga Pro 2021 Clausura South
22/10/21,PAMPAS (5),9z Academy (16),vtg  Vertigo,La Liga Pro 2021 Clausura South
22/10/21,SWS (16),INTZ (6),mrg  Mirage,Liga Gamers Club 2021 Serie A October Cup
22/10/21,INTZ (12),SWS (16),d2  Dust2,Liga Gamers Club 2021 Serie A October Cup
22/10/21,sftsaftm (16),Kappa Bar (4),ovp  Overpass,Esportal Truecaller Tournament 2021
22/10/21,Kappa Bar (16),sftsaftm (14),vtg  Vertigo,Esportal Truecaller Tournament 2021
22/10/21,sftsaftm (16),Kappa Bar (6),nuke  Nuke,Esportal Truecaller Tournament 2021
