Date,Team1,Team2,Map,Event
11/2/23,Detonate (16),Strife (11),vtg  Vertigo,CCT North America Series 3
11/2/23,Nouns (16),Vendetta (6),mrg  Mirage,CCT North America Series 3
11/2/23,Vendetta (9),Nouns (16),ovp  Overpass,CCT North America Series 3
11/2/23,EG White (1),ATK (16),inf  Inferno,CCT North America Series 3
11/2/23,ATK (6),EG White (16),vtg  Vertigo,CCT North America Series 3
11/2/23,EG White (16),ATK (19),anb  Anubis,CCT North America Series 3
11/2/23,paiN (16),Take Flyte (3),vtg  Vertigo,CCT North America Series 3
11/2/23,Take Flyte (11),paiN (16),nuke  Nuke,CCT North America Series 3
10/2/23,Boca Juniors (12),Paquetá (16),nuke  Nuke,EPL World Series Americas Season 2
10/2/23,Boca Juniors (16),Paquetá (12),ovp  Overpass,EPL World Series Americas Season 2
10/2/23,Paquetá (16),Boca Juniors (13),inf  Inferno,EPL World Series Americas Season 2
10/2/23,Ultimate Power (5),VOYVODA (16),mrg  Mirage,A1 Gaming League 2023
10/2/23,VOYVODA (16),Ultimate Power (6),inf  Inferno,A1 Gaming League 2023
10/2/23,CLG Red (10),9 Pandas Fearless (16),vtg  Vertigo,ESL Impact Katowice 2023
10/2/23,9 Pandas Fearless (10),CLG Red (16),ovp  Overpass,ESL Impact Katowice 2023
10/2/23,CLG Red (13),9 Pandas Fearless (16),mrg  Mirage,ESL Impact Katowice 2023
10/2/23,Into the Breach (14),Spirit Academy (16),nuke  Nuke,CCT West Europe Series 1
10/2/23,Spirit Academy (22),Into the Breach (20),inf  Inferno,CCT West Europe Series 1
10/2/23,FURIA Academy (16),O PLANO (7),ovp  Overpass,EPL World Series Americas Season 2
10/2/23,FURIA Academy (6),O PLANO (16),nuke  Nuke,EPL World Series Americas Season 2
10/2/23,O PLANO (8),FURIA Academy (16),mrg  Mirage,EPL World Series Americas Season 2
10/2/23,Vitality (12),Liquid (16),mrg  Mirage,IEM Katowice 2023
10/2/23,Liquid (7),Vitality (16),nuke  Nuke,IEM Katowice 2023
10/2/23,Vitality (17),Liquid (19),ovp  Overpass,IEM Katowice 2023
10/2/23,FURIA fe (6),NAVI Javelins (16),nuke  Nuke,ESL Impact Katowice 2023
10/2/23,EC Brugge (19),Rapid Ninjas (16),mrg  Mirage,A1 Gaming League 2023
10/2/23,Rapid Ninjas (16),EC Brugge (11),nuke  Nuke,A1 Gaming League 2023
10/2/23,EC Brugge (16),Rapid Ninjas (8),inf  Inferno,A1 Gaming League 2023
10/2/23,Nigma Galaxy (16),B4 fe (8),vtg  Vertigo,ESL Impact Katowice 2023
10/2/23,Mixfits (10),Nexus (16),nuke  Nuke,CCT West Europe Series 1
10/2/23,Nexus (10),Mixfits (16),anb  Anubis,CCT West Europe Series 1
10/2/23,Mixfits (10),Nexus (16),inf  Inferno,CCT West Europe Series 1
10/2/23,HONORIS (11),BIG (16),mrg  Mirage,IEM Rio 2023 Europe Closed Qualifier
10/2/23,HONORIS (15),BIG (19),inf  Inferno,IEM Rio 2023 Europe Closed Qualifier
10/2/23,BIG (14),HONORIS (16),nuke  Nuke,IEM Rio 2023 Europe Closed Qualifier
10/2/23,Natus Vincere (16),Outsiders (12),inf  Inferno,IEM Katowice 2023
10/2/23,Natus Vincere (16),Outsiders (13),ovp  Overpass,IEM Katowice 2023
10/2/23,FURIA fe (22),9 Pandas Fearless (19),mrg  Mirage,ESL Impact Katowice 2023
10/2/23,Endpoint (16),los kogutos (10),anc  Ancient,CCT West Europe Series 1
10/2/23,Endpoint (16),los kogutos (12),vtg  Vertigo,CCT West Europe Series 1
10/2/23,CLG Red (11),NAVI Javelins (16),anc  Ancient,ESL Impact Katowice 2023
10/2/23,HSG fe (20),B4 fe (22),vtg  Vertigo,ESL Impact Katowice 2023
10/2/23,FTW (19),UNGENTIUM (16),anb  Anubis,CCT West Europe Series 1
10/2/23,FTW (16),UNGENTIUM (10),anc  Ancient,CCT West Europe Series 1
10/2/23,Nigma Galaxy (16),Saints (5),inf  Inferno,ESL Impact Katowice 2023
9/2/23,Coalesce (16),BLUEJAYS (8),inf  Inferno,CCT West Europe Series 1
9/2/23,BLUEJAYS (11),Coalesce (16),vtg  Vertigo,CCT West Europe Series 1
9/2/23,BIG (16),ENCE (3),nuke  Nuke,IEM Rio 2023 Europe Closed Qualifier
9/2/23,ENCE (9),BIG (16),inf  Inferno,IEM Rio 2023 Europe Closed Qualifier
9/2/23,HONORIS (8),9INE (16),vtg  Vertigo,IEM Rio 2023 Europe Closed Qualifier
