Date,Team1,Team2,Map,Event
28/7/22,Star Games (11),TotalePro (16),inf  Inferno,KaBuM! Challenge Cup 1
28/7/22,Los Grandes (11),9z (16),d2  Dust2,KaBuM! Challenge Cup 1
28/7/22,Corinthians (16),Secret (9),inf  Inferno,KaBuM! Challenge Cup 1
28/7/22,Star Games (5),9z (16),d2  Dust2,KaBuM! Challenge Cup 1
28/7/22,ARCTIC (16),Secret (6),d2  Dust2,KaBuM! Challenge Cup 1
28/7/22,Los Grandes (16),TotalePro (7),inf  Inferno,KaBuM! Challenge Cup 1
28/7/22,Corinthians (11),The Union (16),ovp  Overpass,KaBuM! Challenge Cup 1
28/7/22,B4 (22),MEGAZORD (20),mrg  Mirage,CLUTCH Season 4 Finals
28/7/22,MEGAZORD (9),B4 (16),anc  Ancient,CLUTCH Season 4 Finals
28/7/22,B4 (15),MEGAZORD (19),vtg  Vertigo,CLUTCH Season 4 Finals
28/7/22,Spirit Academy (16),VP.Prodigy (14),vtg  Vertigo,1xBet FRAG Season 9
28/7/22,Spirit Academy (6),VP.Prodigy (16),inf  Inferno,1xBet FRAG Season 9
28/7/22,VP.Prodigy (17),Spirit Academy (19),d2  Dust2,1xBet FRAG Season 9
28/7/22,BIG Academy (16),ENCE Academy (9),mrg  Mirage,WePlay Academy League Season 5
28/7/22,Young Ninjas (10),OG Academy (16),ovp  Overpass,WePlay Academy League Season 5
28/7/22,Astralis Talent (5),NAVI Junior (16),mrg  Mirage,WePlay Academy League Season 5
28/7/22,Iron Branch (14),Monte (16),mrg  Mirage,1xBet FRAG Season 9
28/7/22,Monte (16),Iron Branch (11),d2  Dust2,1xBet FRAG Season 9
28/7/22,ENCE Academy (16),Apeks Rebels (6),ovp  Overpass,WePlay Academy League Season 5
28/7/22,Spirit Academy (16),Eternal Fire Academy (0),vtg  Vertigo,WePlay Academy League Season 5
27/7/22,Eternal Fire Academy (16),PROSPECTS (14),mrg  Mirage,WePlay Academy League Season 5
27/7/22,TAG (16),AVANGAR (9),d2  Dust2,1xBet FRAG Season 9
27/7/22,AVANGAR (16),TAG (14),mrg  Mirage,1xBet FRAG Season 9
27/7/22,TAG (16),AVANGAR (1),ovp  Overpass,1xBet FRAG Season 9
27/7/22,NAVI Junior (16),Spirit Academy (11),d2  Dust2,WePlay Academy League Season 5
27/7/22,PROSPECTS (16),MOUZ NXT (8),mrg  Mirage,WePlay Academy League Season 5
27/7/22,OG Academy (16),ENCE Academy (13),ovp  Overpass,WePlay Academy League Season 5
27/7/22,MOUZ NXT (16),Spirit Academy (2),vtg  Vertigo,WePlay Academy League Season 5
27/7/22,AVANGAR (13),Iron Branch (16),inf  Inferno,1xBet FRAG Season 9
27/7/22,Iron Branch (9),AVANGAR (16),ovp  Overpass,1xBet FRAG Season 9
27/7/22,AVANGAR (11),Iron Branch (16),d2  Dust2,1xBet FRAG Season 9
27/7/22,EC Kyiv (16),Websterz (8),inf  Inferno,1xBet FRAG Season 9
27/7/22,EC Kyiv (10),Websterz (16),mrg  Mirage,1xBet FRAG Season 9
27/7/22,Websterz (7),EC Kyiv (16),ovp  Overpass,1xBet FRAG Season 9
26/7/22,Astralis Talent (16),Eternal Fire Academy (13),mrg  Mirage,WePlay Academy League Season 5
26/7/22,PROSPECTS (13),NAVI Junior (16),mrg  Mirage,WePlay Academy League Season 5
26/7/22,Spirit Academy (16),Websterz (12),mrg  Mirage,1xBet FRAG Season 9
26/7/22,Websterz (6),Spirit Academy (16),d2  Dust2,1xBet FRAG Season 9
26/7/22,BIG Academy (16),Young Ninjas (13),ovp  Overpass,WePlay Academy League Season 5
26/7/22,MOUZ NXT (16),Astralis Talent (10),mrg  Mirage,WePlay Academy League Season 5
26/7/22,Young Ninjas (16),Apeks Rebels (9),vtg  Vertigo,WePlay Academy League Season 5
26/7/22,EC Kyiv (8),VP.Prodigy (16),vtg  Vertigo,1xBet FRAG Season 9
26/7/22,VP.Prodigy (19),EC Kyiv (15),d2  Dust2,1xBet FRAG Season 9
26/7/22,Monte (16),TAG (12),nuke  Nuke,1xBet FRAG Season 9
26/7/22,TAG (26),Monte (28),mrg  Mirage,1xBet FRAG Season 9
26/7/22,ODDIK (16),Meta (10),d2  Dust2,Liga Gamers Club 2022 Serie A July Cup
26/7/22,Meta (11),ODDIK (16),nuke  Nuke,Liga Gamers Club 2022 Serie A July Cup
25/7/22,ODDIK (25),Stars Horizon (22),d2  Dust2,Liga Gamers Club 2022 Serie A July Cup
25/7/22,Stars Horizon (13),ODDIK (16),nuke  Nuke,Liga Gamers Club 2022 Serie A July Cup
25/7/22,BIG Academy (16),Apeks Rebels (2),vtg  Vertigo,WePlay Academy League Season 5
