Date,Team1,Team2,Map,Event
16/2/23,9INE (25),Eternal Fire (23),nuke  Nuke,BLAST.tv Paris Major 2023 Europe RMR Closed Qualifier A
16/2/23,Into the Breach (16),Viperio (12),vtg  Vertigo,BLAST.tv Paris Major 2023 Europe RMR Closed Qualifier A
16/2/23,HAVU (13),Tricked (16),nuke  Nuke,BLAST.tv Paris Major 2023 Europe RMR Closed Qualifier A
16/2/23,G2 (16),LDLC (5),nuke  Nuke,BLAST.tv Paris Major 2023 Europe RMR Closed Qualifier A
16/2/23,9z (16),00NATION (12),nuke  Nuke,IEM Rio 2023 South America Closed Qualifier
16/2/23,9z (11),00NATION (16),anc  Ancient,IEM Rio 2023 South America Closed Qualifier
16/2/23,9z (16),00NATION (12),inf  Inferno,IEM Rio 2023 South America Closed Qualifier
16/2/23,iNation (13),Apeks (16),anb  Anubis,BLAST.tv Paris Major 2023 Europe RMR Closed Qualifier B
16/2/23,Monte (17),500 (19),nuke  Nuke,BLAST.tv Paris Major 2023 Europe RMR Closed Qualifier B
16/2/23,EYEBALLERS (14),Illuminar (16),ovp  Overpass,BLAST.tv Paris Major 2023 Europe RMR Closed Qualifier B
16/2/23,HONORIS (5),Falcons (16),nuke  Nuke,BLAST.tv Paris Major 2023 Europe RMR Closed Qualifier B
16/2/23,FORZE (7),HEET (16),inf  Inferno,BLAST.tv Paris Major 2023 Europe RMR Closed Qualifier B
16/2/23,Sprout (5),Spirit (16),anb  Anubis,CCT Central Europe Malta Finals 1
16/2/23,GamerLegion (16),Anonymo (14),nuke  Nuke,BLAST.tv Paris Major 2023 Europe RMR Closed Qualifier B
16/2/23,OG (19),JANO (17),mrg  Mirage,BLAST.tv Paris Major 2023 Europe RMR Closed Qualifier B
16/2/23,Aurora (16),ECSTATIC (11),nuke  Nuke,BLAST.tv Paris Major 2023 Europe RMR Closed Qualifier B
16/2/23,HAVU (22),B8 (19),anc  Ancient,BLAST.tv Paris Major 2023 Europe RMR Closed Qualifier A
16/2/23,1WIN (15),Viperio (19),vtg  Vertigo,BLAST.tv Paris Major 2023 Europe RMR Closed Qualifier A
16/2/23,IKLA (9),Into the Breach (16),inf  Inferno,BLAST.tv Paris Major 2023 Europe RMR Closed Qualifier A
16/2/23,SAW (11),Tricked (16),nuke  Nuke,BLAST.tv Paris Major 2023 Europe RMR Closed Qualifier A
16/2/23,Astralis (14),LDLC (16),inf  Inferno,BLAST.tv Paris Major 2023 Europe RMR Closed Qualifier A
