Date,Team1,Team2,Map,Event
23/1/23,Natus Vincere (18),G2 (22),inf  Inferno,BLAST Premier Spring Groups 2023
23/1/23,G2 (16),Natus Vincere (10),nuke  Nuke,BLAST Premier Spring Groups 2023
23/1/23,W7M fe (6),Paquetá (16),mrg  Mirage,CCT South America Series 4
23/1/23,Paquetá (16),W7M fe (2),inf  Inferno,CCT South America Series 4
23/1/23,777 (15),Astralis Talent (19),anc  Ancient,European Pro League Season 5
23/1/23,Astralis Talent (16),777 (11),mrg  Mirage,European Pro League Season 5
23/1/23,777 (16),Astralis Talent (7),anb  Anubis,European Pro League Season 5
23/1/23,PROSPECTS (13),GamerLegion (16),anc  Ancient,CCT South Europe Series 2
23/1/23,GamerLegion (10),PROSPECTS (16),ovp  Overpass,CCT South Europe Series 2
23/1/23,PROSPECTS (9),GamerLegion (16),inf  Inferno,CCT South Europe Series 2
23/1/23,PGE Turow (19),ENCE Academy (17),nuke  Nuke,Elisa Invitational Winter 2023 Contenders
23/1/23,PGE Turow (9),ENCE Academy (16),mrg  Mirage,Elisa Invitational Winter 2023 Contenders
23/1/23,ENCE Academy (8),PGE Turow (16),vtg  Vertigo,Elisa Invitational Winter 2023 Contenders
23/1/23,UNGENTIUM (9),MOUZ NXT (16),vtg  Vertigo,CCT North Europe Series 3 Closed Qualifier
23/1/23,MOUZ NXT (16),UNGENTIUM (8),anc  Ancient,CCT North Europe Series 3 Closed Qualifier
23/1/23,500 (16),Spirit Academy (8),inf  Inferno,Thunderpick Bitcoin Series 2
23/1/23,Spirit Academy (8),500 (16),ovp  Overpass,Thunderpick Bitcoin Series 2
23/1/23,500 (9),Spirit Academy (16),nuke  Nuke,Thunderpick Bitcoin Series 2
23/1/23,Aurora (16),Movistar Riders (8),inf  Inferno,CCT South Europe Series 2
23/1/23,Movistar Riders (11),Aurora (16),nuke  Nuke,CCT South Europe Series 2
23/1/23,Astralis Talent (16),Enhanced (5),inf  Inferno,Elisa Invitational Winter 2023 Contenders
23/1/23,Enhanced (3),Astralis Talent (16),anc  Ancient,Elisa Invitational Winter 2023 Contenders
23/1/23,EYEBALLERS (16),ALTERNATE aTTaX (10),inf  Inferno,CCT North Europe Series 3 Closed Qualifier
23/1/23,ALTERNATE aTTaX (16),EYEBALLERS (6),anb  Anubis,CCT North Europe Series 3 Closed Qualifier
23/1/23,EYEBALLERS (16),ALTERNATE aTTaX (14),vtg  Vertigo,CCT North Europe Series 3 Closed Qualifier
23/1/23,ECSTATIC (16),sYnck (14),vtg  Vertigo,European Pro League Season 5
23/1/23,ECSTATIC (16),sYnck (6),anb  Anubis,European Pro League Season 5
23/1/23,ECSTATIC (12),sYnck (16),mrg  Mirage,European Pro League Season 5
23/1/23,Nouns (14),EG White (16),vtg  Vertigo,ESEA Winter 2023 Cash Cup 1 North America
23/1/23,EG White (16),Nouns (14),inf  Inferno,ESEA Winter 2023 Cash Cup 1 North America
23/1/23,Nouns (16),EG White (11),ovp  Overpass,ESEA Winter 2023 Cash Cup 1 North America
23/1/23,TropiCaos (8),INTZ (16),mrg  Mirage,CCT South America Series 4
23/1/23,TropiCaos (12),INTZ (16),anb  Anubis,CCT South America Series 4
23/1/23,INTZ (5),TropiCaos (16),inf  Inferno,CCT South America Series 4
22/1/23,Nouns (16),Strife (9),ovp  Overpass,ESEA Winter 2023 Cash Cup 1 North America
22/1/23,EG White (16),ATK (12),mrg  Mirage,ESEA Winter 2023 Cash Cup 1 North America
22/1/23,ATK (15),EG White (19),vtg  Vertigo,ESEA Winter 2023 Cash Cup 1 North America
22/1/23,MIBR Academy (17),Furious (19),mrg  Mirage,CCT South America Series 4
22/1/23,Furious (16),MIBR Academy (14),nuke  Nuke,CCT South America Series 4
22/1/23,aktiebolag (28),cu fish (26),anc  Ancient,Subway Suberior League 2023
22/1/23,aktiebolag (14),cu fish (16),mrg  Mirage,Subway Suberior League 2023
22/1/23,aktiebolag (16),cu fish (10),anb  Anubis,Subway Suberior League 2023
22/1/23,ZURIA (14),ztrfanclub (16),inf  Inferno,Subway Suberior League 2023
22/1/23,ztrfanclub (16),ZURIA (7),mrg  Mirage,Subway Suberior League 2023
22/1/23,Permitta (7),Falcons (16),vtg  Vertigo,Thunderpick Bitcoin Series 2
22/1/23,Falcons (16),Permitta (9),nuke  Nuke,Thunderpick Bitcoin Series 2
22/1/23,EC Brugge (7),MOUZ NXT (16),vtg  Vertigo,CCT North Europe Series 3 Closed Qualifier
22/1/23,MOUZ NXT (16),EC Brugge (14),mrg  Mirage,CCT North Europe Series 3 Closed Qualifier
22/1/23,Complexity (12),Liquid (16),ovp  Overpass,BLAST Premier Spring Groups 2023
22/1/23,Liquid (16),Complexity (2),anb  Anubis,BLAST Premier Spring Groups 2023
