Date,Team1,Team2,Map,Event
17/10/21,Mythic (14),Detonate (16),inf  Inferno,ESEA Premier Season 38 North America Relegation
17/10/21,RBG (6),Party Astronauts (16),nuke  Nuke,ESEA Premier Season 38 North America
17/10/21,ATK (16),Levitate (5),inf  Inferno,ESEA Autumn 2021 Cash Cup 2 North America
17/10/21,Bad News Bears (16),95 Bulls (3),ovp  Overpass,ESEA Autumn 2021 Cash Cup 2 North America
17/10/21,PAMPAS (16),Nocturns (11),mrg  Mirage,La Liga Pro 2021 Clausura South
17/10/21,Nocturns (4),PAMPAS (16),nuke  Nuke,La Liga Pro 2021 Clausura South
16/10/21,Astralis Talent (17),struggletony (19),ovp  Overpass,NPF 2021
16/10/21,Astralis Talent (13),struggletony (16),vtg  Vertigo,NPF 2021
16/10/21,Astralis Talent (16),struggletony (6),inf  Inferno,NPF 2021
16/10/21,MASONIC (16),Tricked (14),nuke  Nuke,NPF 2021
16/10/21,Tricked (13),MASONIC (16),vtg  Vertigo,NPF 2021
16/10/21,Furious (16),9z Academy (8),ovp  Overpass,La Liga Pro 2021 Clausura South
16/10/21,Liquid (16),Virtus.pro (12),ovp  Overpass,BLAST Premier Fall Showdown 2021
16/10/21,Virtus.pro (16),Liquid (9),vtg  Vertigo,BLAST Premier Fall Showdown 2021
16/10/21,Liquid (16),Virtus.pro (14),inf  Inferno,BLAST Premier Fall Showdown 2021
16/10/21,Entropiq (14),9z (16),ovp  Overpass,IEM Winter 2021 Europe Open Qualifier 2
16/10/21,9z (8),Entropiq (16),anc  Ancient,IEM Winter 2021 Europe Open Qualifier 2
16/10/21,9z (16),Entropiq (8),mrg  Mirage,IEM Winter 2021 Europe Open Qualifier 2
16/10/21,K23 (16),BLUEJAYS (9),nuke  Nuke,IEM Winter 2021 Europe Open Qualifier 2
16/10/21,K23 (16),BLUEJAYS (14),inf  Inferno,IEM Winter 2021 Europe Open Qualifier 2
16/10/21,coluant (5),SACRAMENTO (16),mrg  Mirage,Spelet Academy 2021
16/10/21,coluant (8),SACRAMENTO (16),vtg  Vertigo,Spelet Academy 2021
16/10/21,SACRAMENTO (14),coluant (16),inf  Inferno,Spelet Academy 2021
16/10/21,Anonymo (16),BLINK (11),vtg  Vertigo,ESEA Premier Season 38 Europe
16/10/21,Anonymo (16),BLINK (12),mrg  Mirage,ESEA Premier Season 38 Europe
16/10/21,Copenhagen Flames (16),Endpoint (14),vtg  Vertigo,ESEA Premier Season 38 Europe Relegation
16/10/21,Copenhagen Flames (15),Endpoint (19),d2  Dust2,ESEA Premier Season 38 Europe Relegation
16/10/21,Endpoint (12),Copenhagen Flames (16),anc  Ancient,ESEA Premier Season 38 Europe Relegation
16/10/21,HONORIS (11),Nemiga (16),inf  Inferno,ESEA Premier Season 38 Europe Relegation
16/10/21,Nemiga (16),HONORIS (12),vtg  Vertigo,ESEA Premier Season 38 Europe Relegation
16/10/21,1WIN (16),Apeks (4),ovp  Overpass,ESEA Premier Season 38 Europe Relegation
16/10/21,Apeks (12),1WIN (16),nuke  Nuke,ESEA Premier Season 38 Europe Relegation
16/10/21,hREDS (16),BIG Academy (11),vtg  Vertigo,Malta Vibes Knockout Series 3
16/10/21,BIG Academy (11),hREDS (16),inf  Inferno,Malta Vibes Knockout Series 3
16/10/21,Movistar Riders (16),Enterprise (11),ovp  Overpass,ESEA Premier Season 38 Europe Relegation
16/10/21,Enterprise (9),Movistar Riders (16),nuke  Nuke,ESEA Premier Season 38 Europe Relegation
16/10/21,K23 (16),PACT (13),ovp  Overpass,IEM Winter 2021 Europe Open Qualifier 2
16/10/21,Wisla Krakow (14),9z (16),ovp  Overpass,IEM Winter 2021 Europe Open Qualifier 2
16/10/21,Izako Boars (16),BLUEJAYS (19),mrg  Mirage,IEM Winter 2021 Europe Open Qualifier 2
16/10/21,Entropiq (16),Exalted Industries (10),anc  Ancient,IEM Winter 2021 Europe Open Qualifier 2
16/10/21,Tranquillum (16),Daugava (11),nuke  Nuke,Spelet Academy 2021
16/10/21,Daugava (14),Tranquillum (16),vtg  Vertigo,Spelet Academy 2021
16/10/21,INDE IRAE (16),Trasko (13),nuke  Nuke,Malta Vibes Knockout Series 3
16/10/21,Trasko (13),INDE IRAE (16),mrg  Mirage,Malta Vibes Knockout Series 3
16/10/21,MAD Lions (19),G2 (17),inf  Inferno,BLAST Premier Fall Showdown 2021
16/10/21,MAD Lions (19),G2 (16),mrg  Mirage,BLAST Premier Fall Showdown 2021
16/10/21,G2 (16),MAD Lions (4),anc  Ancient,BLAST Premier Fall Showdown 2021
16/10/21,SACRAMENTO (9),Daugava (16),nuke  Nuke,Spelet Academy 2021
16/10/21,Daugava (16),SACRAMENTO (13),ovp  Overpass,Spelet Academy 2021
16/10/21,Nexus (16),HONORIS (3),anc  Ancient,Malta Vibes Knockout Series 3
