Date,Team1,Team2,Map,Event
2/4/22,Limitless (16),Unjustified (9),inf  Inferno,ESEA Advanced Season 40 North America
2/4/22,Unjustified (16),Limitless (3),anc  Ancient,ESEA Advanced Season 40 North America
2/4/22,Carpe Diem (16),Strife (11),ovp  Overpass,ESL Challenger League Season 40 North America
1/4/22,Run or Die (16),MAD Lions (10),inf  Inferno,ESEA Advanced Season 40 Europe
1/4/22,MAD Lions (16),Run or Die (19),mrg  Mirage,ESEA Advanced Season 40 Europe
1/4/22,Complexity (14),Natus Vincere (16),d2  Dust2,ESL Pro League Season 15
1/4/22,Natus Vincere (16),Complexity (13),anc  Ancient,ESL Pro League Season 15
1/4/22,HEET (19),Wisla Krakow (17),nuke  Nuke,ESL Challenger League Season 40 Europe
1/4/22,Wisla Krakow (16),HEET (12),ovp  Overpass,ESL Challenger League Season 40 Europe
1/4/22,Wisla Krakow (15),HEET (19),d2  Dust2,ESL Challenger League Season 40 Europe
1/4/22,ECLOT (13),Enterprise (16),anc  Ancient,Tipsport Bratislava Cup 2022
1/4/22,Enterprise (16),ECLOT (14),mrg  Mirage,Tipsport Bratislava Cup 2022
1/4/22,Evil Geniuses (12),Heroic (16),nuke  Nuke,ESL Pro League Season 15
1/4/22,Heroic (16),Evil Geniuses (6),inf  Inferno,ESL Pro League Season 15
1/4/22,eSuba (16),Sampi (12),anc  Ancient,Tipsport Bratislava Cup 2022
1/4/22,Sampi (19),eSuba (22),mrg  Mirage,Tipsport Bratislava Cup 2022
1/4/22,TheMongolz (11),IHC (16),nuke  Nuke,ESL Challenger League Season 40 Asia-Pacific
1/4/22,IHC (16),TheMongolz (11),d2  Dust2,ESL Challenger League Season 40 Asia-Pacific
1/4/22,AGO (9),Astralis (16),nuke  Nuke,ESL Pro League Season 15
1/4/22,Astralis (16),AGO (13),mrg  Mirage,ESL Pro League Season 15
1/4/22,Unjustified (16),Kinship (6),vtg  Vertigo,ESEA Advanced Season 40 North America
1/4/22,Kinship (12),Unjustified (16),mrg  Mirage,ESEA Advanced Season 40 North America
1/4/22,Unjustified (12),Kinship (16),d2  Dust2,ESEA Advanced Season 40 North America
1/4/22,UYU (11),Limitless (16),inf  Inferno,ESEA Advanced Season 40 North America
1/4/22,Limitless (16),UYU (10),vtg  Vertigo,ESEA Advanced Season 40 North America
1/4/22,UYU (16),Limitless (9),ovp  Overpass,ESEA Advanced Season 40 North America
1/4/22,Strife (16),Gaimin Gladiators (12),d2  Dust2,ESL Challenger League Season 40 North America
1/4/22,Gaimin Gladiators (12),Strife (16),ovp  Overpass,ESL Challenger League Season 40 North America
1/4/22,paiN (12),MIBR (16),ovp  Overpass,ESL Challenger League Season 40 North America
1/4/22,MIBR (16),paiN (2),vtg  Vertigo,ESL Challenger League Season 40 North America
1/4/22,Carpe Diem (16),ATK (9),ovp  Overpass,ESL Challenger League Season 40 North America
1/4/22,ATK (6),Carpe Diem (16),inf  Inferno,ESL Challenger League Season 40 North America
31/3/22,Sector One (8),Genk (16),inf  Inferno,betFIRST Elite Series Spring Split 2022
31/3/22,Sector One (11),Genk (16),ovp  Overpass,betFIRST Elite Series Spring Split 2022
31/3/22,Genk (12),Sector One (16),mrg  Mirage,betFIRST Elite Series Spring Split 2022
31/3/22,Evil Geniuses (10),Natus Vincere (16),d2  Dust2,ESL Pro League Season 15
31/3/22,Natus Vincere (16),Evil Geniuses (2),ovp  Overpass,ESL Pro League Season 15
31/3/22,FAMBIT (4),MAD Lions (16),inf  Inferno,ESEA Advanced Season 40 Europe
31/3/22,MAD Lions (16),FAMBIT (4),nuke  Nuke,ESEA Advanced Season 40 Europe
31/3/22,SINNERS (16),Sampi (10),anc  Ancient,Tipsport Bratislava Cup 2022
31/3/22,Sampi (6),SINNERS (16),inf  Inferno,Tipsport Bratislava Cup 2022
31/3/22,Run or Die (16),MASONIC (5),nuke  Nuke,ESEA Advanced Season 40 Europe
31/3/22,Run or Die (13),MASONIC (16),vtg  Vertigo,ESEA Advanced Season 40 Europe
31/3/22,MASONIC (12),Run or Die (16),d2  Dust2,ESEA Advanced Season 40 Europe
31/3/22,Wisla Krakow (16),Falcons (6),ovp  Overpass,ESL Challenger League Season 40 Europe
31/3/22,Falcons (7),Wisla Krakow (16),mrg  Mirage,ESL Challenger League Season 40 Europe
31/3/22,HEET (16),ECSTATIC (9),inf  Inferno,ESL Challenger League Season 40 Europe
31/3/22,1WIN (16),SAW (7),d2  Dust2,ESL Challenger League Season 40 Europe
31/3/22,SAW (14),1WIN (16),ovp  Overpass,ESL Challenger League Season 40 Europe
31/3/22,K23 (16),Sangal (6),mrg  Mirage,ESEA Advanced Season 40 Europe
