Date,Team1,Team2,Map,Event
1/9/22,BHOP (16),Infinity (7),inf  Inferno,IEM Road to Rio 2022 North America Open Qualifier 2
1/9/22,TeamOne (16),Northern Forces (3),anc  Ancient,IEM Road to Rio 2022 North America Open Qualifier 2
1/9/22,timbermen (16),Detonate (11),ovp  Overpass,IEM Road to Rio 2022 North America Open Qualifier 2
1/9/22,Daotsu (16),The Union (14),inf  Inferno,Liga Gamers Club 2022 Serie A August Cup
1/9/22,The Union (14),Daotsu (16),d2  Dust2,Liga Gamers Club 2022 Serie A August Cup
31/8/22,FTW (12),Bad News Eagles (16),anc  Ancient,Flow FiReLEAGUE 2022 Europe Closed Qualifier
31/8/22,Bad News Eagles (16),FTW (5),nuke  Nuke,Flow FiReLEAGUE 2022 Europe Closed Qualifier
31/8/22,EKO (16),1PIN (11),inf  Inferno,SteelSeries Nova Cup UK & Ireland Fall 2022
31/8/22,1PIN (9),EKO (16),ovp  Overpass,SteelSeries Nova Cup UK & Ireland Fall 2022
31/8/22,fnatic (16),Ninjas in Pyjamas (4),ovp  Overpass,ESL Pro League Season 16
31/8/22,Ninjas in Pyjamas (4),fnatic (16),anc  Ancient,ESL Pro League Season 16
31/8/22,MASONIC (16),SINNERS (8),vtg  Vertigo,Flow FiReLEAGUE 2022 Europe Closed Qualifier
31/8/22,MASONIC (16),SINNERS (2),ovp  Overpass,Flow FiReLEAGUE 2022 Europe Closed Qualifier
31/8/22,SINNERS (19),MASONIC (16),inf  Inferno,Flow FiReLEAGUE 2022 Europe Closed Qualifier
31/8/22,9INE (13),1WIN (16),ovp  Overpass,ESL Challenger League Season 42 Europe
31/8/22,9INE (13),1WIN (16),d2  Dust2,ESL Challenger League Season 42 Europe
31/8/22,1WIN (5),9INE (16),mrg  Mirage,ESL Challenger League Season 42 Europe
31/8/22,Sprout (14),Sangal (16),inf  Inferno,SteelSeries Nova Cup DACH Fall 2022
31/8/22,Sangal (16),Sprout (12),vtg  Vertigo,SteelSeries Nova Cup DACH Fall 2022
31/8/22,Sprout (16),Sangal (5),anc  Ancient,SteelSeries Nova Cup DACH Fall 2022
31/8/22,SAW (14),FORZE (16),d2  Dust2,ESL Challenger League Season 42 Europe
31/8/22,FORZE (16),SAW (13),nuke  Nuke,ESL Challenger League Season 42 Europe
31/8/22,tokyoxd (11),Into the Breach (16),ovp  Overpass,SteelSeries Nova Cup UK & Ireland Fall 2022
31/8/22,Into the Breach (16),tokyoxd (11),mrg  Mirage,SteelSeries Nova Cup UK & Ireland Fall 2022
31/8/22,Falcons (10),LDLC (16),vtg  Vertigo,SteelSeries Nova Cup France Fall 2022
31/8/22,LDLC (16),Falcons (7),d2  Dust2,SteelSeries Nova Cup France Fall 2022
31/8/22,Falcons (16),LDLC (12),inf  Inferno,SteelSeries Nova Cup France Fall 2022
31/8/22,Endpoint (5),Vitality (16),inf  Inferno,ESL Pro League Season 16
31/8/22,Vitality (16),Endpoint (12),vtg  Vertigo,ESL Pro League Season 16
31/8/22,JANO (5),SKADE X (16),anc  Ancient,Elisa Invitational Fall 2022 Contenders
31/8/22,JANO (16),SKADE X (9),ovp  Overpass,Elisa Invitational Fall 2022 Contenders
31/8/22,SKADE X (16),JANO (12),nuke  Nuke,Elisa Invitational Fall 2022 Contenders
31/8/22,Spirit (9),Natus Vincere (16),d2  Dust2,ESL Pro League Season 16
31/8/22,Natus Vincere (16),Spirit (11),nuke  Nuke,ESL Pro League Season 16
31/8/22,B8 (16),Tricked (8),mrg  Mirage,Elisa Invitational Fall 2022 Contenders
31/8/22,Tricked (11),B8 (16),inf  Inferno,Elisa Invitational Fall 2022 Contenders
31/8/22,timbermen (8),ATK (16),ovp  Overpass,ESL Challenger League Season 42 North America
31/8/22,timbermen (22),ATK (20),mrg  Mirage,ESL Challenger League Season 42 North America
31/8/22,ATK (16),timbermen (8),vtg  Vertigo,ESL Challenger League Season 42 North America
31/8/22,Vendetta (16),Victorum (3),ovp  Overpass,ESL Challenger League Season 42 North America
31/8/22,Victorum (8),Vendetta (16),nuke  Nuke,ESL Challenger League Season 42 North America
31/8/22,Vendetta (13),Victorum (16),anc  Ancient,ESL Challenger League Season 42 North America
31/8/22,Davenport University (8),Brazen (16),mrg  Mirage,ESL Challenger League Season 42 North America
31/8/22,Brazen (16),Davenport University (13),ovp  Overpass,ESL Challenger League Season 42 North America
31/8/22,Detonate (9),BHOP (16),inf  Inferno,ESL Challenger League Season 42 North America
31/8/22,BHOP (16),Detonate (9),nuke  Nuke,ESL Challenger League Season 42 North America
31/8/22,Daotsu (16),AJF (6),mrg  Mirage,Liga Gamers Club 2022 Serie A August Cup
31/8/22,AJF (4),Daotsu (16),d2  Dust2,Liga Gamers Club 2022 Serie A August Cup
30/8/22,EKO (16),tokyoxd (10),ovp  Overpass,SteelSeries Nova Cup UK & Ireland Fall 2022
30/8/22,tokyoxd (9),EKO (16),vtg  Vertigo,SteelSeries Nova Cup UK & Ireland Fall 2022
