Date,Team1,Team2,Map,Event
9/6/22,Ninjas in Pyjamas (14),NASR (16),mrg  Mirage,Global Esports Tour Dubai 2022
9/6/22,1WIN (12),K23 (16),anc  Ancient,REPUBLEAGUE Season 3
9/6/22,K23 (16),1WIN (11),d2  Dust2,REPUBLEAGUE Season 3
9/6/22,EC Kyiv (13),Tricked (16),vtg  Vertigo,Elisa Invitational Spring 2022
9/6/22,Tricked (16),EC Kyiv (19),inf  Inferno,Elisa Invitational Spring 2022
9/6/22,EC Kyiv (17),Tricked (19),ovp  Overpass,Elisa Invitational Spring 2022
9/6/22,Falcons (9),MOUZ (16),mrg  Mirage,Global Esports Tour Dubai 2022
9/6/22,MOUZ (16),Falcons (8),nuke  Nuke,Global Esports Tour Dubai 2022
9/6/22,NAVI Junior (16),Spirit Academy (11),vtg  Vertigo,WePlay Academy League Season 4
9/6/22,Spirit Academy (19),NAVI Junior (16),inf  Inferno,WePlay Academy League Season 4
9/6/22,NAVI Junior (16),Spirit Academy (6),d2  Dust2,WePlay Academy League Season 4
9/6/22,fnatic (13),Heroic (16),ovp  Overpass,Pinnacle Cup Championship 2022
9/6/22,Heroic (16),fnatic (14),mrg  Mirage,Pinnacle Cup Championship 2022
9/6/22,Sprout (12),Eternal Fire (16),nuke  Nuke,REPUBLEAGUE Season 3
9/6/22,Eternal Fire (16),Sprout (14),inf  Inferno,REPUBLEAGUE Season 3
9/6/22,ex-MAD Lions (10),ECSTATIC (16),inf  Inferno,Elisa Invitational Spring 2022
9/6/22,ECSTATIC (16),ex-MAD Lions (7),ovp  Overpass,Elisa Invitational Spring 2022
9/6/22,ex-MAD Lions (16),ECSTATIC (12),nuke  Nuke,Elisa Invitational Spring 2022
9/6/22,TYLOO (13),Movistar Riders (16),mrg  Mirage,Global Esports Tour Dubai 2022
9/6/22,Movistar Riders (16),TYLOO (13),anc  Ancient,Global Esports Tour Dubai 2022
9/6/22,TYLOO (16),Movistar Riders (13),ovp  Overpass,Global Esports Tour Dubai 2022
9/6/22,777 (16),BIG Academy (11),d2  Dust2,Elisa Invitational Spring 2022
9/6/22,BIG Academy (9),777 (16),anc  Ancient,Elisa Invitational Spring 2022
9/6/22,Astralis (16),Imperial (13),ovp  Overpass,Pinnacle Cup Championship 2022
9/6/22,Astralis (6),Imperial (16),mrg  Mirage,Pinnacle Cup Championship 2022
9/6/22,Imperial (14),Astralis (16),nuke  Nuke,Pinnacle Cup Championship 2022
9/6/22,BIG (16),fnatic (10),vtg  Vertigo,Pinnacle Cup Championship 2022
9/6/22,BIG (16),fnatic (11),ovp  Overpass,Pinnacle Cup Championship 2022
9/6/22,fnatic (16),BIG (7),nuke  Nuke,Pinnacle Cup Championship 2022
9/6/22,Complexity (11),OG (16),inf  Inferno,Global Esports Tour Dubai 2022
9/6/22,OG (16),Complexity (8),vtg  Vertigo,Global Esports Tour Dubai 2022
9/6/22,Complexity (16),OG (11),ovp  Overpass,Global Esports Tour Dubai 2022
9/6/22,Axolotls (10),EG Black (16),ovp  Overpass,ESL Challenger League Season 41 North America
9/6/22,EG Black (16),Axolotls (9),mrg  Mirage,ESL Challenger League Season 41 North America
9/6/22,BHOP (16),Bad News Bears (7),d2  Dust2,ESL Challenger League Season 41 North America
9/6/22,BHOP (5),Bad News Bears (16),ovp  Overpass,ESL Challenger League Season 41 North America
9/6/22,Bad News Bears (12),BHOP (16),inf  Inferno,ESL Challenger League Season 41 North America
9/6/22,Gaimin Gladiators (16),TeamOne (1),ovp  Overpass,ESL Challenger League Season 41 North America
9/6/22,TeamOne (10),Gaimin Gladiators (16),inf  Inferno,ESL Challenger League Season 41 North America
9/6/22,Gaimin Gladiators (13),TeamOne (16),nuke  Nuke,ESL Challenger League Season 41 North America
9/6/22,Brazen (8),GODSENT (16),anc  Ancient,ESL Challenger League Season 41 North America
9/6/22,GODSENT (16),Brazen (1),nuke  Nuke,ESL Challenger League Season 41 North America
8/6/22,River Plate (12),UNO MILLE (16),nuke  Nuke,Aorus League 2022 Season 2
8/6/22,UNO MILLE (16),River Plate (14),mrg  Mirage,Aorus League 2022 Season 2
8/6/22,Sharks (16),WINDINGO (1),nuke  Nuke,Aorus League 2022 Season 2
8/6/22,WINDINGO (8),Sharks (16),mrg  Mirage,Aorus League 2022 Season 2
8/6/22,Davenport University (5),ONET4P (16),vtg  Vertigo,SiGMA Esports Cup Toronto 2022
8/6/22,ONET4P (16),Davenport University (10),inf  Inferno,SiGMA Esports Cup Toronto 2022
8/6/22,Entropiq (19),K23 (16),mrg  Mirage,REPUBLEAGUE Season 3
8/6/22,Entropiq (16),K23 (14),nuke  Nuke,REPUBLEAGUE Season 3
