Date,Team1,Team2,Map,Event
25/8/21,Apeks (16),777 (14),vtg  Vertigo,Pinnacle Fall Series 1 Regionals
25/8/21,Galaxy Racer (14),Lilmix (16),mrg  Mirage,Pinnacle Fall Series 1 Regionals
25/8/21,K23 (16),allStars (9),inf  Inferno,European Development Championship 5
25/8/21,Invictus (14),NKT (16),nuke  Nuke,Funspark ULTI 2021 Asia Playoffs 1
25/8/21,Invictus (19),NKT (17),d2  Dust2,Funspark ULTI 2021 Asia Playoffs 1
25/8/21,NKT (16),Invictus (7),inf  Inferno,Funspark ULTI 2021 Asia Playoffs 1
25/8/21,CatEvil (16),Newhappy (5),inf  Inferno,Douyu Fall Cup 2021 Closed Qualifier
25/8/21,CatEvil (16),Newhappy (14),nuke  Nuke,Douyu Fall Cup 2021 Closed Qualifier
25/8/21,Newhappy (16),CatEvil (11),anc  Ancient,Douyu Fall Cup 2021 Closed Qualifier
25/8/21,Spirit Academy (16),OFFSET (11),nuke  Nuke,Pinnacle Fall Series 1 Regionals
25/8/21,OFFSET (16),Spirit Academy (8),vtg  Vertigo,Pinnacle Fall Series 1 Regionals
25/8/21,OFFSET (5),Spirit Academy (16),d2  Dust2,Pinnacle Fall Series 1 Regionals
25/8/21,VP.Prodigy (14),KOVA (16),nuke  Nuke,Pinnacle Fall Series 1 Regionals
25/8/21,KOVA (16),VP.Prodigy (13),mrg  Mirage,Pinnacle Fall Series 1 Regionals
25/8/21,Wings Up (11),Invictus (16),anc  Ancient,Funspark ULTI 2021 Asia Playoffs 1
25/8/21,Invictus (16),Wings Up (14),inf  Inferno,Funspark ULTI 2021 Asia Playoffs 1
25/8/21,Invictus (3),Wings Up (16),mrg  Mirage,Funspark ULTI 2021 Asia Playoffs 1
25/8/21,After (16),SHPL (10),anc  Ancient,Douyu Fall Cup 2021 Closed Qualifier
25/8/21,After (16),SHPL (6),nuke  Nuke,Douyu Fall Cup 2021 Closed Qualifier
25/8/21,Third Impact (12),Eros (16),nuke  Nuke,ESEA Premier Season 38 North America
25/8/21,Eros (14),Third Impact (16),ovp  Overpass,ESEA Premier Season 38 North America
25/8/21,Third Impact (8),Eros (16),anc  Ancient,ESEA Premier Season 38 North America
25/8/21,ONET4P (16),Big Chillin (10),inf  Inferno,ESEA Premier Season 38 North America
25/8/21,Big Chillin (14),ONET4P (16),d2  Dust2,ESEA Premier Season 38 North America
25/8/21,9z (16),Coscu Army (4),mrg  Mirage,Alpha Pro League 2021
25/8/21,Coscu Army (10),9z (16),nuke  Nuke,Alpha Pro League 2021
24/8/21,Karabakh Horses (1),Montenegro (16),mrg  Mirage,European Nations Cup 2021
24/8/21,Stone (14),Boca Juniors (16),mrg  Mirage,Alpha Pro League 2021
24/8/21,Stone (14),Boca Juniors (16),nuke  Nuke,Alpha Pro League 2021
24/8/21,Stone (16),Boca Juniors (13),d2  Dust2,Alpha Pro League 2021
24/8/21,Complexity (16),G2 (13),d2  Dust2,ESL Pro League Season 14
24/8/21,Complexity (16),G2 (12),mrg  Mirage,ESL Pro League Season 14
24/8/21,G2 (16),Complexity (13),vtg  Vertigo,ESL Pro League Season 14
24/8/21,Portugal (16),Karabakh Horses (9),d2  Dust2,European Nations Cup 2021
24/8/21,KOVA (8),Lyngby Vikings (16),vtg  Vertigo,Elisa Invitational Fall 2021 Regionals
24/8/21,Lyngby Vikings (22),KOVA (19),inf  Inferno,Elisa Invitational Fall 2021 Regionals
24/8/21,Sprout (16),BLINK (4),anc  Ancient,ESEA Premier Season 38 Europe
24/8/21,Sprout (8),BLINK (16),vtg  Vertigo,ESEA Premier Season 38 Europe
24/8/21,Sprout (16),BLINK (11),mrg  Mirage,ESEA Premier Season 38 Europe
24/8/21,Endpoint (11),AGO (16),anc  Ancient,ESEA Premier Season 38 Europe
24/8/21,Endpoint (12),AGO (16),vtg  Vertigo,ESEA Premier Season 38 Europe
24/8/21,Izako Boars (16),Wisla Krakow (13),ovp  Overpass,Malta Vibes Knockout Series 1
24/8/21,Wisla Krakow (12),Izako Boars (16),nuke  Nuke,Malta Vibes Knockout Series 1
24/8/21,Portugal (16),Montenegro (10),inf  Inferno,European Nations Cup 2021
24/8/21,Nemiga (11),BEZ ZP (16),inf  Inferno,IronWar Grand Prix 2021
24/8/21,BEZ ZP (16),Nemiga (12),ovp  Overpass,IronWar Grand Prix 2021
24/8/21,777 (16),1WIN (19),d2  Dust2,Pinnacle Fall Series 1 Regionals
24/8/21,1WIN (16),777 (8),mrg  Mirage,Pinnacle Fall Series 1 Regionals
24/8/21,GamerLegion (9),K23 (16),mrg  Mirage,Pinnacle Fall Series 1 Regionals
24/8/21,K23 (10),GamerLegion (16),inf  Inferno,Pinnacle Fall Series 1 Regionals
