Date,Team1,Team2,Map,Event
31/7/21,NewBelarus (11),Spirit Academy (16),vtg  Vertigo,IronWar 2021
31/7/21,Spirit Academy (8),NewBelarus (16),nuke  Nuke,IronWar 2021
31/7/21,NewBelarus (12),Spirit Academy (16),inf  Inferno,IronWar 2021
31/7/21,Checkmate (3),Renewal (16),nuke  Nuke,MESA Pro Series 2021
31/7/21,Renewal (16),Checkmate (10),inf  Inferno,MESA Pro Series 2021
31/7/21,Renewal (16),Checkmate (13),d2  Dust2,MESA Pro Series 2021
31/7/21,STMN (8),Infinity (16),anc  Ancient,Flow FiReLEAGUE 2021 Andean
31/7/21,Infinity (16),STMN (3),nuke  Nuke,Flow FiReLEAGUE 2021 Andean
31/7/21,Boca Juniors (14),Coscu Army (16),mrg  Mirage,La Liga Pro DIRECTV 2021 Apertura South
31/7/21,Coscu Army (16),Boca Juniors (13),inf  Inferno,La Liga Pro DIRECTV 2021 Apertura South
31/7/21,Stone (17),Furious (19),vtg  Vertigo,Redragon Latam Series 2021 Season 1 Southern Cone
31/7/21,Stone (14),Furious (16),nuke  Nuke,Redragon Latam Series 2021 Season 1 Southern Cone
31/7/21,Mad Kings (16),Supremacy (6),vtg  Vertigo,Flow FiReLEAGUE 2021 Andean
31/7/21,Mad Kings (16),Supremacy (12),inf  Inferno,Flow FiReLEAGUE 2021 Andean
31/7/21,Supremacy (16),Mad Kings (11),mrg  Mirage,Flow FiReLEAGUE 2021 Andean
31/7/21,Isurus (19),New Pampas (15),mrg  Mirage,La Liga Pro DIRECTV 2021 Apertura South
31/7/21,New Pampas (6),Isurus (16),nuke  Nuke,La Liga Pro DIRECTV 2021 Apertura South
31/7/21,Isurus (6),New Pampas (16),anc  Ancient,La Liga Pro DIRECTV 2021 Apertura South
31/7/21,Coscu Army (16),Meta Academy (11),d2  Dust2,Redragon Latam Series 2021 Season 1 Southern Cone
31/7/21,Coscu Army (16),Meta Academy (5),nuke  Nuke,Redragon Latam Series 2021 Season 1 Southern Cone
30/7/21,VP.Prodigy (16),Astralis Talent (13),ovp  Overpass,WePlay Academy League Season 1
30/7/21,AVE (8),100PG (16),ovp  Overpass,IronWar 2021
30/7/21,AVE (16),100PG (9),anc  Ancient,IronWar 2021
30/7/21,100PG (16),AVE (13),inf  Inferno,IronWar 2021
30/7/21,Young Ninjas (19),fnatic Rising (15),inf  Inferno,WePlay Academy League Season 1
30/7/21,MOUZ NXT (16),NAVI Junior (14),d2  Dust2,WePlay Academy League Season 1
30/7/21,Tranquillum (12),Project Eversio (16),mrg  Mirage,DreamHack Beyond Community Clash 2021
30/7/21,Project Eversio (13),Tranquillum (16),vtg  Vertigo,DreamHack Beyond Community Clash 2021
30/7/21,Tranquillum (20),Project Eversio (22),ovp  Overpass,DreamHack Beyond Community Clash 2021
30/7/21,Believeee (12),AURA (16),ovp  Overpass,DreamHack Beyond Community Clash 2021
30/7/21,AURA (16),Believeee (12),inf  Inferno,DreamHack Beyond Community Clash 2021
30/7/21,FURIA Academy (6),BIG Academy (16),ovp  Overpass,WePlay Academy League Season 1
30/7/21,ex-Marlian (14),AVE (16),d2  Dust2,IronWar 2021
30/7/21,ex-Marlian (19),AVE (17),anc  Ancient,IronWar 2021
30/7/21,AVE (16),ex-Marlian (7),nuke  Nuke,IronWar 2021
30/7/21,Jaegers (5),AURA (16),d2  Dust2,DreamHack Beyond Community Clash 2021
30/7/21,Brandbergen Shooters (7),Believeee (16),inf  Inferno,DreamHack Beyond Community Clash 2021
30/7/21,Influncr (13),Project Eversio (16),nuke  Nuke,DreamHack Beyond Community Clash 2021
30/7/21,100PG (11),NewBelarus (16),inf  Inferno,IronWar 2021
30/7/21,ex-Marlian (10),NewBelarus (16),vtg  Vertigo,IronWar 2021
30/7/21,100PG (16),AVE (8),inf  Inferno,IronWar 2021
30/7/21,Loto (5),Mad Kings (16),mrg  Mirage,Flow FiReLEAGUE 2021 Andean
30/7/21,Mad Kings (16),Loto (7),ovp  Overpass,Flow FiReLEAGUE 2021 Andean
30/7/21,Loto (19),Mad Kings (16),inf  Inferno,Flow FiReLEAGUE 2021 Andean
30/7/21,9z (10),Bravos (16),inf  Inferno,INVie 2021
30/7/21,9z (8),Bravos (16),d2  Dust2,INVie 2021
30/7/21,STMN (16),ADAGIO (6),ovp  Overpass,Flow FiReLEAGUE 2021 Andean
30/7/21,ADAGIO (4),STMN (16),inf  Inferno,Flow FiReLEAGUE 2021 Andean
29/7/21,9z (16),Liberty (14),nuke  Nuke,INVie 2021
29/7/21,Liberty (16),9z (8),anc  Ancient,INVie 2021
