Date,Team1,Team2,Map,Event
2/3/22,Bad News Eagles (14),4glory (16),vtg  Vertigo,PGL Major Antwerp 2022 Europe RMR Open Qualifier 2
2/3/22,4glory (9),Bad News Eagles (16),mrg  Mirage,PGL Major Antwerp 2022 Europe RMR Open Qualifier 2
2/3/22,Movistar Riders (20),Endpoint (22),vtg  Vertigo,PGL Major Antwerp 2022 Europe RMR Open Qualifier 2
2/3/22,Tokyo Revengers (12),Strive in chaos (16),mrg  Mirage,PGL Major Antwerp 2022 Europe RMR Open Qualifier 2
2/3/22,SKADE (13),Spirit (16),mrg  Mirage,PGL Major Antwerp 2022 Europe RMR Open Qualifier 2
2/3/22,K23 (16),iNation (10),anc  Ancient,PGL Major Antwerp 2022 Europe RMR Open Qualifier 2
2/3/22,SINNERS (16),NLG (12),mrg  Mirage,PGL Major Antwerp 2022 Europe RMR Open Qualifier 2
2/3/22,FTW (16),Eternal Fire (11),nuke  Nuke,PGL Major Antwerp 2022 Europe RMR Open Qualifier 2
2/3/22,SAW (6),4glory (16),d2  Dust2,PGL Major Antwerp 2022 Europe RMR Open Qualifier 2
2/3/22,Bad News Eagles (16),VOID (4),anc  Ancient,PGL Major Antwerp 2022 Europe RMR Open Qualifier 2
2/3/22,EC Brugge (16),Sampi (14),vtg  Vertigo,Pinnacle Winter Series 3 Regionals
2/3/22,Sampi (11),EC Brugge (16),mrg  Mirage,Pinnacle Winter Series 3 Regionals
2/3/22,EC Brugge (9),Sampi (16),anc  Ancient,Pinnacle Winter Series 3 Regionals
2/3/22,ECLOT (16),Ambush (12),d2  Dust2,Pinnacle Winter Series 3 Regionals
2/3/22,Ambush (5),ECLOT (16),mrg  Mirage,Pinnacle Winter Series 3 Regionals
2/3/22,ECLOT (13),Ambush (16),inf  Inferno,Pinnacle Winter Series 3 Regionals
2/3/22,Enterprise (13),1shot (16),mrg  Mirage,Pinnacle Winter Series 3 Regionals
2/3/22,1shot (16),Enterprise (14),inf  Inferno,Pinnacle Winter Series 3 Regionals
2/3/22,HONORIS (10),Into the Breach (16),nuke  Nuke,Pinnacle Winter Series 3 Regionals
2/3/22,HONORIS (16),Into the Breach (19),mrg  Mirage,Pinnacle Winter Series 3 Regionals
2/3/22,Into the Breach (13),HONORIS (16),inf  Inferno,Pinnacle Winter Series 3 Regionals
2/3/22,1620 Kings (16),Dynasty (10),inf  Inferno,LPL Pro League Season 10
2/3/22,Dynasty (10),1620 Kings (16),d2  Dust2,LPL Pro League Season 10
2/3/22,Entropiq Prague (10),UNGENTIUM (16),inf  Inferno,Pinnacle Winter Series 3 Regionals
2/3/22,Entropiq Prague (19),UNGENTIUM (22),d2  Dust2,Pinnacle Winter Series 3 Regionals
2/3/22,UNGENTIUM (5),Entropiq Prague (16),vtg  Vertigo,Pinnacle Winter Series 3 Regionals
2/3/22,Nexus (13),KOVA (16),nuke  Nuke,Pinnacle Winter Series 3 Regionals
2/3/22,KOVA (16),Nexus (11),mrg  Mirage,Pinnacle Winter Series 3 Regionals
2/3/22,DeadWeight (11),Bandits (16),inf  Inferno,LPL Pro League Season 10
2/3/22,Bandits (16),DeadWeight (13),mrg  Mirage,LPL Pro League Season 10
2/3/22,DeadWeight (16),Bandits (3),d2  Dust2,LPL Pro League Season 10
2/3/22,Los Grandes (16),Stars Horizon (8),d2  Dust2,FiReLEAGUE Latin Power Spring 2022 Open Qualifier 1
2/3/22,Stars Horizon (16),Case (11),anc  Ancient,FiReLEAGUE Latin Power Spring 2022 Open Qualifier 1
2/3/22,Carpe Diem (16),paiN (14),nuke  Nuke,ESL Challenger League Season 40 North America
2/3/22,paiN (9),Carpe Diem (16),ovp  Overpass,ESL Challenger League Season 40 North America
2/3/22,ONET4P (4),Bad News Bears (16),nuke  Nuke,ESL Challenger League Season 40 North America
2/3/22,Bad News Bears (16),ONET4P (12),anc  Ancient,ESL Challenger League Season 40 North America
2/3/22,ex-Imperial (10),Los Grandes (16),nuke  Nuke,FiReLEAGUE Latin Power Spring 2022 Open Qualifier 1
1/3/22,eSuba (16),Sampi (12),vtg  Vertigo,Pinnacle Winter Series 3 Regionals
1/3/22,eSuba (8),Sampi (16),anc  Ancient,Pinnacle Winter Series 3 Regionals
1/3/22,Sampi (7),eSuba (16),nuke  Nuke,Pinnacle Winter Series 3 Regionals
1/3/22,Young Ninjas (16),EC Brugge (7),mrg  Mirage,Pinnacle Winter Series 3 Regionals
1/3/22,EC Brugge (7),Young Ninjas (16),inf  Inferno,Pinnacle Winter Series 3 Regionals
1/3/22,Young Ninjas (14),EC Brugge (16),nuke  Nuke,Pinnacle Winter Series 3 Regionals
1/3/22,ALTERNATE aTTaX (16),Ambush (12),vtg  Vertigo,Pinnacle Winter Series 3 Regionals
1/3/22,Ambush (13),ALTERNATE aTTaX (16),anc  Ancient,Pinnacle Winter Series 3 Regionals
1/3/22,ECLOT (9),Astralis Talent (16),ovp  Overpass,Pinnacle Winter Series 3 Regionals
1/3/22,ECLOT (5),Astralis Talent (16),vtg  Vertigo,Pinnacle Winter Series 3 Regionals
1/3/22,Astralis Talent (11),ECLOT (16),mrg  Mirage,Pinnacle Winter Series 3 Regionals
1/3/22,Nexus (8),HONORIS (16),inf  Inferno,Pinnacle Winter Series 3 Regionals
