Date,Team1,Team2,Map,Event
16/3/22,Copenhagen Flames (9),Heroic (16),nuke  Nuke,Pinnacle Winter Series 3
16/3/22,Heroic (16),Copenhagen Flames (7),vtg  Vertigo,Pinnacle Winter Series 3
16/3/22,AGF (7),DREAM (16),nuke  Nuke,Elisa Invitational Spring 2022 Denmark Closed Qualifier
16/3/22,DREAM (16),AGF (8),inf  Inferno,Elisa Invitational Spring 2022 Denmark Closed Qualifier
16/3/22,Gravity 0 (16),00NATION (11),nuke  Nuke,RTP Arena Spring Cup 2022 Closed Qualifier
16/3/22,FaZe (13),ENCE (16),ovp  Overpass,ESL Pro League Season 15
16/3/22,ENCE (16),FaZe (7),d2  Dust2,ESL Pro League Season 15
16/3/22,FaZe (16),ENCE (13),nuke  Nuke,ESL Pro League Season 15
16/3/22,Copenhagen Flames (16),SKADE (10),inf  Inferno,Pinnacle Winter Series 3
16/3/22,SKADE (10),Copenhagen Flames (16),nuke  Nuke,Pinnacle Winter Series 3
16/3/22,Sprout (20),Vitality (22),inf  Inferno,ESL Pro League Season 15
16/3/22,Vitality (16),Sprout (7),d2  Dust2,ESL Pro League Season 15
16/3/22,Heroic (22),ECSTATIC (18),vtg  Vertigo,Pinnacle Winter Series 3
16/3/22,ECSTATIC (5),Heroic (16),ovp  Overpass,Pinnacle Winter Series 3
16/3/22,Kanga (6),CAMO (16),ovp  Overpass,ESL Australia & NZ Championship Season 14
16/3/22,Kanga (16),CAMO (13),inf  Inferno,ESL Australia & NZ Championship Season 14
16/3/22,CAMO (16),Kanga (3),nuke  Nuke,ESL Australia & NZ Championship Season 14
16/3/22,Meta (16),Black Dragons (13),inf  Inferno,Aorus League 2022 Season 1 Brazil
16/3/22,Isurus (10),Case (16),mrg  Mirage,Aorus League 2022 Season 1 Brazil
16/3/22,Strife (17),Eros (19),vtg  Vertigo,ESL Challenger League Season 40 North America
16/3/22,Eros (16),Strife (8),inf  Inferno,ESL Challenger League Season 40 North America
16/3/22,Strife (16),Eros (6),mrg  Mirage,ESL Challenger League Season 40 North America
16/3/22,MIBR (16),Gaimin Gladiators (13),anc  Ancient,ESL Challenger League Season 40 North America
16/3/22,Gaimin Gladiators (13),MIBR (16),d2  Dust2,ESL Challenger League Season 40 North America
16/3/22,ONET4P (4),Orgless (16),mrg  Mirage,ESL Challenger League Season 40 North America
16/3/22,ONET4P (6),Orgless (16),d2  Dust2,ESL Challenger League Season 40 North America
16/3/22,Orgless (10),ONET4P (16),vtg  Vertigo,ESL Challenger League Season 40 North America
16/3/22,Third Impact (8),paiN (16),nuke  Nuke,ESL Challenger League Season 40 North America
16/3/22,paiN (16),Third Impact (7),anc  Ancient,ESL Challenger League Season 40 North America
16/3/22,São Caetano (10),Sharks (16),mrg  Mirage,Aorus League 2022 Season 1 Brazil
15/3/22,FURIA Academy (16),UNO MILLE (13),nuke  Nuke,Aorus League 2022 Season 1 Brazil
15/3/22,Fourteen (6),Rhyno (16),d2  Dust2,RTP Arena Spring Cup 2022 Closed Qualifier
15/3/22,Fourteen (13),Rhyno (16),anc  Ancient,RTP Arena Spring Cup 2022 Closed Qualifier
15/3/22,Rhyno (11),Fourteen (16),nuke  Nuke,RTP Arena Spring Cup 2022 Closed Qualifier
15/3/22,DREAM (17),MASONIC (19),ovp  Overpass,Elisa Invitational Spring 2022 Denmark Closed Qualifier
15/3/22,DREAM (14),MASONIC (16),vtg  Vertigo,Elisa Invitational Spring 2022 Denmark Closed Qualifier
15/3/22,MASONIC (11),DREAM (16),nuke  Nuke,Elisa Invitational Spring 2022 Denmark Closed Qualifier
15/3/22,Bad News Eagles (16),FATE (6),inf  Inferno,TWR Eastern European Masters Spring 2022 Last Chance Qualifier
15/3/22,FATE (11),Bad News Eagles (16),anc  Ancient,TWR Eastern European Masters Spring 2022 Last Chance Qualifier
15/3/22,Bad News Eagles (12),FATE (16),nuke  Nuke,TWR Eastern European Masters Spring 2022 Last Chance Qualifier
15/3/22,Young Ninjas (19),UNGENTIUM (16),anc  Ancient,Pinnacle Cup III
15/3/22,UNGENTIUM (11),Young Ninjas (16),inf  Inferno,Pinnacle Cup III
15/3/22,HEET (19),Falcons (16),nuke  Nuke,FantasyExpo EU Champions Spring 2022 France Closed Qualifier
15/3/22,Falcons (12),HEET (16),inf  Inferno,FantasyExpo EU Champions Spring 2022 France Closed Qualifier
15/3/22,HEET (14),Falcons (16),d2  Dust2,FantasyExpo EU Champions Spring 2022 France Closed Qualifier
15/3/22,AGF (16),Fjerritslev Gymnasium (9),mrg  Mirage,Elisa Invitational Spring 2022 Denmark Closed Qualifier
15/3/22,Fjerritslev Gymnasium (14),AGF (16),nuke  Nuke,Elisa Invitational Spring 2022 Denmark Closed Qualifier
15/3/22,SKADE (16),Dignitas (9),inf  Inferno,Pinnacle Winter Series 3
15/3/22,Dignitas (7),SKADE (16),ovp  Overpass,Pinnacle Winter Series 3
15/3/22,ORO (16),GTZ (19),inf  Inferno,RTP Arena Spring Cup 2022 Closed Qualifier
