Date,Team1,Team2,Map,Event
9/10/21,Finest (11),Galaxy Racer (16),mrg  Mirage,IEM Winter 2021 Europe Open Qualifier 1
9/10/21,FunPlus Phoenix (16),Lyngby Vikings (14),vtg  Vertigo,IEM Winter 2021 Europe Open Qualifier 1
9/10/21,Lynn Vision (16),AaB (13),ovp  Overpass,IEM Winter 2021 Europe Open Qualifier 1
9/10/21,Nocturns (12),9z Academy (16),ovp  Overpass,La Liga Pro 2021 Clausura South
9/10/21,fnatic (16),GamerLegion (6),mrg  Mirage,IEM Winter 2021 Europe Open Qualifier 1
9/10/21,Entropiq (19),MIBR (17),anc  Ancient,IEM Winter 2021 Europe Open Qualifier 1
9/10/21,Eternal Fire (16),PACT (7),ovp  Overpass,IEM Winter 2021 Europe Open Qualifier 1
9/10/21,K23 (16),Dignitas (7),ovp  Overpass,IEM Winter 2021 Europe Open Qualifier 1
9/10/21,eSuba (16),Sampi (13),anc  Ancient,Slovak National Championship 2021
9/10/21,eSuba (16),Sampi (11),vtg  Vertigo,Slovak National Championship 2021
9/10/21,Astralis (7),ENCE (16),anc  Ancient,IEM Fall 2021 Europe
9/10/21,ENCE (16),Astralis (4),nuke  Nuke,IEM Fall 2021 Europe
9/10/21,G2 (16),Fiend (2),mrg  Mirage,IEM Fall 2021 Europe
9/10/21,Fiend (12),G2 (16),nuke  Nuke,IEM Fall 2021 Europe
9/10/21,AVE (14),BLINK (16),ovp  Overpass,Gjirafa50 Masters League Season 2 Finals
9/10/21,BLINK (16),AVE (11),mrg  Mirage,Gjirafa50 Masters League Season 2 Finals
9/10/21,BLINK (5),AVE (16),inf  Inferno,Gjirafa50 Masters League Season 2 Finals
9/10/21,OPAA (16),EXEN (4),anc  Ancient,William Hill Cup 2021 Closed Qualifier
9/10/21,EXEN (8),OPAA (16),ovp  Overpass,William Hill Cup 2021 Closed Qualifier
9/10/21,OPAA (11),EXEN (16),inf  Inferno,William Hill Cup 2021 Closed Qualifier
9/10/21,fnatic Rising (14),BIG Academy (16),ovp  Overpass,WePlay Academy League Season 2
9/10/21,fnatic Rising (20),BIG Academy (22),vtg  Vertigo,WePlay Academy League Season 2
9/10/21,BIG Academy (11),fnatic Rising (16),anc  Ancient,WePlay Academy League Season 2
9/10/21,Coalesce (10),Endpoint (16),anc  Ancient,ESL Premiership Autumn 2021
9/10/21,Endpoint (16),Coalesce (11),vtg  Vertigo,ESL Premiership Autumn 2021
9/10/21,EC Brugge (6),NASR (16),anc  Ancient,William Hill Cup 2021 Closed Qualifier
9/10/21,EC Brugge (16),NASR (13),nuke  Nuke,William Hill Cup 2021 Closed Qualifier
9/10/21,EC Brugge (11),NASR (16),mrg  Mirage,William Hill Cup 2021 Closed Qualifier
9/10/21,Enterprise (16),ECLOT (14),mrg  Mirage,Slovak National Championship 2021
9/10/21,ECLOT (14),Enterprise (16),ovp  Overpass,Slovak National Championship 2021
9/10/21,Trasko (14),FORZE (16),ovp  Overpass,Gjirafa50 Masters League Season 2 Finals
9/10/21,FORZE (16),Trasko (6),mrg  Mirage,Gjirafa50 Masters League Season 2 Finals
9/10/21,NYYRIKKI (10),Singularity (16),anc  Ancient,William Hill Cup 2021 Closed Qualifier
9/10/21,NYYRIKKI (4),Singularity (16),nuke  Nuke,William Hill Cup 2021 Closed Qualifier
9/10/21,Ninjas in Pyjamas (16),Vitality (2),inf  Inferno,IEM Fall 2021 Europe
9/10/21,Ninjas in Pyjamas (16),Vitality (9),ovp  Overpass,IEM Fall 2021 Europe
9/10/21,Vitality (16),Ninjas in Pyjamas (5),nuke  Nuke,IEM Fall 2021 Europe
9/10/21,Movistar Riders (16),Copenhagen Flames (8),anc  Ancient,IEM Fall 2021 Europe
9/10/21,Copenhagen Flames (17),Movistar Riders (19),vtg  Vertigo,IEM Fall 2021 Europe
9/10/21,OFFSET (5),D13 (16),inf  Inferno,William Hill Cup 2021 Closed Qualifier
9/10/21,D13 (16),OFFSET (10),anc  Ancient,William Hill Cup 2021 Closed Qualifier
9/10/21,OFFSET (16),D13 (8),vtg  Vertigo,William Hill Cup 2021 Closed Qualifier
9/10/21,Trasko (10),BLINK (16),ovp  Overpass,Gjirafa50 Masters League Season 2 Finals
9/10/21,Trasko (10),BLINK (16),inf  Inferno,Gjirafa50 Masters League Season 2 Finals
9/10/21,Feenix (13),Into the Breach (16),anc  Ancient,ESL Premiership Autumn 2021
9/10/21,Feenix (10),Into the Breach (16),inf  Inferno,ESL Premiership Autumn 2021
9/10/21,Into the Breach (2),Feenix (16),nuke  Nuke,ESL Premiership Autumn 2021
9/10/21,NKT (13),ViCi (16),nuke  Nuke,IEM Fall 2021 Asia
9/10/21,ViCi (16),NKT (14),mrg  Mirage,IEM Fall 2021 Asia
9/10/21,FORZE (13),AVE (16),inf  Inferno,Gjirafa50 Masters League Season 2 Finals
