Date,Team1,Team2,Map,Event
26/5/22,paiN (16),TeamOne (8),inf  Inferno,ESL Challenger Valencia 2022 North America Closed Qualifier
26/5/22,Apeks Rebels (10),Young Ninjas (16),ovp  Overpass,WePlay Academy League Season 4
26/5/22,Eternal Fire Academy (4),MOUZ NXT (16),nuke  Nuke,WePlay Academy League Season 4
26/5/22,Sprout (19),MOUZ (17),inf  Inferno,ESL Challenger Valencia 2022 Europe Closed Qualifier
26/5/22,MOUZ (14),Sprout (16),ovp  Overpass,ESL Challenger Valencia 2022 Europe Closed Qualifier
26/5/22,SKADE (14),FORZE (16),d2  Dust2,ESL Challenger Valencia 2022 Europe Closed Qualifier
26/5/22,FORZE (16),SKADE (4),ovp  Overpass,ESL Challenger Valencia 2022 Europe Closed Qualifier
26/5/22,fnatic Rising (19),OG Academy (15),inf  Inferno,WePlay Academy League Season 4
26/5/22,Sampi (12),SINNERS (16),inf  Inferno,REPUBLEAGUE Season 3 Closed Qualifier
26/5/22,SINNERS (16),Sampi (9),ovp  Overpass,REPUBLEAGUE Season 3 Closed Qualifier
26/5/22,SC (16),Cryptova (12),ovp  Overpass,CEE Champions 2022
26/5/22,Cryptova (9),SC (16),d2  Dust2,CEE Champions 2022
26/5/22,Movistar Riders (16),Isurus (11),nuke  Nuke,Pinnacle Cup IV
26/5/22,Isurus (9),Movistar Riders (16),mrg  Mirage,Pinnacle Cup IV
26/5/22,BIG Academy (16),NAVI Junior (10),d2  Dust2,WePlay Academy League Season 4
26/5/22,Finest (16),KOVA (2),inf  Inferno,Elisa Invitational Spring 2022
26/5/22,KOVA (9),Finest (16),ovp  Overpass,Elisa Invitational Spring 2022
26/5/22,Finest (10),KOVA (16),anc  Ancient,Elisa Invitational Spring 2022
26/5/22,B8 (16),0to100 (8),inf  Inferno,CEE Champions 2022
26/5/22,0to100 (7),B8 (16),nuke  Nuke,CEE Champions 2022
26/5/22,Spirit Academy (14),PROSPECTS (16),mrg  Mirage,WePlay Academy League Season 4
26/5/22,ECSTATIC (16),Bad News Eagles (12),anc  Ancient,Pinnacle Cup IV
26/5/22,Bad News Eagles (1),ECSTATIC (16),vtg  Vertigo,Pinnacle Cup IV
26/5/22,ECSTATIC (4),Bad News Eagles (16),d2  Dust2,Pinnacle Cup IV
26/5/22,Into the Breach (22),Case (20),anc  Ancient,REPUBLEAGUE Season 3 Closed Qualifier
26/5/22,Case (4),Into the Breach (16),inf  Inferno,REPUBLEAGUE Season 3 Closed Qualifier
26/5/22,K23 (13),FORZE (16),nuke  Nuke,ESL Challenger Valencia 2022 Europe Closed Qualifier
26/5/22,FORZE (16),K23 (14),mrg  Mirage,ESL Challenger Valencia 2022 Europe Closed Qualifier
26/5/22,SKADE (16),HEET (13),nuke  Nuke,ESL Challenger Valencia 2022 Europe Closed Qualifier
26/5/22,HEET (14),SKADE (16),ovp  Overpass,ESL Challenger Valencia 2022 Europe Closed Qualifier
26/5/22,Enterprise (22),AGO (19),mrg  Mirage,Elisa Invitational Spring 2022
26/5/22,AGO (3),Enterprise (16),inf  Inferno,Elisa Invitational Spring 2022
26/5/22,Eternal Fire (16),SKADE (14),inf  Inferno,Pinnacle Cup IV
26/5/22,SKADE (11),Eternal Fire (16),nuke  Nuke,Pinnacle Cup IV
26/5/22,TYLOO (6),Finest (16),d2  Dust2,Pinnacle Cup IV
26/5/22,Finest (16),TYLOO (4),vtg  Vertigo,Pinnacle Cup IV
26/5/22,TeamOne (8),Brazen (16),vtg  Vertigo,ESL Challenger League Season 41 North America
26/5/22,Brazen (16),TeamOne (13),mrg  Mirage,ESL Challenger League Season 41 North America
26/5/22,TeamOne (16),Brazen (6),nuke  Nuke,ESL Challenger League Season 41 North America
26/5/22,Axolotls (13),Mythic (16),inf  Inferno,ESL Challenger League Season 41 North America
26/5/22,Mythic (16),Axolotls (6),vtg  Vertigo,ESL Challenger League Season 41 North America
26/5/22,ex-UYU (2),paiN (16),nuke  Nuke,ESL Challenger League Season 41 North America
26/5/22,paiN (16),ex-UYU (10),inf  Inferno,ESL Challenger League Season 41 North America
26/5/22,BHOP (8),Strife (16),mrg  Mirage,ESL Challenger League Season 41 North America
26/5/22,Strife (16),BHOP (9),nuke  Nuke,ESL Challenger League Season 41 North America
25/5/22,PROSPECTS (5),MOUZ NXT (16),anc  Ancient,WePlay Academy League Season 4
25/5/22,eSuba (17),BLUEJAYS (19),mrg  Mirage,CEE Champions 2022
25/5/22,BLUEJAYS (16),eSuba (8),inf  Inferno,CEE Champions 2022
25/5/22,1WIN (11),SKADE (16),ovp  Overpass,ESL Challenger Valencia 2022 Europe Closed Qualifier
25/5/22,K23 (16),Entropiq (13),d2  Dust2,ESL Challenger Valencia 2022 Europe Closed Qualifier
