Date,Team1,Team2,Map,Event
29/9/21,ChocoCheck (19),Party Astronauts (17),mrg  Mirage,ESEA Premier Season 38 North America
29/9/21,ChocoCheck (11),Party Astronauts (16),ovp  Overpass,ESEA Premier Season 38 North America
29/9/21,Party Astronauts (14),ChocoCheck (16),anc  Ancient,ESEA Premier Season 38 North America
29/9/21,ONET4P (8),paiN (16),vtg  Vertigo,ESEA Premier Season 38 North America
29/9/21,paiN (14),ONET4P (16),inf  Inferno,ESEA Premier Season 38 North America
29/9/21,ONET4P (7),paiN (16),anc  Ancient,ESEA Premier Season 38 North America
29/9/21,Coldest Riders (12),RBG (16),ovp  Overpass,ESEA Premier Season 38 North America
29/9/21,RBG (22),Coldest Riders (19),mrg  Mirage,ESEA Premier Season 38 North America
29/9/21,Mythic (16),Strife (1),mrg  Mirage,ESEA Premier Season 38 North America
29/9/21,Strife (16),Mythic (11),vtg  Vertigo,ESEA Premier Season 38 North America
29/9/21,Mythic (16),Strife (10),inf  Inferno,ESEA Premier Season 38 North America
29/9/21,Brigada (12),Valors (16),mrg  Mirage,ESEA Advanced Season 38 North America
29/9/21,Valors (16),Brigada (10),ovp  Overpass,ESEA Advanced Season 38 North America
29/9/21,GGPR (12),Verum (16),nuke  Nuke,ESEA Premier Season 38 North America
29/9/21,Verum (16),GGPR (12),mrg  Mirage,ESEA Premier Season 38 North America
28/9/21,ONYX (19),eSuba (17),mrg  Mirage,V4 Future Sports Festival 2021 International Cup
28/9/21,eSuba (12),ONYX (16),inf  Inferno,V4 Future Sports Festival 2021 International Cup
28/9/21,ONYX (10),eSuba (16),vtg  Vertigo,V4 Future Sports Festival 2021 International Cup
28/9/21,AGO (10),Wisla Krakow (16),d2  Dust2,ESEA Premier Season 38 Europe
28/9/21,Wisla Krakow (10),AGO (16),mrg  Mirage,ESEA Premier Season 38 Europe
28/9/21,AGO (13),Wisla Krakow (16),nuke  Nuke,ESEA Premier Season 38 Europe
28/9/21,BIG Academy (8),NAVI Junior (16),d2  Dust2,WePlay Academy League Season 2
28/9/21,NAVI Junior (16),BIG Academy (8),mrg  Mirage,WePlay Academy League Season 2
28/9/21,Sprout (12),Enterprise (16),mrg  Mirage,ESEA Premier Season 38 Europe
28/9/21,Enterprise (16),Sprout (13),nuke  Nuke,ESEA Premier Season 38 Europe
28/9/21,Sprout (16),Enterprise (14),inf  Inferno,ESEA Premier Season 38 Europe
28/9/21,GamerLegion (19),SKADE (17),ovp  Overpass,ESEA Premier Season 38 Europe
28/9/21,GamerLegion (16),SKADE (5),vtg  Vertigo,ESEA Premier Season 38 Europe
28/9/21,SKADE (16),GamerLegion (6),anc  Ancient,ESEA Premier Season 38 Europe
28/9/21,DBL PONEY (9),SAW (16),vtg  Vertigo,ESEA Premier Season 38 Europe
28/9/21,DBL PONEY (9),SAW (16),anc  Ancient,ESEA Premier Season 38 Europe
28/9/21,SAW (9),DBL PONEY (16),ovp  Overpass,ESEA Premier Season 38 Europe
28/9/21,Apeks (16),Sangal (14),d2  Dust2,ESEA Premier Season 38 Europe
28/9/21,Sangal (6),Apeks (16),anc  Ancient,ESEA Premier Season 38 Europe
28/9/21,Movistar Riders (16),LDLC (7),inf  Inferno,ESEA Premier Season 38 Europe
28/9/21,LDLC (7),Movistar Riders (16),vtg  Vertigo,ESEA Premier Season 38 Europe
28/9/21,1WIN (13),Nemiga (16),mrg  Mirage,ESEA Advanced Season 38 Europe
28/9/21,Nemiga (16),1WIN (13),vtg  Vertigo,ESEA Advanced Season 38 Europe
28/9/21,Izako Boars (13),NLG (16),ovp  Overpass,ESEA Advanced Season 38 Europe
28/9/21,NLG (25),Izako Boars (23),mrg  Mirage,ESEA Advanced Season 38 Europe
28/9/21,Akuma (6),BLINK (16),mrg  Mirage,ESEA Premier Season 38 Europe
28/9/21,BLINK (16),Akuma (14),d2  Dust2,ESEA Premier Season 38 Europe
28/9/21,DREAM UA (20),Eternal Fire (22),vtg  Vertigo,REPUBLEAGUE TIPOS Season 2
28/9/21,Eternal Fire (16),DREAM UA (10),nuke  Nuke,REPUBLEAGUE TIPOS Season 2
28/9/21,cowana (14),AVE (16),anc  Ancient,ESEA Advanced Season 38 Europe
28/9/21,AVE (16),cowana (10),d2  Dust2,ESEA Advanced Season 38 Europe
28/9/21,Unique (9),K23 (16),ovp  Overpass,ESEA Advanced Season 38 Europe
28/9/21,K23 (16),Unique (14),mrg  Mirage,ESEA Advanced Season 38 Europe
28/9/21,Astralis Talent (14),Young Ninjas (16),inf  Inferno,WePlay Academy League Season 2
28/9/21,Young Ninjas (16),Astralis Talent (14),vtg  Vertigo,WePlay Academy League Season 2
