Date,Team1,Team2,Map,Event
3/9/21,Copenhagen Flames (16),AGO (14),mrg  Mirage,IEM Fall 2021 Europe Open Qualifier 2
2/9/21,FATE (11),Wisla Krakow (16),d2  Dust2,IEM Fall 2021 Europe Open Qualifier 2
2/9/21,LDLC (17),NASR (19),inf  Inferno,IEM Fall 2021 Europe Open Qualifier 2
2/9/21,ONYX (16),AIRLYA (9),inf  Inferno,IEM Fall 2021 Europe Open Qualifier 2
2/9/21,Copenhagen Flames (16),OPAA (11),vtg  Vertigo,IEM Fall 2021 Europe Open Qualifier 2
2/9/21,HAVU (17),Movistar Riders (19),nuke  Nuke,IEM Fall 2021 Europe Open Qualifier 2
2/9/21,Nexus (7),Wisla Krakow (16),d2  Dust2,IEM Fall 2021 Europe Open Qualifier 2
2/9/21,Galaxy Racer (20),AGO (22),d2  Dust2,IEM Fall 2021 Europe Open Qualifier 2
2/9/21,GamerLegion (14),FATE (16),ovp  Overpass,IEM Fall 2021 Europe Open Qualifier 2
2/9/21,HONORIS (13),cowana (16),inf  Inferno,IEM Fall 2021 Europe Open Qualifier 2
2/9/21,JoinTheForce (14),Genk (16),nuke  Nuke,Elite Series Summer Split 2021
2/9/21,JoinTheForce (11),Genk (16),ovp  Overpass,Elite Series Summer Split 2021
2/9/21,Genk (6),JoinTheForce (16),inf  Inferno,Elite Series Summer Split 2021
2/9/21,X Gamer (16),DUSTY (11),inf  Inferno,Elisa Invitational Fall 2021 Regionals
2/9/21,DUSTY (4),X Gamer (16),ovp  Overpass,Elisa Invitational Fall 2021 Regionals
2/9/21,Liquid (12),Gambit (16),mrg  Mirage,ESL Pro League Season 14
2/9/21,Liquid (16),Gambit (19),vtg  Vertigo,ESL Pro League Season 14
2/9/21,Gambit (12),Liquid (16),inf  Inferno,ESL Pro League Season 14
2/9/21,Sangal (14),DBL PONEY (16),nuke  Nuke,ESEA Premier Season 38 Europe
2/9/21,DBL PONEY (19),Sangal (17),inf  Inferno,ESEA Premier Season 38 Europe
2/9/21,LowLandLions (16),EC Brugge (13),mrg  Mirage,Elite Series Summer Split 2021
2/9/21,EC Brugge (11),LowLandLions (16),inf  Inferno,Elite Series Summer Split 2021
2/9/21,Finest (19),Young Ninjas (17),ovp  Overpass,Elisa Invitational Fall 2021 Regionals
2/9/21,Young Ninjas (17),Finest (19),nuke  Nuke,Elisa Invitational Fall 2021 Regionals
2/9/21,Entropiq (9),Ninjas in Pyjamas (16),anc  Ancient,ESL Pro League Season 14
2/9/21,Ninjas in Pyjamas (16),Entropiq (14),d2  Dust2,ESL Pro League Season 14
2/9/21,Dignitas (16),FunPlus Phoenix (11),d2  Dust2,Pinnacle Fall Series 1
2/9/21,FunPlus Phoenix (16),Dignitas (19),nuke  Nuke,Pinnacle Fall Series 1
2/9/21,K23 (16),Infinite (11),inf  Inferno,European Development Championship 5
2/9/21,K23 (16),Infinite (19),mrg  Mirage,European Development Championship 5
2/9/21,Infinite (19),K23 (22),anc  Ancient,European Development Championship 5
2/9/21,1WIN (16),AGO (10),vtg  Vertigo,Pinnacle Fall Series 1
2/9/21,AGO (12),1WIN (16),mrg  Mirage,Pinnacle Fall Series 1
2/9/21,8Ballers (17),CAMO (19),anc  Ancient,ESL Australia & NZ Championship Season 13
2/9/21,TeamOne (19),FURIA (22),inf  Inferno,ESL Pro League Season 14
2/9/21,FURIA (16),TeamOne (14),mrg  Mirage,ESL Pro League Season 14
2/9/21,Warriors (16),Alke (14),mrg  Mirage,ESL Australia & NZ Championship Season 13
2/9/21,Galaxy Racer (16),Fiend (14),inf  Inferno,Pinnacle Fall Series 1
2/9/21,Fiend (16),Galaxy Racer (6),d2  Dust2,Pinnacle Fall Series 1
2/9/21,Galaxy Racer (16),Fiend (6),mrg  Mirage,Pinnacle Fall Series 1
2/9/21,Copenhagen Flames (16),Sprout (12),mrg  Mirage,Pinnacle Fall Series 1
2/9/21,Sprout (13),Copenhagen Flames (16),vtg  Vertigo,Pinnacle Fall Series 1
2/9/21,1WIN (16),LDLC (14),nuke  Nuke,European Development Championship 5
2/9/21,1WIN (16),LDLC (10),d2  Dust2,European Development Championship 5
2/9/21,Kanga (16),Exsto (12),inf  Inferno,ESL Australia & NZ Championship Season 13
2/9/21,FURY (14),Caught off Guard (16),d2  Dust2,ESL Australia & NZ Championship Season 13
2/9/21,LDLC (11),Movistar Riders (16),vtg  Vertigo,Pinnacle Fall Series 1
2/9/21,Movistar Riders (16),LDLC (14),nuke  Nuke,Pinnacle Fall Series 1
2/9/21,SAW (12),GamerLegion (16),anc  Ancient,Pinnacle Fall Series 1
2/9/21,GamerLegion (16),SAW (9),nuke  Nuke,Pinnacle Fall Series 1
