Date,Team1,Team2,Map,Event
27/9/22,Bad News Eagles (16),Sprout (6),nuke  Nuke,Elisa Invitational Fall 2022
27/9/22,Bad News Eagles (9),Sprout (16),vtg  Vertigo,Elisa Invitational Fall 2022
27/9/22,Sprout (8),Bad News Eagles (16),mrg  Mirage,Elisa Invitational Fall 2022
27/9/22,CAMO (5),VERTEX (16),nuke  Nuke,LPL Pro League Season 11
27/9/22,VERTEX (16),CAMO (9),inf  Inferno,LPL Pro League Season 11
27/9/22,Villainous (16),LAG (1),vtg  Vertigo,ESEA Advanced Season 42 North America
27/9/22,LAG (16),Villainous (13),mrg  Mirage,ESEA Advanced Season 42 North America
27/9/22,Villainous (16),LAG (6),inf  Inferno,ESEA Advanced Season 42 North America
27/9/22,Earlybirds (16),REIGN (11),nuke  Nuke,ESEA Advanced Season 42 North America
27/9/22,REIGN (12),Earlybirds (16),ovp  Overpass,ESEA Advanced Season 42 North America
27/9/22,Mythic (15),EG Black (19),inf  Inferno,ESL Challenger League Season 42 North America
27/9/22,EG Black (16),Mythic (10),d2  Dust2,ESL Challenger League Season 42 North America
27/9/22,Victorum (9),BHOP (16),vtg  Vertigo,ESL Challenger League Season 42 North America
27/9/22,BHOP (16),Victorum (13),d2  Dust2,ESL Challenger League Season 42 North America
27/9/22,River Plate (12),Meta (16),nuke  Nuke,Americas Supercup 2022
27/9/22,Meta (16),River Plate (9),anc  Ancient,Americas Supercup 2022
27/9/22,Meta (10),River Plate (16),d2  Dust2,Americas Supercup 2022
26/9/22,Daotsu (16),Corinthians Academy (9),anc  Ancient,Liga Gamers Club 2022 Serie A September Cup
26/9/22,Corinthians Academy (6),Daotsu (16),d2  Dust2,Liga Gamers Club 2022 Serie A September Cup
26/9/22,Ape Gang (17),MOB (19),d2  Dust2,Americas Supercup 2022
26/9/22,Ape Gang (16),MOB (6),inf  Inferno,Americas Supercup 2022
26/9/22,MOB (16),Ape Gang (7),mrg  Mirage,Americas Supercup 2022
26/9/22,OneTap (16),B8 (6),nuke  Nuke,ESEA Advanced Season 42 Europe
26/9/22,B8 (17),OneTap (19),mrg  Mirage,ESEA Advanced Season 42 Europe
26/9/22,fnatic Rising (13),ECLOT (16),anc  Ancient,ESEA Advanced Season 42 Europe
26/9/22,ECLOT (9),fnatic Rising (16),vtg  Vertigo,ESEA Advanced Season 42 Europe
26/9/22,fnatic Rising (10),ECLOT (16),inf  Inferno,ESEA Advanced Season 42 Europe
26/9/22,HOTU (16),EC Brugge (11),mrg  Mirage,ESEA Advanced Season 42 Europe
26/9/22,EC Brugge (14),HOTU (16),anc  Ancient,ESEA Advanced Season 42 Europe
26/9/22,HOTU (9),EC Brugge (16),nuke  Nuke,ESEA Advanced Season 42 Europe
26/9/22,PACT (7),Sangal (16),d2  Dust2,ESEA Advanced Season 42 Europe
26/9/22,PACT (16),Sangal (8),inf  Inferno,ESEA Advanced Season 42 Europe
26/9/22,Sangal (16),PACT (11),anc  Ancient,ESEA Advanced Season 42 Europe
26/9/22,Finest (17),SINNERS (19),anc  Ancient,ESL Challenger League Season 42 Europe
26/9/22,SINNERS (16),Finest (12),vtg  Vertigo,ESL Challenger League Season 42 Europe
26/9/22,Finest (16),SINNERS (14),mrg  Mirage,ESL Challenger League Season 42 Europe
26/9/22,EYEBALLERS (7),Aurora (16),mrg  Mirage,ESEA Advanced Season 42 Europe
26/9/22,Aurora (19),EYEBALLERS (16),anc  Ancient,ESEA Advanced Season 42 Europe
26/9/22,BLUEJAYS (16),HEET (9),anc  Ancient,ESL Challenger League Season 42 Europe
26/9/22,HEET (10),BLUEJAYS (16),inf  Inferno,ESL Challenger League Season 42 Europe
26/9/22,Sashi (16),SKADE X (10),vtg  Vertigo,Elisa Invitational Fall 2022
26/9/22,SKADE X (10),Sashi (16),nuke  Nuke,Elisa Invitational Fall 2022
26/9/22,Warriors (16),Elemental (8),inf  Inferno,ESL Australia & NZ Championship Season 15
26/9/22,Elemental (13),Warriors (16),mrg  Mirage,ESL Australia & NZ Championship Season 15
26/9/22,Warriors (11),Elemental (16),d2  Dust2,ESL Australia & NZ Championship Season 15
26/9/22,SINNERS (16),Hotspurs (4),nuke  Nuke,Elisa Invitational Fall 2022
26/9/22,Hotspurs (9),SINNERS (16),ovp  Overpass,Elisa Invitational Fall 2022
26/9/22,SINNERS (8),Hotspurs (16),mrg  Mirage,Elisa Invitational Fall 2022
26/9/22,Frontier (9),KRAKEN (16),inf  Inferno,ESL Australia & NZ Championship Season 15
26/9/22,KRAKEN (16),Frontier (7),mrg  Mirage,ESL Australia & NZ Championship Season 15
