Date,Team1,Team2,Map,Event
9/11/21,Wisla Krakow (16),HONORIS (7),nuke  Nuke,ESL Polish Championship Autumn 2021 Finals
9/11/21,Wisla Krakow (22),HONORIS (19),inf  Inferno,ESL Polish Championship Autumn 2021 Finals
9/11/21,HONORIS (16),Wisla Krakow (8),anc  Ancient,ESL Polish Championship Autumn 2021 Finals
9/11/21,FORZE (7),Finest (16),inf  Inferno,ESEA Premier Season 39 Europe
9/11/21,FORZE (14),Finest (16),ovp  Overpass,ESEA Premier Season 39 Europe
9/11/21,Finest (6),FORZE (16),mrg  Mirage,ESEA Premier Season 39 Europe
9/11/21,Movistar Riders (16),Nemiga (13),mrg  Mirage,ESEA Premier Season 39 Europe
9/11/21,Nemiga (7),Movistar Riders (16),inf  Inferno,ESEA Premier Season 39 Europe
9/11/21,BLINK (7),Sprout (16),vtg  Vertigo,ESEA Premier Season 39 Europe
9/11/21,Sprout (16),BLINK (14),ovp  Overpass,ESEA Premier Season 39 Europe
9/11/21,Entropiq (16),Lyngby Vikings (12),nuke  Nuke,Pinnacle Fall Series 2
9/11/21,Lyngby Vikings (13),Entropiq (16),ovp  Overpass,Pinnacle Fall Series 2
9/11/21,Entropiq (14),Lyngby Vikings (16),vtg  Vertigo,Pinnacle Fall Series 2
9/11/21,Fiend (16),EC Brugge (10),nuke  Nuke,Funspark ULTI 2021 Europe Regional Series 4 Closed Qualifier
9/11/21,EC Brugge (4),Fiend (16),inf  Inferno,Funspark ULTI 2021 Europe Regional Series 4 Closed Qualifier
9/11/21,DBL PONEY (14),Savage (16),anc  Ancient,Funspark ULTI 2021 Europe Regional Series 4 Closed Qualifier
9/11/21,Savage (16),DBL PONEY (12),inf  Inferno,Funspark ULTI 2021 Europe Regional Series 4 Closed Qualifier
9/11/21,DBL PONEY (16),Savage (6),vtg  Vertigo,Funspark ULTI 2021 Europe Regional Series 4 Closed Qualifier
9/11/21,Lynn Vision (19),FATE (17),inf  Inferno,Funspark ULTI 2021 Europe Regional Series 4 Closed Qualifier
9/11/21,Lynn Vision (11),FATE (16),anc  Ancient,Funspark ULTI 2021 Europe Regional Series 4 Closed Qualifier
9/11/21,FATE (14),Lynn Vision (16),nuke  Nuke,Funspark ULTI 2021 Europe Regional Series 4 Closed Qualifier
9/11/21,HAVU (8),Entropiq (16),ovp  Overpass,Pinnacle Fall Series 2
9/11/21,HAVU (13),Entropiq (16),mrg  Mirage,Pinnacle Fall Series 2
9/11/21,Entropiq (9),HAVU (16),nuke  Nuke,Pinnacle Fall Series 2
9/11/21,Lyngby Vikings (16),MOUZ NXT (5),inf  Inferno,Pinnacle Fall Series 2
9/11/21,MOUZ NXT (14),Lyngby Vikings (16),anc  Ancient,Pinnacle Fall Series 2
9/11/21,Lyngby Vikings (12),MOUZ NXT (16),d2  Dust2,Pinnacle Fall Series 2
9/11/21,Collateral (5),Caught off Guard (16),inf  Inferno,ESEA Premier Season 39 Australia
9/11/21,Caught off Guard (16),Collateral (7),nuke  Nuke,ESEA Premier Season 39 Australia
9/11/21,Alke (6),Dynasty (16),nuke  Nuke,ESEA Premier Season 39 Australia
9/11/21,Dynasty (16),Alke (9),anc  Ancient,ESEA Premier Season 39 Australia
9/11/21,Dynasty (7),Alke (16),vtg  Vertigo,ESEA Premier Season 39 Australia
9/11/21,Lese (6),Kanga (16),ovp  Overpass,ESEA Premier Season 39 Australia
9/11/21,Kanga (16),Lese (9),nuke  Nuke,ESEA Premier Season 39 Australia
9/11/21,Looking For Org (16),8Ballers (6),inf  Inferno,ESEA Premier Season 39 Australia
9/11/21,8Ballers (1),Looking For Org (16),nuke  Nuke,ESEA Premier Season 39 Australia
9/11/21,The Big Dogs (25),Paradox (28),nuke  Nuke,ESEA Premier Season 39 Australia
9/11/21,The Big Dogs (8),Paradox (16),vtg  Vertigo,ESEA Premier Season 39 Australia
9/11/21,Russian Street Party (16),Triumph (13),inf  Inferno,iBUYPOWER Mythic Masters Winter 2021 Open Qualifier
9/11/21,Strife (16),Detonate (7),nuke  Nuke,iBUYPOWER Mythic Masters Winter 2021 Open Qualifier
9/11/21,Goomba Stomp (16),ChocoCheck (12),mrg  Mirage,iBUYPOWER Mythic Masters Winter 2021 Open Qualifier
9/11/21,Northern Forces (14),ATK (16),nuke  Nuke,iBUYPOWER Mythic Masters Winter 2021 Open Qualifier
8/11/21,PACT (19),HONORIS (22),nuke  Nuke,ESL Polish Championship Autumn 2021 Finals
8/11/21,PACT (16),HONORIS (4),vtg  Vertigo,ESL Polish Championship Autumn 2021 Finals
8/11/21,HONORIS (16),PACT (7),ovp  Overpass,ESL Polish Championship Autumn 2021 Finals
8/11/21,OFFSET (19),MAD Lions (16),nuke  Nuke,Flow FiReLEAGUE 2021 Iberia
8/11/21,OFFSET (11),MAD Lions (16),mrg  Mirage,Flow FiReLEAGUE 2021 Iberia
8/11/21,MAD Lions (13),OFFSET (16),inf  Inferno,Flow FiReLEAGUE 2021 Iberia
8/11/21,1WIN (6),Movistar Riders (16),vtg  Vertigo,ESEA Premier Season 39 Europe
8/11/21,1WIN (9),Movistar Riders (16),nuke  Nuke,ESEA Premier Season 39 Europe
