Date,Team1,Team2,Map,Event
16/12/22,UNGENTIUM (16),EYEBALLERS (7),mrg  Mirage,ESL Challenger League Season 43 Europe Relegation
16/12/22,EYEBALLERS (12),UNGENTIUM (16),anc  Ancient,ESL Challenger League Season 43 Europe Relegation
16/12/22,UNGENTIUM (14),EYEBALLERS (16),ovp  Overpass,ESL Challenger League Season 43 Europe Relegation
16/12/22,500 (16),HEET (6),anc  Ancient,ESL Challenger League Season 43 Europe Relegation
16/12/22,500 (14),HEET (16),d2  Dust2,ESL Challenger League Season 43 Europe Relegation
16/12/22,HEET (8),500 (16),inf  Inferno,ESL Challenger League Season 43 Europe Relegation
16/12/22,1WIN (22),HONORIS (20),anc  Ancient,CCT Central Europe Series 4
16/12/22,HONORIS (12),1WIN (16),vtg  Vertigo,CCT Central Europe Series 4
16/12/22,Genk (12),Partizan (16),mrg  Mirage,CCT South Europe Series 2 Closed Qualifier
16/12/22,Partizan (16),Genk (11),vtg  Vertigo,CCT South Europe Series 2 Closed Qualifier
16/12/22,G2 (16),Vitality (11),anb  Anubis,BLAST Premier World Final 2022
16/12/22,G2 (15),Vitality (19),vtg  Vertigo,BLAST Premier World Final 2022
16/12/22,Vitality (3),G2 (16),nuke  Nuke,BLAST Premier World Final 2022
16/12/22,9 Pandas (16),LF0 (7),nuke  Nuke,Winline Insight Season 2
16/12/22,LF0 (13),9 Pandas (16),ovp  Overpass,Winline Insight Season 2
16/12/22,EC Brugge (16),Velez Mostar (11),inf  Inferno,CCT South Europe Series 2 Closed Qualifier
16/12/22,Velez Mostar (13),EC Brugge (16),nuke  Nuke,CCT South Europe Series 2 Closed Qualifier
16/12/22,MASONIC (8),GamerLegion (16),inf  Inferno,CCT Central Europe Series 4
16/12/22,GamerLegion (9),MASONIC (16),vtg  Vertigo,CCT Central Europe Series 4
16/12/22,MASONIC (10),GamerLegion (16),ovp  Overpass,CCT Central Europe Series 4
16/12/22,Beyond Possible (16),BLINK (13),anb  Anubis,CCT South Europe Series 2 Closed Qualifier
16/12/22,BLINK (9),Beyond Possible (16),anc  Ancient,CCT South Europe Series 2 Closed Qualifier
16/12/22,Wings Up (12),IHC (16),nuke  Nuke,ESL Challenger League Season 43 Asia-Pacific
16/12/22,Wings Up (3),IHC (16),inf  Inferno,ESL Challenger League Season 43 Asia-Pacific
16/12/22,IHC (20),Wings Up (22),anc  Ancient,ESL Challenger League Season 43 Asia-Pacific
16/12/22,Liquid (16),Natus Vincere (9),mrg  Mirage,BLAST Premier World Final 2022
16/12/22,Natus Vincere (16),Liquid (14),anc  Ancient,BLAST Premier World Final 2022
16/12/22,Natus Vincere (10),Liquid (16),ovp  Overpass,BLAST Premier World Final 2022
16/12/22,Forward (16),BakS (10),mrg  Mirage,Winline Insight Season 2
16/12/22,BakS (7),Forward (16),inf  Inferno,Winline Insight Season 2
16/12/22,9INE (12),Apeks (16),mrg  Mirage,CCT Central Europe Series 4
16/12/22,Apeks (16),9INE (11),nuke  Nuke,CCT Central Europe Series 4
16/12/22,Partizan (16),Katuna (3),inf  Inferno,CCT South Europe Series 2 Closed Qualifier
16/12/22,Katuna (9),Partizan (16),anc  Ancient,CCT South Europe Series 2 Closed Qualifier
16/12/22,Genk (16),LIBURNA (11),ovp  Overpass,CCT South Europe Series 2 Closed Qualifier
16/12/22,LIBURNA (9),Genk (16),anc  Ancient,CCT South Europe Series 2 Closed Qualifier
16/12/22,Genk (12),LIBURNA (16),mrg  Mirage,CCT South Europe Series 2 Closed Qualifier
16/12/22,Davenport University (16),Limitless (6),inf  Inferno,ESEA Advanced Season 43 North America
16/12/22,Limitless (11),Davenport University (16),nuke  Nuke,ESEA Advanced Season 43 North America
16/12/22,Davenport University (14),Limitless (16),vtg  Vertigo,ESEA Advanced Season 43 North America
16/12/22,Limitless (16),Davenport University (14),ovp  Overpass,ESEA Advanced Season 43 North America
16/12/22,EX CINERE (14),REIGN (16),nuke  Nuke,ESEA Advanced Season 43 North America
16/12/22,REIGN (16),EX CINERE (14),ovp  Overpass,ESEA Advanced Season 43 North America
16/12/22,Nouns (15),ATK (19),ovp  Overpass,ESL Challenger League Season 43 North America
16/12/22,Nouns (16),ATK (8),mrg  Mirage,ESL Challenger League Season 43 North America
16/12/22,ATK (16),Nouns (8),inf  Inferno,ESL Challenger League Season 43 North America
16/12/22,MIBR (13),EG Black (16),inf  Inferno,ESL Challenger League Season 43 North America
16/12/22,EG Black (16),MIBR (10),vtg  Vertigo,ESL Challenger League Season 43 North America
16/12/22,Iron Blood (11),TeamOne (16),mrg  Mirage,ESL Challenger League Season 43 North America
16/12/22,TeamOne (16),Iron Blood (13),anc  Ancient,ESL Challenger League Season 43 North America
