Date,Team1,Team2,Map,Event
4/9/22,SINNERS (16),TITANS (1),ovp  Overpass,Tipsport Prague Cup 2022
4/9/22,TITANS (9),SINNERS (16),inf  Inferno,Tipsport Prague Cup 2022
4/9/22,SINNERS (10),TITANS (16),nuke  Nuke,Tipsport Prague Cup 2022
4/9/22,Ninjas in Pyjamas (16),Natus Vincere (11),ovp  Overpass,ESL Pro League Season 16
4/9/22,Ninjas in Pyjamas (9),Natus Vincere (16),mrg  Mirage,ESL Pro League Season 16
4/9/22,Natus Vincere (8),Ninjas in Pyjamas (16),inf  Inferno,ESL Pro League Season 16
4/9/22,Endpoint (10),fnatic (16),ovp  Overpass,ESL Pro League Season 16
4/9/22,fnatic (16),Endpoint (8),anc  Ancient,ESL Pro League Season 16
4/9/22,Spirit (10),Vitality (16),vtg  Vertigo,ESL Pro League Season 16
4/9/22,Vitality (16),Spirit (6),nuke  Nuke,ESL Pro League Season 16
4/9/22,Daotsu (16),Sharks (4),inf  Inferno,CBCS Masters Festival 2022
4/9/22,Sharks (16),Daotsu (14),d2  Dust2,CBCS Masters Festival 2022
4/9/22,Daotsu (19),Sharks (17),mrg  Mirage,CBCS Masters Festival 2022
4/9/22,MASONIC (16),SAW (11),vtg  Vertigo,Flow FiReLEAGUE 2022 Europe Closed Qualifier
4/9/22,MASONIC (5),SAW (16),d2  Dust2,Flow FiReLEAGUE 2022 Europe Closed Qualifier
4/9/22,SAW (10),MASONIC (16),inf  Inferno,Flow FiReLEAGUE 2022 Europe Closed Qualifier
4/9/22,X (10),0to100 (16),nuke  Nuke,RES Season 3
4/9/22,0to100 (16),X (11),inf  Inferno,RES Season 3
4/9/22,Eternal Fire (16),Brosskiez (1),nuke  Nuke,ESA Supremes Fall 2022
4/9/22,Eternal Fire (16),Brosskiez (5),inf  Inferno,ESA Supremes Fall 2022
4/9/22,Cryptova (10),ECLOT (16),inf  Inferno,Tipsport Prague Cup 2022
4/9/22,Cryptova (4),ECLOT (16),d2  Dust2,Tipsport Prague Cup 2022
4/9/22,ECLOT (9),Cryptova (16),mrg  Mirage,Tipsport Prague Cup 2022
4/9/22,1PIN (17),EKO (19),vtg  Vertigo,UKIC Beyond Summer Invitational 2022
4/9/22,EKO (12),1PIN (16),inf  Inferno,UKIC Beyond Summer Invitational 2022
4/9/22,1PIN (17),EKO (19),mrg  Mirage,UKIC Beyond Summer Invitational 2022
4/9/22,MIBR (16),1WIN (6),nuke  Nuke,CCT Central Europe Series 1
4/9/22,MIBR (13),1WIN (16),vtg  Vertigo,CCT Central Europe Series 1
4/9/22,1WIN (12),MIBR (16),d2  Dust2,CCT Central Europe Series 1
4/9/22,Strive in chaos (16),Partizan (9),vtg  Vertigo,RES Season 3
4/9/22,Partizan (11),Strive in chaos (16),mrg  Mirage,RES Season 3
4/9/22,SINNERS (16),Cryptova (5),ovp  Overpass,Tipsport Prague Cup 2022
4/9/22,TITANS (16),ECLOT (12),mrg  Mirage,Tipsport Prague Cup 2022
4/9/22,BLVKHVND (10),Into the Breach (16),ovp  Overpass,UKIC Beyond Summer Invitational 2022
4/9/22,Into the Breach (19),BLVKHVND (17),anc  Ancient,UKIC Beyond Summer Invitational 2022
4/9/22,MIBR (16),EC Kyiv (14),inf  Inferno,CCT Central Europe Series 1
4/9/22,EC Kyiv (7),MIBR (16),d2  Dust2,CCT Central Europe Series 1
4/9/22,Falcons (4),1WIN (16),vtg  Vertigo,CCT Central Europe Series 1
4/9/22,1WIN (16),Falcons (12),nuke  Nuke,CCT Central Europe Series 1
4/9/22,Imperial (12),paiN (16),d2  Dust2,ESL Challenger Melbourne 2022
4/9/22,Imperial (16),paiN (7),nuke  Nuke,ESL Challenger Melbourne 2022
4/9/22,paiN (19),Imperial (17),ovp  Overpass,ESL Challenger Melbourne 2022
4/9/22,Wings Up (17),paiN (19),nuke  Nuke,ESL Challenger Melbourne 2022
4/9/22,paiN (16),Wings Up (8),inf  Inferno,ESL Challenger Melbourne 2022
4/9/22,Northern Forces (14),Davenport University (16),nuke  Nuke,IEM Road to Rio 2022 North America Open Qualifier 3
4/9/22,BHOP (16),Victorum (10),nuke  Nuke,IEM Road to Rio 2022 North America Open Qualifier 3
4/9/22,Detonate (14),X13 (16),nuke  Nuke,IEM Road to Rio 2022 North America Open Qualifier 3
4/9/22,Strife (12),Pete's Hookah Lounge (16),inf  Inferno,IEM Road to Rio 2022 North America Open Qualifier 3
4/9/22,Brazen (12),Unjustified (16),nuke  Nuke,IEM Road to Rio 2022 North America Open Qualifier 3
4/9/22,Infinity (16),Mythic (8),d2  Dust2,IEM Road to Rio 2022 North America Open Qualifier 3
