Date,Team1,Team2,Map,Event
12/7/22,Rare Atom (14),Sprout (16),anc  Ancient,ESL Challenger Melbourne 2022 Europe Closed Qualifier
12/7/22,FORZE (16),Formel (12),ovp  Overpass,ESL Challenger Melbourne 2022 Europe Closed Qualifier
12/7/22,Entropiq (16),NASA (7),d2  Dust2,ESL Challenger Melbourne 2022 Europe Closed Qualifier
12/7/22,HEET (16),K23 (5),d2  Dust2,ESL Challenger Melbourne 2022 Europe Closed Qualifier
12/7/22,TeamOne (16),Northern Forces (7),ovp  Overpass,ESL Challenger League Season 41 North America Relegation
12/7/22,Northern Forces (8),TeamOne (16),nuke  Nuke,ESL Challenger League Season 41 North America Relegation
12/7/22,TeamOne (14),Northern Forces (16),mrg  Mirage,ESL Challenger League Season 41 North America Relegation
12/7/22,timbermen (16),Unjustified (9),nuke  Nuke,ESL Challenger League Season 41 North America Relegation
12/7/22,Unjustified (8),timbermen (16),mrg  Mirage,ESL Challenger League Season 41 North America Relegation
12/7/22,Detonate (7),Bad News Bears (16),ovp  Overpass,ESL Challenger League Season 41 North America Relegation
12/7/22,Bad News Bears (16),Detonate (3),d2  Dust2,ESL Challenger League Season 41 North America Relegation
12/7/22,Davenport University (11),Axolotls (16),anc  Ancient,ESL Challenger League Season 41 North America Relegation
12/7/22,Axolotls (16),Davenport University (3),vtg  Vertigo,ESL Challenger League Season 41 North America Relegation
11/7/22,Holkattes (9),WINDINGO (16),mrg  Mirage,La Liga Pro DIRECTV GO 2022
11/7/22,Holkattes (16),WINDINGO (7),anc  Ancient,La Liga Pro DIRECTV GO 2022
11/7/22,WINDINGO (16),Holkattes (14),d2  Dust2,La Liga Pro DIRECTV GO 2022
11/7/22,DREAM (14),Tricked (16),mrg  Mirage,POWER Ligaen Season 20
11/7/22,Tricked (16),DREAM (4),nuke  Nuke,POWER Ligaen Season 20
11/7/22,UNGENTIUM (11),FORZE (16),d2  Dust2,ESEA Advanced Season 41 Europe
11/7/22,FORZE (19),UNGENTIUM (17),anc  Ancient,ESEA Advanced Season 41 Europe
11/7/22,MASONIC (16),Los Reyes (8),ovp  Overpass,POWER Ligaen Season 20
11/7/22,Los Reyes (7),MASONIC (16),nuke  Nuke,POWER Ligaen Season 20
11/7/22,MASONIC (14),Los Reyes (16),inf  Inferno,POWER Ligaen Season 20
11/7/22,DREAM (16),Astralis Talent (12),ovp  Overpass,POWER Ligaen Season 20
11/7/22,Astralis Talent (5),DREAM (16),nuke  Nuke,POWER Ligaen Season 20
11/7/22,Atlantic (8),Los Reyes (16),inf  Inferno,POWER Ligaen Season 20
11/7/22,Los Reyes (16),Atlantic (12),vtg  Vertigo,POWER Ligaen Season 20
11/7/22,ONET4P (16),Luxe (2),d2  Dust2,ESEA Advanced Season 41 North America
11/7/22,Luxe (16),ONET4P (19),vtg  Vertigo,ESEA Advanced Season 41 North America
11/7/22,TeamOne (16),BHOP (13),inf  Inferno,ESL Challenger Melbourne 2022 North America Open Qualifier 2
11/7/22,TeamOne (11),BHOP (16),vtg  Vertigo,ESL Challenger Melbourne 2022 North America Open Qualifier 2
11/7/22,BHOP (13),TeamOne (16),mrg  Mirage,ESL Challenger Melbourne 2022 North America Open Qualifier 2
11/7/22,Stone (5),Isurus (16),mrg  Mirage,Flow FiReLEAGUE 2022
11/7/22,Isurus (16),Stone (3),d2  Dust2,Flow FiReLEAGUE 2022
11/7/22,BHOP (16),Northern Forces (10),ovp  Overpass,ESL Challenger Melbourne 2022 North America Open Qualifier 2
11/7/22,TeamOne (16),Peeker's Advantage (3),d2  Dust2,ESL Challenger Melbourne 2022 North America Open Qualifier 2
10/7/22,River Plate (5),Holkattes (16),inf  Inferno,Flow FiReLEAGUE 2022
10/7/22,Holkattes (16),River Plate (5),d2  Dust2,Flow FiReLEAGUE 2022
10/7/22,EYEBALLERS (6),Formel (16),ovp  Overpass,ESL Challenger Melbourne 2022 Europe Open Qualifier 2
10/7/22,Formel (2),EYEBALLERS (16),anc  Ancient,ESL Challenger Melbourne 2022 Europe Open Qualifier 2
10/7/22,EYEBALLERS (18),Formel (22),mrg  Mirage,ESL Challenger Melbourne 2022 Europe Open Qualifier 2
10/7/22,Astralis (11),FaZe (16),inf  Inferno,IEM Cologne 2022
10/7/22,FaZe (16),Astralis (13),ovp  Overpass,IEM Cologne 2022
10/7/22,Liquid (19),FURIA (17),mrg  Mirage,IEM Cologne 2022
10/7/22,FURIA (14),Liquid (16),anc  Ancient,IEM Cologne 2022
10/7/22,Ukraine (13),BLUEJAYS (16),vtg  Vertigo,European Championship 2022
10/7/22,Ukraine (5),BLUEJAYS (16),mrg  Mirage,European Championship 2022
10/7/22,BLUEJAYS (5),Ukraine (16),d2  Dust2,European Championship 2022
10/7/22,FTW (7),SAW (16),nuke  Nuke,OMEN WGR Retake Season 4
10/7/22,SAW (16),FTW (4),anc  Ancient,OMEN WGR Retake Season 4
