Date,Team1,Team2,Map,Event
12/5/22,Cruzeiro (9),SWS (16),vtg  Vertigo,Liga Gamers Club 2022 Serie A April Cup
12/5/22,Cruzeiro (9),SWS (16),d2  Dust2,Liga Gamers Club 2022 Serie A April Cup
12/5/22,SWS (6),Cruzeiro (16),inf  Inferno,Liga Gamers Club 2022 Serie A April Cup
12/5/22,Imperial (16),FORZE (5),mrg  Mirage,PGL Major Antwerp 2022 Challengers Stage
12/5/22,FORZE (5),Imperial (16),ovp  Overpass,PGL Major Antwerp 2022 Challengers Stage
12/5/22,Bad News Eagles (16),MIBR (10),vtg  Vertigo,PGL Major Antwerp 2022 Challengers Stage
12/5/22,MIBR (8),Bad News Eagles (16),anc  Ancient,PGL Major Antwerp 2022 Challengers Stage
12/5/22,Bad News Eagles (13),MIBR (16),nuke  Nuke,PGL Major Antwerp 2022 Challengers Stage
12/5/22,Liquid (16),Astralis (13),anc  Ancient,PGL Major Antwerp 2022 Challengers Stage
12/5/22,Astralis (14),Liquid (16),vtg  Vertigo,PGL Major Antwerp 2022 Challengers Stage
12/5/22,BHOP (4),Carpe Diem (16),ovp  Overpass,ESL Challenger League Season 41 North America
12/5/22,Carpe Diem (22),BHOP (20),nuke  Nuke,ESL Challenger League Season 41 North America
12/5/22,Unjustified (8),TeamOne (16),nuke  Nuke,ESL Challenger League Season 41 North America
12/5/22,TeamOne (16),Unjustified (11),inf  Inferno,ESL Challenger League Season 41 North America
11/5/22,ARCTIC (16),B4 (8),anc  Ancient,Liga Gamers Club 2022 Serie A April Cup
11/5/22,ARCTIC (7),B4 (16),d2  Dust2,Liga Gamers Club 2022 Serie A April Cup
11/5/22,B4 (10),ARCTIC (16),nuke  Nuke,Liga Gamers Club 2022 Serie A April Cup
11/5/22,Redragon (16),Cruzeiro (6),inf  Inferno,Liga Gamers Club 2022 Serie A April Cup
11/5/22,Cruzeiro (11),Redragon (16),ovp  Overpass,Liga Gamers Club 2022 Serie A April Cup
11/5/22,SINNERS (16),ECSTATIC (7),ovp  Overpass,ESL Challenger League Season 41 Europe
11/5/22,ECSTATIC (20),SINNERS (22),inf  Inferno,ESL Challenger League Season 41 Europe
11/5/22,Eternal Fire (11),MIBR (16),nuke  Nuke,PGL Major Antwerp 2022 Challengers Stage
11/5/22,MIBR (16),Eternal Fire (13),vtg  Vertigo,PGL Major Antwerp 2022 Challengers Stage
11/5/22,Bad News Eagles (9),ENCE (16),nuke  Nuke,PGL Major Antwerp 2022 Challengers Stage
11/5/22,ENCE (16),Bad News Eagles (13),d2  Dust2,PGL Major Antwerp 2022 Challengers Stage
11/5/22,Liquid (16),Complexity (12),vtg  Vertigo,PGL Major Antwerp 2022 Challengers Stage
11/5/22,Complexity (12),Liquid (16),anc  Ancient,PGL Major Antwerp 2022 Challengers Stage
11/5/22,FORZE (11),Outsiders (16),inf  Inferno,PGL Major Antwerp 2022 Challengers Stage
11/5/22,Outsiders (16),FORZE (10),mrg  Mirage,PGL Major Antwerp 2022 Challengers Stage
11/5/22,FORZE (16),Outsiders (12),d2  Dust2,PGL Major Antwerp 2022 Challengers Stage
11/5/22,Imperial (16),IHC (12),inf  Inferno,PGL Major Antwerp 2022 Challengers Stage
11/5/22,IHC (10),Imperial (16),ovp  Overpass,PGL Major Antwerp 2022 Challengers Stage
11/5/22,Imperial (11),IHC (16),mrg  Mirage,PGL Major Antwerp 2022 Challengers Stage
11/5/22,Spirit (16),Astralis (6),anc  Ancient,PGL Major Antwerp 2022 Challengers Stage
11/5/22,Astralis (12),Spirit (16),ovp  Overpass,PGL Major Antwerp 2022 Challengers Stage
11/5/22,ATK (16),Gaimin Gladiators (7),mrg  Mirage,ESL Challenger League Season 41 North America
11/5/22,Gaimin Gladiators (7),ATK (16),d2  Dust2,ESL Challenger League Season 41 North America
11/5/22,ATK (20),Gaimin Gladiators (22),inf  Inferno,ESL Challenger League Season 41 North America
11/5/22,Mythic (4),Carpe Diem (16),ovp  Overpass,ESL Challenger League Season 41 North America
11/5/22,Carpe Diem (16),Mythic (10),inf  Inferno,ESL Challenger League Season 41 North America
11/5/22,ARCTIC (16),SWS (14),inf  Inferno,Liga Gamers Club 2022 Serie A April Cup
11/5/22,SWS (8),ARCTIC (16),anc  Ancient,Liga Gamers Club 2022 Serie A April Cup
11/5/22,ARCTIC (14),SWS (16),d2  Dust2,Liga Gamers Club 2022 Serie A April Cup
10/5/22,First Memory (11),Cruzeiro (16),inf  Inferno,Liga Gamers Club 2022 Serie A April Cup
10/5/22,Cruzeiro (16),First Memory (8),vtg  Vertigo,Liga Gamers Club 2022 Serie A April Cup
10/5/22,First Memory (19),Cruzeiro (17),anc  Ancient,Liga Gamers Club 2022 Serie A April Cup
10/5/22,Finest (11),ECSTATIC (16),vtg  Vertigo,ESL Challenger League Season 41 Europe
10/5/22,Finest (16),ECSTATIC (7),anc  Ancient,ESL Challenger League Season 41 Europe
10/5/22,ECSTATIC (25),Finest (23),ovp  Overpass,ESL Challenger League Season 41 Europe
10/5/22,SINNERS (7),Entropiq (16),anc  Ancient,ESL Challenger League Season 41 Europe
