Date,Team1,Team2,Map,Event
1/10/21,Nemiga (2),Entropiq (4),ovp  Overpass,IEM Fall 2021 CIS
1/10/21,Spirit (2),Nemiga (4),ovp  Overpass,IEM Fall 2021 CIS
1/10/21,Entropiq (2),Spirit (4),ovp  Overpass,IEM Fall 2021 CIS
1/10/21,INDE IRAE (16),K23 (14),nuke  Nuke,IEM Fall 2021 CIS
1/10/21,Unique (4),Gambit (16),ovp  Overpass,IEM Fall 2021 CIS
1/10/21,FURIA Academy (8),fnatic Rising (16),inf  Inferno,WePlay Academy League Season 2
1/10/21,FURIA Academy (16),fnatic Rising (4),ovp  Overpass,WePlay Academy League Season 2
1/10/21,fnatic Rising (16),FURIA Academy (14),vtg  Vertigo,WePlay Academy League Season 2
1/10/21,FORZE (5),Virtus.pro (16),inf  Inferno,IEM Fall 2021 CIS
1/10/21,Entropiq (10),Nemiga (16),nuke  Nuke,IEM Fall 2021 CIS
1/10/21,Akuma (11),AVE (16),d2  Dust2,IEM Fall 2021 CIS
1/10/21,Spirit (10),Natus Vincere (16),mrg  Mirage,IEM Fall 2021 CIS
1/10/21,EC Kyiv (16),Lilmix (10),ovp  Overpass,ESEA Advanced Season 38 Europe
1/10/21,Lilmix (9),EC Kyiv (16),anc  Ancient,ESEA Advanced Season 38 Europe
1/10/21,Renewal (13),TBC (16),nuke  Nuke,IEM Winter 2021 Asia Open Qualifier
1/10/21,TBC (7),Renewal (16),ovp  Overpass,IEM Winter 2021 Asia Open Qualifier
1/10/21,Renewal (13),TBC (16),mrg  Mirage,IEM Winter 2021 Asia Open Qualifier
1/10/21,Born in the East (7),TYLOO (16),mrg  Mirage,IEM Winter 2021 Asia Open Qualifier
1/10/21,TYLOO (16),Born in the East (5),vtg  Vertigo,IEM Winter 2021 Asia Open Qualifier
1/10/21,Renegades (16),Looking For Org (4),d2  Dust2,IEM Fall 2021 Oceania
1/10/21,Renegades (16),Looking For Org (3),vtg  Vertigo,IEM Fall 2021 Oceania
1/10/21,Looking For Org (16),Renegades (6),nuke  Nuke,IEM Fall 2021 Oceania
1/10/21,TeamOne (16),Eros (8),nuke  Nuke,IEM Winter 2021 North America Open Qualifier
1/10/21,Triumph (12),Bad News Bears (16),inf  Inferno,IEM Winter 2021 North America Open Qualifier
1/10/21,X13 (11),Valors (16),ovp  Overpass,ESEA Advanced Season 38 North America
1/10/21,X13 (10),Valors (16),inf  Inferno,ESEA Advanced Season 38 North America
1/10/21,Valors (11),X13 (16),nuke  Nuke,ESEA Advanced Season 38 North America
1/10/21,Synergy Reborn (9),Synthetic (16),inf  Inferno,ESEA Advanced Season 38 North America
1/10/21,Synergy Reborn (16),Synthetic (4),vtg  Vertigo,ESEA Advanced Season 38 North America
1/10/21,Synthetic (16),Synergy Reborn (10),ovp  Overpass,ESEA Advanced Season 38 North America
1/10/21,Detonate (13),GODSENT (16),mrg  Mirage,ESEA Advanced Season 38 North America
1/10/21,GODSENT (16),Detonate (4),inf  Inferno,ESEA Advanced Season 38 North America
1/10/21,ATK (16),Northern Forces (6),mrg  Mirage,ESEA Advanced Season 38 North America
1/10/21,Northern Forces (11),ATK (16),vtg  Vertigo,ESEA Advanced Season 38 North America
1/10/21,Sharks (12),Bravos (16),inf  Inferno,IEM Fall 2021 South America
1/10/21,Bravos (16),Sharks (9),vtg  Vertigo,IEM Fall 2021 South America
1/10/21,Sharks (16),Bravos (14),anc  Ancient,IEM Fall 2021 South America
1/10/21,Complexity (16),Endpoint (7),mrg  Mirage,IEM Fall 2021 Europe
30/9/21,Astralis (16),Movistar Riders (13),inf  Inferno,IEM Fall 2021 Europe
30/9/21,Heroic (12),SINNERS (16),vtg  Vertigo,IEM Fall 2021 Europe
30/9/21,Akave (8),Extra Salt (16),ovp  Overpass,Flow FiReLEAGUE 2021 North America
30/9/21,Extra Salt (16),Akave (0),inf  Inferno,Flow FiReLEAGUE 2021 North America
30/9/21,FunPlus Phoenix (16),MOUZ (12),nuke  Nuke,IEM Fall 2021 Europe
30/9/21,G2 (16),BIG (8),nuke  Nuke,IEM Fall 2021 Europe
30/9/21,AURA (14),Copenhagen Flames (16),ovp  Overpass,IEM Fall 2021 Europe
30/9/21,Ninjas in Pyjamas (16),FaZe (8),anc  Ancient,IEM Fall 2021 Europe
30/9/21,fnatic (13),DBL PONEY (16),nuke  Nuke,IEM Fall 2021 Europe
30/9/21,Fantastic Seven (7),MAD Lions (16),mrg  Mirage,ESEA Advanced Season 38 Europe
30/9/21,MAD Lions (16),Fantastic Seven (11),nuke  Nuke,ESEA Advanced Season 38 Europe
30/9/21,Fiend (14),SKADE (16),ovp  Overpass,IEM Fall 2021 Europe
