Date,Team1,Team2,Map,Event
19/9/21,1WIN (16),cowana (4),d2  Dust2,Malta Vibes Knockout Series 2
19/9/21,cowana (9),1WIN (16),nuke  Nuke,Malta Vibes Knockout Series 2
19/9/21,VERTEX (16),8Ballers (6),nuke  Nuke,IEM Fall 2021 Oceania Closed Qualifier
19/9/21,8Ballers (2),VERTEX (16),ovp  Overpass,IEM Fall 2021 Oceania Closed Qualifier
19/9/21,TeamOne (16),Triumph (10),mrg  Mirage,IEM Fall 2021 North America Closed Qualifier
19/9/21,TeamOne (16),Triumph (7),inf  Inferno,IEM Fall 2021 North America Closed Qualifier
19/9/21,Strife (8),GODSENT (16),vtg  Vertigo,IEM Fall 2021 North America Closed Qualifier
19/9/21,GODSENT (16),Strife (11),nuke  Nuke,IEM Fall 2021 North America Closed Qualifier
18/9/21,RBG (7),paiN (16),nuke  Nuke,IEM Fall 2021 North America Closed Qualifier
18/9/21,paiN (16),RBG (12),inf  Inferno,IEM Fall 2021 North America Closed Qualifier
18/9/21,Bad News Bears (16),ATK (12),inf  Inferno,IEM Fall 2021 North America Closed Qualifier
18/9/21,Bad News Bears (16),ATK (10),nuke  Nuke,IEM Fall 2021 North America Closed Qualifier
18/9/21,Vitality (16),Astralis (9),d2  Dust2,BLAST Premier Fall Groups 2021
18/9/21,Astralis (10),Vitality (16),vtg  Vertigo,BLAST Premier Fall Groups 2021
18/9/21,Vitality (10),Astralis (16),nuke  Nuke,BLAST Premier Fall Groups 2021
18/9/21,Paquetá (13),Imperial (16),d2  Dust2,IEM Fall 2021 South America Closed Qualifier
18/9/21,Paquetá (11),Imperial (16),nuke  Nuke,IEM Fall 2021 South America Closed Qualifier
18/9/21,Imperial (4),Paquetá (16),vtg  Vertigo,IEM Fall 2021 South America Closed Qualifier
18/9/21,Bravos (16),Liberty (10),d2  Dust2,IEM Fall 2021 South America Closed Qualifier
18/9/21,Bravos (7),Liberty (16),ovp  Overpass,IEM Fall 2021 South America Closed Qualifier
18/9/21,Liberty (9),Bravos (16),inf  Inferno,IEM Fall 2021 South America Closed Qualifier
18/9/21,1shot (6),BLINK (16),inf  Inferno,Gjirafa50 Masters League Season 2
18/9/21,BLINK (14),1shot (16),d2  Dust2,Gjirafa50 Masters League Season 2
18/9/21,BLINK (16),1shot (14),mrg  Mirage,Gjirafa50 Masters League Season 2
18/9/21,Spirit Academy (17),Young Ninjas (19),vtg  Vertigo,Malta Vibes Knockout Series 2
18/9/21,Young Ninjas (16),Spirit Academy (14),mrg  Mirage,Malta Vibes Knockout Series 2
18/9/21,Spirit Academy (19),Young Ninjas (17),ovp  Overpass,Malta Vibes Knockout Series 2
18/9/21,Eternal Fire (22),OPAA (20),ovp  Overpass,IEM Fall 2021 Europe Closed Qualifier
18/9/21,OPAA (9),Eternal Fire (16),vtg  Vertigo,IEM Fall 2021 Europe Closed Qualifier
18/9/21,Nemiga (16),Trasko (5),ovp  Overpass,IEM Fall 2021 CIS Closed Qualifier
18/9/21,Trasko (14),Nemiga (16),mrg  Mirage,IEM Fall 2021 CIS Closed Qualifier
18/9/21,Akuma (22),INDE IRAE (19),vtg  Vertigo,IEM Fall 2021 CIS Closed Qualifier
18/9/21,Akuma (14),INDE IRAE (16),mrg  Mirage,IEM Fall 2021 CIS Closed Qualifier
18/9/21,INDE IRAE (12),Akuma (16),inf  Inferno,IEM Fall 2021 CIS Closed Qualifier
18/9/21,Enterprise (16),Entropiq Prague (9),d2  Dust2,Tipsport COOL Liga Season 10
18/9/21,Entropiq Prague (11),Enterprise (16),ovp  Overpass,Tipsport COOL Liga Season 10
18/9/21,Enterprise (14),Entropiq Prague (16),nuke  Nuke,Tipsport COOL Liga Season 10
18/9/21,Enterprise (16),Entropiq Prague (14),inf  Inferno,Tipsport COOL Liga Season 10
18/9/21,BLUEJAYS (12),eSuba (16),vtg  Vertigo,Gjirafa50 Masters League Season 2
18/9/21,eSuba (19),BLUEJAYS (17),nuke  Nuke,Gjirafa50 Masters League Season 2
18/9/21,Astralis (16),Liquid (13),d2  Dust2,BLAST Premier Fall Groups 2021
18/9/21,Liquid (11),Astralis (16),nuke  Nuke,BLAST Premier Fall Groups 2021
18/9/21,Astralis (9),Liquid (16),vtg  Vertigo,BLAST Premier Fall Groups 2021
18/9/21,Lyngby Vikings (16),BLINK (9),ovp  Overpass,Malta Vibes Knockout Series 2
18/9/21,Lyngby Vikings (16),BLINK (7),inf  Inferno,Malta Vibes Knockout Series 2
18/9/21,Lyngby Vikings (6),BLINK (16),vtg  Vertigo,Malta Vibes Knockout Series 2
18/9/21,Unique (16),Singularity (13),vtg  Vertigo,IEM Fall 2021 CIS Closed Qualifier
18/9/21,Singularity (9),Unique (16),ovp  Overpass,IEM Fall 2021 CIS Closed Qualifier
18/9/21,SKADE (14),HAVU (16),d2  Dust2,Funspark ULTI 2021 Europe Regional Series 3
18/9/21,AVE (11),Entropiq (16),mrg  Mirage,IEM Fall 2021 CIS Closed Qualifier
