Date,Team1,Team2,Map,Event
29/8/22,Sangal (16),SSP (4),ovp  Overpass,SteelSeries Nova Cup DACH Fall 2022
29/8/22,Exalty (5),PIGNOUF (16),inf  Inferno,SteelSeries Nova Cup France Fall 2022
29/8/22,Ambush (16),Ennemi (3),anc  Ancient,SteelSeries Nova Cup France Fall 2022
29/8/22,Monte (16),Illuminar (13),d2  Dust2,CCT Central Europe Series 1
29/8/22,Illuminar (8),Monte (16),mrg  Mirage,CCT Central Europe Series 1
29/8/22,schadE halt (16),yodagus (11),mrg  Mirage,Elisa Invitational Fall 2022 Contenders
29/8/22,schadE halt (16),yodagus (5),anc  Ancient,Elisa Invitational Fall 2022 Contenders
29/8/22,yodagus (16),schadE halt (1),ovp  Overpass,Elisa Invitational Fall 2022 Contenders
29/8/22,PALOMA (16),EC Kyiv (11),ovp  Overpass,CCT Central Europe Series 1
29/8/22,EC Kyiv (9),PALOMA (16),inf  Inferno,CCT Central Europe Series 1
29/8/22,EKO (14),Temperate (16),anc  Ancient,Insomnia69
29/8/22,Temperate (16),EKO (3),ovp  Overpass,Insomnia69
29/8/22,EKO (11),Temperate (16),inf  Inferno,Insomnia69
29/8/22,Temperate (12),EKO (16),nuke  Nuke,Insomnia69
29/8/22,777 (16),KOVA (5),nuke  Nuke,Elisa Invitational Fall 2022 Contenders
29/8/22,KOVA (6),777 (16),ovp  Overpass,Elisa Invitational Fall 2022 Contenders
29/8/22,Brazen (3),timbermen (16),ovp  Overpass,EGL Premier Season 3
29/8/22,timbermen (19),Brazen (16),mrg  Mirage,EGL Premier Season 3
29/8/22,paiN (8),Fluxo (16),inf  Inferno,CCT South America Series 1
29/8/22,Fluxo (16),paiN (6),anc  Ancient,CCT South America Series 1
28/8/22,ODDIK (12),Fluxo (16),mrg  Mirage,CCT South America Series 1
28/8/22,Fluxo (16),ODDIK (14),nuke  Nuke,CCT South America Series 1
28/8/22,Illuminar (16),Forward (7),mrg  Mirage,IEM Road to Rio 2022 Europe Open Qualifier 4
28/8/22,Forward (16),Illuminar (11),d2  Dust2,IEM Road to Rio 2022 Europe Open Qualifier 4
28/8/22,Illuminar (16),Forward (9),anc  Ancient,IEM Road to Rio 2022 Europe Open Qualifier 4
28/8/22,GamerLegion (10),Benched Heroes (16),mrg  Mirage,IEM Road to Rio 2022 Europe Open Qualifier 4
28/8/22,Temperate (16),Leicester 5 (7),vtg  Vertigo,Insomnia69
28/8/22,Leicester 5 (9),Temperate (16),nuke  Nuke,Insomnia69
28/8/22,Vitality (13),G2 (16),mrg  Mirage,BLAST Premier Fall Groups 2022
28/8/22,G2 (13),Vitality (16),d2  Dust2,BLAST Premier Fall Groups 2022
28/8/22,Vitality (14),G2 (16),vtg  Vertigo,BLAST Premier Fall Groups 2022
28/8/22,JiJieHao International (16),NASR (12),vtg  Vertigo,IEM Road to Rio 2022 Middle East Closed Qualifier
28/8/22,NASR (6),JiJieHao International (16),inf  Inferno,IEM Road to Rio 2022 Middle East Closed Qualifier
28/8/22,JiJieHao International (11),NASR (16),mrg  Mirage,IEM Road to Rio 2022 Middle East Closed Qualifier
28/8/22,SD Invicta (6),SC (16),vtg  Vertigo,Predator Cup Baltics Fall 2022
28/8/22,SC (16),SD Invicta (6),inf  Inferno,Predator Cup Baltics Fall 2022
28/8/22,Astralis (12),SAW (16),nuke  Nuke,IEM Road to Rio 2022 Europe Open Qualifier 4
28/8/22,HEET (16),1WIN (14),vtg  Vertigo,IEM Road to Rio 2022 Europe Open Qualifier 4
28/8/22,MASONIC (13),Beyond Possible (16),mrg  Mirage,CCT Central Europe Series 1
28/8/22,Beyond Possible (16),MASONIC (7),ovp  Overpass,CCT Central Europe Series 1
28/8/22,paiN (16),9z (9),nuke  Nuke,CCT South America Series 1
28/8/22,paiN (8),9z (16),d2  Dust2,CCT South America Series 1
28/8/22,9z (13),paiN (16),anc  Ancient,CCT South America Series 1
28/8/22,1fredde (20),Temperate (22),nuke  Nuke,Insomnia69
28/8/22,Temperate (16),1fredde (13),inf  Inferno,Insomnia69
28/8/22,Illuminar (14),Benched Heroes (16),nuke  Nuke,IEM Road to Rio 2022 Europe Open Qualifier 4
28/8/22,Benched Heroes (22),Illuminar (20),d2  Dust2,IEM Road to Rio 2022 Europe Open Qualifier 4
28/8/22,GamerLegion (16),Forward (1),anc  Ancient,IEM Road to Rio 2022 Europe Open Qualifier 4
28/8/22,Forward (9),GamerLegion (16),mrg  Mirage,IEM Road to Rio 2022 Europe Open Qualifier 4
28/8/22,GamerLegion (16),Forward (19),d2  Dust2,IEM Road to Rio 2022 Europe Open Qualifier 4
