Date,Team1,Team2,Map,Event
10/9/22,Illuminar (16),UNGENTIUM (11),d2  Dust2,GAM3RS_X EU Champions Fall 2022 - Poland Closed Qualifier
10/9/22,DGG (3),Grayhound (16),inf  Inferno,Fortress OCE Masters Fall 2022 - BLAST Premier Qualifier
10/9/22,Rooster (16),yellow (7),d2  Dust2,Fortress OCE Masters Fall 2022 - BLAST Premier Qualifier
10/9/22,Rooster (14),DGG (16),nuke  Nuke,Fortress OCE Masters Fall 2022 - BLAST Premier Qualifier
10/9/22,yellow (3),Grayhound (16),d2  Dust2,Fortress OCE Masters Fall 2022 - BLAST Premier Qualifier
10/9/22,Limitless (10),Victorum (16),anc  Ancient,Fragadelphia 17 Last Chance Qualifier
10/9/22,Victorum (16),Limitless (2),d2  Dust2,Fragadelphia 17 Last Chance Qualifier
9/9/22,BLVKHVND (16),7AM (7),nuke  Nuke,Fragadelphia 17 Last Chance Qualifier
9/9/22,7AM (20),BLVKHVND (22),d2  Dust2,Fragadelphia 17 Last Chance Qualifier
9/9/22,Sharks (11),Fluxo (16),nuke  Nuke,ESL Challenger Rotterdam 2022 South America Open Qualifier 1
9/9/22,Fluxo (16),Sharks (4),d2  Dust2,ESL Challenger Rotterdam 2022 South America Open Qualifier 1
9/9/22,Snakes Den (6),Apeks (16),anc  Ancient,Fragadelphia 17 Last Chance Qualifier
9/9/22,Apeks (16),Snakes Den (1),inf  Inferno,Fragadelphia 17 Last Chance Qualifier
9/9/22,X13 (12),Detonate (16),inf  Inferno,Fragadelphia 17 Last Chance Qualifier
9/9/22,X13 (5),Detonate (16),vtg  Vertigo,Fragadelphia 17 Last Chance Qualifier
9/9/22,Detonate (12),X13 (16),nuke  Nuke,Fragadelphia 17 Last Chance Qualifier
9/9/22,FURIA Academy (12),Sharks (16),mrg  Mirage,ESL Challenger Rotterdam 2022 South America Open Qualifier 1
9/9/22,FaZe (16),Outsiders (11),inf  Inferno,ESL Pro League Season 16
9/9/22,Outsiders (16),FaZe (5),anc  Ancient,ESL Pro League Season 16
9/9/22,Outsiders (5),FaZe (16),d2  Dust2,ESL Pro League Season 16
9/9/22,EG White (16),7AM (0),nuke  Nuke,Fragadelphia 17 Last Chance Qualifier
9/9/22,7AM (12),EG White (16),inf  Inferno,Fragadelphia 17 Last Chance Qualifier
9/9/22,EG White (12),7AM (16),vtg  Vertigo,Fragadelphia 17 Last Chance Qualifier
9/9/22,Limitless (16),Vireo.pro (14),nuke  Nuke,Fragadelphia 17 Last Chance Qualifier
9/9/22,Vireo.pro (19),Limitless (17),ovp  Overpass,Fragadelphia 17 Last Chance Qualifier
9/9/22,Limitless (19),Vireo.pro (17),mrg  Mirage,Fragadelphia 17 Last Chance Qualifier
9/9/22,Snakes Den (19),Firstwave (16),nuke  Nuke,Fragadelphia 17 Last Chance Qualifier
9/9/22,Firstwave (13),Snakes Den (16),inf  Inferno,Fragadelphia 17 Last Chance Qualifier
9/9/22,Daotsu (13),ARCTIC (16),nuke  Nuke,CBCS Masters Festival 2022 Finals
9/9/22,ARCTIC (12),Daotsu (16),inf  Inferno,CBCS Masters Festival 2022 Finals
9/9/22,Daotsu (7),ARCTIC (16),anc  Ancient,CBCS Masters Festival 2022 Finals
9/9/22,Esoteric (12),X13 (16),inf  Inferno,Fragadelphia 17 Last Chance Qualifier
9/9/22,X13 (16),Esoteric (12),d2  Dust2,Fragadelphia 17 Last Chance Qualifier
9/9/22,Detonate (14),EG Black (16),inf  Inferno,Fragadelphia 17 Last Chance Qualifier
9/9/22,EG Black (16),Detonate (5),vtg  Vertigo,Fragadelphia 17 Last Chance Qualifier
9/9/22,BLVKHVND (16),Zenigma (10),d2  Dust2,Fragadelphia 17 Last Chance Qualifier
9/9/22,Zenigma (2),BLVKHVND (16),vtg  Vertigo,Fragadelphia 17 Last Chance Qualifier
9/9/22,Tricked (16),Monte (10),nuke  Nuke,ESL Challenger Rotterdam 2022 Europe Open Qualifier 1
9/9/22,Tricked (5),Monte (16),mrg  Mirage,ESL Challenger Rotterdam 2022 Europe Open Qualifier 1
9/9/22,Monte (14),Tricked (16),vtg  Vertigo,ESL Challenger Rotterdam 2022 Europe Open Qualifier 1
9/9/22,SKADE (15),1WIN (19),nuke  Nuke,ESL Challenger Rotterdam 2022 Europe Open Qualifier 1
9/9/22,1WIN (16),SKADE (7),ovp  Overpass,ESL Challenger Rotterdam 2022 Europe Open Qualifier 1
9/9/22,Websterz (13),Monte (16),d2  Dust2,ESL Challenger Rotterdam 2022 Europe Open Qualifier 1
9/9/22,SKADE (16),Iron Branch (8),inf  Inferno,ESL Challenger Rotterdam 2022 Europe Open Qualifier 1
9/9/22,Tricked (16),Into the Breach (9),mrg  Mirage,ESL Challenger Rotterdam 2022 Europe Open Qualifier 1
9/9/22,1WIN (16),Looking For Org (5),anc  Ancient,ESL Challenger Rotterdam 2022 Europe Open Qualifier 1
9/9/22,Esoteric (16),DU Black (11),d2  Dust2,Fragadelphia 17 Last Chance Qualifier
9/9/22,Snakes Den (16),Kari (8),ovp  Overpass,Fragadelphia 17 Last Chance Qualifier
9/9/22,BIG Academy (28),Apeks (24),anc  Ancient,Fragadelphia 17 Last Chance Qualifier
9/9/22,boyfriend peek (6),Limitless (16),d2  Dust2,Fragadelphia 17 Last Chance Qualifier
