Date,Team1,Team2,Map,Event
14/3/22,HEET (16),LDLC (10),inf  Inferno,FantasyExpo EU Champions Spring 2022 France Closed Qualifier
14/3/22,Into the Breach (13),fnatic (16),ovp  Overpass,FantasyExpo EU Champions Spring 2022 UK & Ireland Closed Qualifier
14/3/22,fnatic (16),Into the Breach (11),nuke  Nuke,FantasyExpo EU Champions Spring 2022 UK & Ireland Closed Qualifier
14/3/22,4glory (16),BIG Academy (6),d2  Dust2,Pinnacle Cup III
14/3/22,BIG Academy (8),4glory (16),mrg  Mirage,Pinnacle Cup III
14/3/22,Eternal Fire (12),Apeks (16),inf  Inferno,Pinnacle Winter Series 3
14/3/22,Eternal Fire (25),Apeks (21),mrg  Mirage,Pinnacle Winter Series 3
14/3/22,Apeks (19),Eternal Fire (17),vtg  Vertigo,Pinnacle Winter Series 3
14/3/22,MASONIC (16),Fjerritslev Gymnasium (2),nuke  Nuke,Elisa Invitational Spring 2022 Denmark Closed Qualifier
14/3/22,Fjerritslev Gymnasium (19),MASONIC (17),anc  Ancient,Elisa Invitational Spring 2022 Denmark Closed Qualifier
14/3/22,MASONIC (16),Fjerritslev Gymnasium (9),vtg  Vertigo,Elisa Invitational Spring 2022 Denmark Closed Qualifier
14/3/22,FAMBIT (13),4glory (16),anc  Ancient,Pinnacle Cup III
14/3/22,Falcons (16),Ambush (11),d2  Dust2,FantasyExpo EU Champions Spring 2022 France Closed Qualifier
14/3/22,Ambush (12),Falcons (16),mrg  Mirage,FantasyExpo EU Champions Spring 2022 France Closed Qualifier
14/3/22,Falcons (17),Ambush (19),inf  Inferno,FantasyExpo EU Champions Spring 2022 France Closed Qualifier
14/3/22,SKADE (16),SAW (11),inf  Inferno,Thunderpick Bitcoin Series 1
14/3/22,SKADE (16),SAW (5),ovp  Overpass,Thunderpick Bitcoin Series 1
14/3/22,SAW (16),SKADE (8),nuke  Nuke,Thunderpick Bitcoin Series 1
14/3/22,Coalesce (7),BIG Academy (16),d2  Dust2,Pinnacle Cup III
14/3/22,UNGENTIUM (19),MOUZ NXT (16),anc  Ancient,Pinnacle Winter Series 3
14/3/22,MOUZ NXT (19),UNGENTIUM (16),inf  Inferno,Pinnacle Winter Series 3
14/3/22,UNGENTIUM (16),MOUZ NXT (7),d2  Dust2,Pinnacle Winter Series 3
14/3/22,FAMBIT (6),Endpoint (16),mrg  Mirage,FantasyExpo EU Champions Spring 2022 UK & Ireland Closed Qualifier
14/3/22,Endpoint (16),FAMBIT (4),ovp  Overpass,FantasyExpo EU Champions Spring 2022 UK & Ireland Closed Qualifier
14/3/22,HEET (16),FORZE (13),nuke  Nuke,Thunderpick Bitcoin Series 1
14/3/22,HEET (16),FORZE (9),d2  Dust2,Thunderpick Bitcoin Series 1
14/3/22,Astralis Talent (4),MAD Lions (16),inf  Inferno,Pinnacle Cup III
14/3/22,MAD Lions (16),Astralis Talent (10),ovp  Overpass,Pinnacle Cup III
14/3/22,Endpoint (14),GamerLegion (16),mrg  Mirage,Pinnacle Winter Series 3
14/3/22,GamerLegion (16),Endpoint (7),vtg  Vertigo,Pinnacle Winter Series 3
14/3/22,Enterprise (8),MAD Lions (16),inf  Inferno,Pinnacle Cup III
14/3/22,ex-FURY (9),ORDER (16),nuke  Nuke,ESL Australia & NZ Championship Season 14
14/3/22,ORDER (16),ex-FURY (13),ovp  Overpass,ESL Australia & NZ Championship Season 14
14/3/22,ex-FURY (16),ORDER (13),mrg  Mirage,ESL Australia & NZ Championship Season 14
14/3/22,AGO (14),Astralis Talent (16),anc  Ancient,Pinnacle Cup III
14/3/22,Unique (17),Dignitas (19),mrg  Mirage,Thunderpick Bitcoin Series 1
14/3/22,Dignitas (19),Unique (17),ovp  Overpass,Thunderpick Bitcoin Series 1
14/3/22,Dignitas (12),Unique (16),inf  Inferno,Thunderpick Bitcoin Series 1
14/3/22,Wisla Krakow (7),SKADE (16),ovp  Overpass,Pinnacle Winter Series 3
14/3/22,SKADE (16),Wisla Krakow (14),mrg  Mirage,Pinnacle Winter Series 3
14/3/22,8Ballers (6),Renegades (16),anc  Ancient,ESL Australia & NZ Championship Season 14
14/3/22,Renegades (16),8Ballers (8),vtg  Vertigo,ESL Australia & NZ Championship Season 14
14/3/22,paiN (16),Snakes Den (11),nuke  Nuke,PGL Major Antwerp 2022 Americas RMR NA Open Qualifier 2
14/3/22,paiN (16),Snakes Den (4),vtg  Vertigo,PGL Major Antwerp 2022 Americas RMR NA Open Qualifier 2
14/3/22,Evil Geniuses (7),Party Astronauts (16),inf  Inferno,PGL Major Antwerp 2022 Americas RMR NA Open Qualifier 2
14/3/22,Party Astronauts (16),Snakes Den (10),inf  Inferno,PGL Major Antwerp 2022 Americas RMR NA Open Qualifier 2
14/3/22,Snakes Den (8),Party Astronauts (16),nuke  Nuke,PGL Major Antwerp 2022 Americas RMR NA Open Qualifier 2
14/3/22,Evil Geniuses (16),paiN (14),mrg  Mirage,PGL Major Antwerp 2022 Americas RMR NA Open Qualifier 2
14/3/22,Evil Geniuses (16),paiN (8),nuke  Nuke,PGL Major Antwerp 2022 Americas RMR NA Open Qualifier 2
13/3/22,Snakes Den (16),Brazen (11),vtg  Vertigo,PGL Major Antwerp 2022 Americas RMR NA Open Qualifier 2
