Date,Team1,Team2,Map,Event
22/7/21,Keyd (6),Santos (16),inf  Inferno,CBCS Elite League 2021 Season 2
22/7/21,FURIA Academy (14),VP.Prodigy (16),vtg  Vertigo,WePlay Academy League Season 1
22/7/21,MOUZ NXT (16),Young Ninjas (11),nuke  Nuke,WePlay Academy League Season 1
22/7/21,BIG Academy (6),fnatic Rising (16),inf  Inferno,WePlay Academy League Season 1
22/7/21,NAVI Junior (8),Astralis Talent (16),vtg  Vertigo,WePlay Academy League Season 1
22/7/21,ADAGIO (16),SevenIZI (3),d2  Dust2,Flow FiReLEAGUE 2021 Andean
22/7/21,SevenIZI (1),ADAGIO (16),inf  Inferno,Flow FiReLEAGUE 2021 Andean
22/7/21,Santos (6),DETONA (16),d2  Dust2,CBCS Elite League 2021 Season 2
22/7/21,Bravos (16),Furious (12),nuke  Nuke,CBCS Elite League 2021 Season 2
22/7/21,Supremacy (16),STMN (13),vtg  Vertigo,Flow FiReLEAGUE 2021 Andean
22/7/21,Supremacy (14),STMN (16),nuke  Nuke,Flow FiReLEAGUE 2021 Andean
22/7/21,STMN (5),Supremacy (16),inf  Inferno,Flow FiReLEAGUE 2021 Andean
22/7/21,Black Dragons (16),Meta Academy (12),ovp  Overpass,CBCS Elite League 2021 Season 2
22/7/21,Paquetá (16),GKC (5),nuke  Nuke,CBCS Elite League 2021 Season 2
21/7/21,INTZ (14),SWS (16),mrg  Mirage,CBCS Elite League 2021 Season 2
21/7/21,Patins da Ferrari (6),Sharks (16),d2  Dust2,CBCS Elite League 2021 Season 2
21/7/21,Liberty (16),KG Network (12),vtg  Vertigo,CBCS Elite League 2021 Season 2
21/7/21,Keyd (3),MIBR (16),anc  Ancient,CBCS Elite League 2021 Season 2
21/7/21,FURIA Academy (5),fnatic Rising (16),inf  Inferno,WePlay Academy League Season 1
21/7/21,NAVI Junior (16),VP.Prodigy (1),anc  Ancient,WePlay Academy League Season 1
21/7/21,Young Ninjas (16),Astralis Talent (3),ovp  Overpass,WePlay Academy League Season 1
21/7/21,BIG Academy (16),MOUZ NXT (13),nuke  Nuke,WePlay Academy League Season 1
21/7/21,Chiefs (19),Rooster (17),mrg  Mirage,LPL Pro League Season 8
21/7/21,Rooster (8),Chiefs (16),d2  Dust2,LPL Pro League Season 8
21/7/21,Chiefs (16),Rooster (19),inf  Inferno,LPL Pro League Season 8
21/7/21,Paradox (6),Dire Wolves (16),nuke  Nuke,LPL Pro League Season 8
21/7/21,Paradox (16),Dire Wolves (19),mrg  Mirage,LPL Pro League Season 8
20/7/21,NAVI Junior (16),Young Ninjas (11),mrg  Mirage,WePlay Academy League Season 1
20/7/21,Astralis Talent (11),BIG Academy (16),nuke  Nuke,WePlay Academy League Season 1
20/7/21,fnatic Rising (19),VP.Prodigy (17),vtg  Vertigo,WePlay Academy League Season 1
20/7/21,MOUZ NXT (12),FURIA Academy (16),inf  Inferno,WePlay Academy League Season 1
20/7/21,Warriors (9),ex-Bizarre (16),d2  Dust2,LPL Pro League Season 8
20/7/21,ex-Bizarre (16),Warriors (13),anc  Ancient,LPL Pro League Season 8
20/7/21,Animal Squad (7),FURY (16),nuke  Nuke,LPL Pro League Season 8
20/7/21,FURY (16),Animal Squad (6),ovp  Overpass,LPL Pro League Season 8
20/7/21,X13 (10),Coldest Riders (16),nuke  Nuke,ESEA Premier Season 37 North America Relegation
20/7/21,Coldest Riders (16),X13 (9),ovp  Overpass,ESEA Premier Season 37 North America Relegation
20/7/21,X13 (16),Coldest Riders (14),vtg  Vertigo,ESEA Premier Season 37 North America Relegation
20/7/21,Bravos (14),Paquetá (16),vtg  Vertigo,Liga Gamers Club 2021 Serie A July Cup
20/7/21,Paquetá (16),Bravos (10),ovp  Overpass,Liga Gamers Club 2021 Serie A July Cup
19/7/21,MOUZ NXT (22),fnatic Rising (18),vtg  Vertigo,WePlay Academy League Season 1
19/7/21,FURIA Academy (16),Astralis Talent (10),vtg  Vertigo,WePlay Academy League Season 1
19/7/21,100PG (13),Spirit Academy (16),inf  Inferno,EVOLSTAR CIS Cup 2021
19/7/21,100PG (11),Spirit Academy (16),mrg  Mirage,EVOLSTAR CIS Cup 2021
19/7/21,100PG (16),Spirit Academy (12),d2  Dust2,EVOLSTAR CIS Cup 2021
19/7/21,BIG Academy (16),NAVI Junior (6),mrg  Mirage,WePlay Academy League Season 1
19/7/21,Young Ninjas (16),VP.Prodigy (14),ovp  Overpass,WePlay Academy League Season 1
19/7/21,bankaPEPSI (12),Spirit Academy (16),nuke  Nuke,EVOLSTAR CIS Cup 2021
19/7/21,bankaPEPSI (16),Spirit Academy (11),d2  Dust2,EVOLSTAR CIS Cup 2021
19/7/21,Spirit Academy (16),bankaPEPSI (8),mrg  Mirage,EVOLSTAR CIS Cup 2021
