Date,Team1,Team2,Map,Event
29/10/21,REZIST (9),SSP (16),mrg  Mirage,ESL Meisterschaft Autumn 2021
29/10/21,SKADE (14),4glory (16),anc  Ancient,CEE Champions 2021
29/10/21,4glory (14),SKADE (16),d2  Dust2,CEE Champions 2021
29/10/21,SKADE (15),4glory (19),inf  Inferno,CEE Champions 2021
29/10/21,PACT (16),M1 (7),nuke  Nuke,ESL Polish Championship Autumn 2021 Play-In
29/10/21,M1 (16),PACT (11),ovp  Overpass,ESL Polish Championship Autumn 2021 Play-In
29/10/21,PACT (16),M1 (8),vtg  Vertigo,ESL Polish Championship Autumn 2021 Play-In
29/10/21,cowana (14),NLG (16),vtg  Vertigo,ESL Meisterschaft Autumn 2021
29/10/21,NLG (16),cowana (7),inf  Inferno,ESL Meisterschaft Autumn 2021
29/10/21,cowana (16),NLG (6),ovp  Overpass,ESL Meisterschaft Autumn 2021
29/10/21,Entropiq Prague (12),0to100 (16),mrg  Mirage,CEE Champions 2021
29/10/21,0to100 (16),Entropiq Prague (6),nuke  Nuke,CEE Champions 2021
29/10/21,Spirit (12),Astralis (16),inf  Inferno,PGL Major Stockholm 2021 Challengers Stage
29/10/21,Astralis (16),Spirit (8),d2  Dust2,PGL Major Stockholm 2021 Challengers Stage
29/10/21,TPT (10),ESCA (16),ovp  Overpass,ESL Polish Championship Autumn 2021 Play-In
29/10/21,ESCA (16),TPT (10),inf  Inferno,ESL Polish Championship Autumn 2021 Play-In
29/10/21,MOUZ (16),BIG (12),nuke  Nuke,PGL Major Stockholm 2021 Challengers Stage
29/10/21,BIG (12),MOUZ (16),inf  Inferno,PGL Major Stockholm 2021 Challengers Stage
29/10/21,MOUZ (10),BIG (16),d2  Dust2,PGL Major Stockholm 2021 Challengers Stage
29/10/21,Movistar Riders (14),Heroic (16),ovp  Overpass,PGL Major Stockholm 2021 Challengers Stage
29/10/21,Heroic (16),Movistar Riders (7),inf  Inferno,PGL Major Stockholm 2021 Challengers Stage
28/10/21,Run or Die (16),Nemiga (12),mrg  Mirage,CEE Champions 2021
28/10/21,Run or Die (22),Nemiga (18),inf  Inferno,CEE Champions 2021
28/10/21,Nemiga (16),Run or Die (8),d2  Dust2,CEE Champions 2021
28/10/21,MOUZ (16),Renegades (6),vtg  Vertigo,PGL Major Stockholm 2021 Challengers Stage
28/10/21,Renegades (10),MOUZ (16),inf  Inferno,PGL Major Stockholm 2021 Challengers Stage
28/10/21,MOUZ (14),Renegades (16),mrg  Mirage,PGL Major Stockholm 2021 Challengers Stage
28/10/21,Astralis (19),paiN (16),anc  Ancient,PGL Major Stockholm 2021 Challengers Stage
28/10/21,paiN (8),Astralis (16),nuke  Nuke,PGL Major Stockholm 2021 Challengers Stage
28/10/21,BLUEJAYS (16),iNation (12),anc  Ancient,CEE Champions 2021
28/10/21,BLUEJAYS (13),iNation (16),nuke  Nuke,CEE Champions 2021
28/10/21,iNation (13),BLUEJAYS (16),mrg  Mirage,CEE Champions 2021
28/10/21,ENCE (16),BIG (10),nuke  Nuke,PGL Major Stockholm 2021 Challengers Stage
28/10/21,BIG (8),ENCE (16),mrg  Mirage,PGL Major Stockholm 2021 Challengers Stage
28/10/21,ENCE (10),BIG (16),d2  Dust2,PGL Major Stockholm 2021 Challengers Stage
28/10/21,TYLOO (16),Movistar Riders (19),vtg  Vertigo,PGL Major Stockholm 2021 Challengers Stage
28/10/21,Movistar Riders (7),TYLOO (16),mrg  Mirage,PGL Major Stockholm 2021 Challengers Stage
28/10/21,TYLOO (14),Movistar Riders (16),inf  Inferno,PGL Major Stockholm 2021 Challengers Stage
28/10/21,Spirit (15),Virtus.pro (19),ovp  Overpass,PGL Major Stockholm 2021 Challengers Stage
28/10/21,Virtus.pro (12),Spirit (16),anc  Ancient,PGL Major Stockholm 2021 Challengers Stage
28/10/21,Spirit (7),Virtus.pro (16),inf  Inferno,PGL Major Stockholm 2021 Challengers Stage
28/10/21,Heroic (4),Entropiq (16),mrg  Mirage,PGL Major Stockholm 2021 Challengers Stage
28/10/21,Entropiq (16),Heroic (14),nuke  Nuke,PGL Major Stockholm 2021 Challengers Stage
28/10/21,Heroic (16),Entropiq (10),anc  Ancient,PGL Major Stockholm 2021 Challengers Stage
27/10/21,SAW Youngsters (7),OFFSET (16),inf  Inferno,Flow FiReLEAGUE 2021 Iberia
27/10/21,VELOX (16),RVNS (8),ovp  Overpass,Flow FiReLEAGUE 2021 Iberia
27/10/21,RVNS (13),VELOX (16),anc  Ancient,Flow FiReLEAGUE 2021 Iberia
27/10/21,paiN (16),Sharks (4),nuke  Nuke,PGL Major Stockholm 2021 Challengers Stage
27/10/21,Sharks (20),paiN (22),anc  Ancient,PGL Major Stockholm 2021 Challengers Stage
27/10/21,paiN (16),Sharks (19),vtg  Vertigo,PGL Major Stockholm 2021 Challengers Stage
