Date,Team1,Team2,Map,Event
5/4/22,Players (9),FaZe (16),ovp  Overpass,ESL Pro League Season 15
5/4/22,FaZe (5),Players (16),mrg  Mirage,ESL Pro League Season 15
5/4/22,Players (4),FaZe (16),inf  Inferno,ESL Pro League Season 15
5/4/22,DREAM (2),Young Ninjas (16),inf  Inferno,Elisa Invitational Spring 2022 Contenders
5/4/22,DREAM (8),Young Ninjas (16),mrg  Mirage,Elisa Invitational Spring 2022 Contenders
5/4/22,Young Ninjas (6),DREAM (16),vtg  Vertigo,Elisa Invitational Spring 2022 Contenders
5/4/22,Into the Breach (16),Nemiga (3),mrg  Mirage,ESL Challenger League Season 40 Europe Relegation
5/4/22,Nemiga (14),Into the Breach (16),vtg  Vertigo,ESL Challenger League Season 40 Europe Relegation
5/4/22,fnatic (12),ENCE (16),nuke  Nuke,ESL Pro League Season 15
5/4/22,ENCE (16),fnatic (5),ovp  Overpass,ESL Pro League Season 15
5/4/22,PROSPECTS (16),BIG Academy (19),d2  Dust2,Elisa Invitational Spring 2022 Contenders
5/4/22,BIG Academy (16),PROSPECTS (7),ovp  Overpass,Elisa Invitational Spring 2022 Contenders
5/4/22,Kanga (7),Sanguine (16),nuke  Nuke,ESL Australia & NZ Championship Season 14
5/4/22,Sanguine (16),Kanga (7),mrg  Mirage,ESL Australia & NZ Championship Season 14
5/4/22,PoP (16),ORDER (14),mrg  Mirage,ESL Australia & NZ Championship Season 14
5/4/22,ORDER (5),PoP (16),vtg  Vertigo,ESL Australia & NZ Championship Season 14
5/4/22,TeamOne (16),Valkyrie (14),mrg  Mirage,Ace North American Masters Spring 2022 - BLAST Premier Qualifier
5/4/22,Orgless (8),ATK (16),d2  Dust2,Ace North American Masters Spring 2022 - BLAST Premier Qualifier
5/4/22,Unjustified (11),Third Impact (16),nuke  Nuke,ESL Challenger League Season 40 North America Relegation
5/4/22,Third Impact (19),Unjustified (16),inf  Inferno,ESL Challenger League Season 40 North America Relegation
5/4/22,Orgless (16),TeamOne (5),anc  Ancient,Ace North American Masters Spring 2022 - BLAST Premier Qualifier
5/4/22,BHOP (14),Philadelphia Liberty (16),ovp  Overpass,ESL Challenger League Season 40 North America Relegation
5/4/22,Philadelphia Liberty (16),BHOP (2),inf  Inferno,ESL Challenger League Season 40 North America Relegation
5/4/22,BHOP (16),Philadelphia Liberty (10),mrg  Mirage,ESL Challenger League Season 40 North America Relegation
5/4/22,UYU (16),Eros (8),mrg  Mirage,ESL Challenger League Season 40 North America Relegation
5/4/22,Eros (14),UYU (16),vtg  Vertigo,ESL Challenger League Season 40 North America Relegation
5/4/22,Limitless (8),Bad News Bears (16),ovp  Overpass,ESL Challenger League Season 40 North America Relegation
5/4/22,Bad News Bears (16),Limitless (3),d2  Dust2,ESL Challenger League Season 40 North America Relegation
5/4/22,ATK (16),Valkyrie (12),ovp  Overpass,Ace North American Masters Spring 2022 - BLAST Premier Qualifier
5/4/22,Redragon (16),SWS (8),d2  Dust2,Liga Gamers Club 2022 Serie A March Cup
5/4/22,SWS (16),Redragon (13),ovp  Overpass,Liga Gamers Club 2022 Serie A March Cup
5/4/22,Redragon (22),SWS (20),inf  Inferno,Liga Gamers Club 2022 Serie A March Cup
4/4/22,Counter Nature (9),Strife (16),ovp  Overpass,Ace North American Masters Spring 2022 - BLAST Premier Qualifier
4/4/22,Gaimin Gladiators (12),paiN (16),vtg  Vertigo,Ace North American Masters Spring 2022 - BLAST Premier Qualifier
4/4/22,EKO (4),FAMBIT (16),vtg  Vertigo,ESL Premiership Spring 2022
4/4/22,FAMBIT (16),EKO (6),inf  Inferno,ESL Premiership Spring 2022
4/4/22,Gaimin Gladiators (16),Strife (8),mrg  Mirage,Ace North American Masters Spring 2022 - BLAST Premier Qualifier
4/4/22,ARCTIC (16),Black Dragons (7),ovp  Overpass,Liga Gamers Club 2022 Serie A March Cup
4/4/22,Black Dragons (17),ARCTIC (19),nuke  Nuke,Liga Gamers Club 2022 Serie A March Cup
4/4/22,MASONIC (14),Into the Breach (16),inf  Inferno,ESL Challenger League Season 40 Europe Relegation
4/4/22,Into the Breach (16),MASONIC (12),nuke  Nuke,ESL Challenger League Season 40 Europe Relegation
4/4/22,paiN (16),Counter Nature (2),d2  Dust2,Ace North American Masters Spring 2022 - BLAST Premier Qualifier
4/4/22,Run or Die (13),Sangal (16),vtg  Vertigo,ESL Challenger League Season 40 Europe Relegation
4/4/22,Run or Die (13),Sangal (16),ovp  Overpass,ESL Challenger League Season 40 Europe Relegation
4/4/22,Sangal (11),Run or Die (16),d2  Dust2,ESL Challenger League Season 40 Europe Relegation
4/4/22,ALTERNATE aTTaX (10),cowana (16),nuke  Nuke,ESL Meisterschaft Spring 2022
4/4/22,cowana (16),ALTERNATE aTTaX (14),inf  Inferno,ESL Meisterschaft Spring 2022
4/4/22,SINNERS (16),FAMBIT (9),vtg  Vertigo,ESL Challenger League Season 40 Europe Relegation
4/4/22,FAMBIT (10),SINNERS (16),inf  Inferno,ESL Challenger League Season 40 Europe Relegation
4/4/22,The Last Resort (9),BLVKHVND (16),inf  Inferno,ESL Premiership Spring 2022
