Date,Team1,Team2,Map,Event
20/8/21,Coscu Army (11),Leviatan (16),d2  Dust2,Flow FiReLEAGUE 2021 Southern Cone
20/8/21,Leviatan (16),Coscu Army (11),nuke  Nuke,Flow FiReLEAGUE 2021 Southern Cone
20/8/21,Vitality (16),Spirit (13),nuke  Nuke,ESL Pro League Season 14
20/8/21,Spirit (4),Vitality (16),mrg  Mirage,ESL Pro League Season 14
20/8/21,Vitality (9),Spirit (16),d2  Dust2,ESL Pro League Season 14
20/8/21,Sangal (7),Eternal Fire (16),d2  Dust2,ESA Supremes Vestel Cup 2021
20/8/21,Eternal Fire (16),Sangal (11),inf  Inferno,ESA Supremes Vestel Cup 2021
20/8/21,Astralis (8),Heroic (16),vtg  Vertigo,ESL Pro League Season 14
20/8/21,Heroic (16),Astralis (8),inf  Inferno,ESL Pro League Season 14
20/8/21,Bad News Bears (11),ENCE (16),nuke  Nuke,ESL Pro League Season 14
20/8/21,ENCE (16),Bad News Bears (4),ovp  Overpass,ESL Pro League Season 14
20/8/21,Trasko (14),Nemiga (16),vtg  Vertigo,IronWar Grand Prix 2021
20/8/21,Nemiga (16),Trasko (9),inf  Inferno,IronWar Grand Prix 2021
20/8/21,bankaPEPSI (16),KHAN (7),d2  Dust2,IronWar Grand Prix 2021
20/8/21,KHAN (6),bankaPEPSI (16),inf  Inferno,IronWar Grand Prix 2021
20/8/21,Wisla Krakow (16),PACT (13),d2  Dust2,Malta Vibes Knockout Series 1
20/8/21,PACT (16),Wisla Krakow (11),vtg  Vertigo,Malta Vibes Knockout Series 1
20/8/21,PACT (12),Wisla Krakow (16),ovp  Overpass,Malta Vibes Knockout Series 1
20/8/21,Sangal (16),Sahangiller (13),d2  Dust2,ESA Supremes Vestel Cup 2021
20/8/21,Sangal (16),Sahangiller (13),inf  Inferno,ESA Supremes Vestel Cup 2021
20/8/21,Nexus (6),ONYX (16),vtg  Vertigo,IronWar Grand Prix 2021
20/8/21,ONYX (16),Nexus (14),nuke  Nuke,IronWar Grand Prix 2021
20/8/21,Nemiga (16),GORILLAZ (5),nuke  Nuke,Malta Vibes Knockout Series 1
20/8/21,GORILLAZ (16),Nemiga (19),inf  Inferno,Malta Vibes Knockout Series 1
20/8/21,B8 (6),SKADE (16),d2  Dust2,IronWar Grand Prix 2021
20/8/21,B8 (10),SKADE (16),vtg  Vertigo,IronWar Grand Prix 2021
20/8/21,HONORIS (12),Infinite (16),inf  Inferno,European Development Championship 5
20/8/21,Infinite (16),HONORIS (13),nuke  Nuke,European Development Championship 5
20/8/21,HONORIS (16),Infinite (11),mrg  Mirage,European Development Championship 5
20/8/21,AGO (16),INDE IRAE (7),inf  Inferno,IronWar Grand Prix 2021
20/8/21,INDE IRAE (15),AGO (19),anc  Ancient,IronWar Grand Prix 2021
20/8/21,777 (1),Izako Boars (16),vtg  Vertigo,Malta Vibes Knockout Series 1
20/8/21,777 (16),Izako Boars (9),mrg  Mirage,Malta Vibes Knockout Series 1
20/8/21,Izako Boars (16),777 (13),anc  Ancient,Malta Vibes Knockout Series 1
20/8/21,HONORIS (16),bankaPEPSI (13),nuke  Nuke,European Development Championship 5
20/8/21,NewBelarus (16),VP.Prodigy (14),d2  Dust2,IronWar Grand Prix 2021
20/8/21,NewBelarus (16),VP.Prodigy (11),ovp  Overpass,IronWar Grand Prix 2021
20/8/21,LastWind (16),Save's (19),vtg  Vertigo,Ghetto eGames Season 1 Finals
20/8/21,Save's (16),LastWind (14),mrg  Mirage,Ghetto eGames Season 1 Finals
20/8/21,Medieval (1),Trasko (16),vtg  Vertigo,Ghetto eGames Season 1 Finals
20/8/21,Trasko (16),Medieval (5),nuke  Nuke,Ghetto eGames Season 1 Finals
20/8/21,Infinite (16),SKADE (13),mrg  Mirage,European Development Championship 5
20/8/21,Renewal (10),Wings Up (16),inf  Inferno,Funspark ULTI 2021 Asia Playoffs 1
20/8/21,Renewal (10),Wings Up (16),mrg  Mirage,Funspark ULTI 2021 Asia Playoffs 1
20/8/21,Wings Up (9),Renewal (16),ovp  Overpass,Funspark ULTI 2021 Asia Playoffs 1
20/8/21,BEZ ZP (16),EC Brugge (12),d2  Dust2,IronWar Grand Prix 2021
20/8/21,BEZ ZP (13),EC Brugge (16),anc  Ancient,IronWar Grand Prix 2021
20/8/21,Moralezz (16),AVEZ (8),mrg  Mirage,IronWar Grand Prix 2021
20/8/21,AVEZ (16),Moralezz (13),ovp  Overpass,IronWar Grand Prix 2021
20/8/21,Moralezz (16),AVEZ (9),nuke  Nuke,IronWar Grand Prix 2021
