Date,Team1,Team2,Map,Event
15/10/22,Sashi (16),struggletony (7),nuke  Nuke,NPF Invitational 2022
15/10/22,Nixuh (5),Eternal Fire (16),vtg  Vertigo,ESL Challenger Rotterdam 2022
15/10/22,Eternal Fire (19),Nixuh (17),inf  Inferno,ESL Challenger Rotterdam 2022
15/10/22,Victorum (14),Red Wolves (16),anc  Ancient,ESL Challenger League Season 42 North America Relegation
15/10/22,Red Wolves (16),Victorum (14),nuke  Nuke,ESL Challenger League Season 42 North America Relegation
15/10/22,Victorum (16),Red Wolves (13),inf  Inferno,ESL Challenger League Season 42 North America Relegation
15/10/22,Villainous (7),Snakes Den (16),inf  Inferno,ESL Challenger League Season 42 North America Relegation
15/10/22,Snakes Den (16),Villainous (14),d2  Dust2,ESL Challenger League Season 42 North America Relegation
15/10/22,Villainous (16),Snakes Den (10),vtg  Vertigo,ESL Challenger League Season 42 North America Relegation
14/10/22,CEPTER (19),struggletony (17),nuke  Nuke,NPF Invitational 2022
14/10/22,struggletony (12),CEPTER (16),d2  Dust2,NPF Invitational 2022
14/10/22,CEPTER (14),struggletony (16),ovp  Overpass,NPF Invitational 2022
14/10/22,Atlantic (16),Sashi (10),ovp  Overpass,NPF Invitational 2022
14/10/22,Sashi (13),Atlantic (16),inf  Inferno,NPF Invitational 2022
14/10/22,Atlantic (9),Sashi (16),mrg  Mirage,NPF Invitational 2022
14/10/22,Flames Ascent (5),Astralis Talent (16),inf  Inferno,NPF Invitational 2022
14/10/22,Astralis Talent (16),Flames Ascent (12),ovp  Overpass,NPF Invitational 2022
14/10/22,Brøndby (7),Tricked (16),nuke  Nuke,NPF Invitational 2022
14/10/22,Tricked (16),Brøndby (7),vtg  Vertigo,NPF Invitational 2022
14/10/22,Isurus (12),Imperial (16),ovp  Overpass,Flow FiReLEAGUE 2022 Global Finals
14/10/22,Imperial (16),Isurus (14),d2  Dust2,Flow FiReLEAGUE 2022 Global Finals
14/10/22,TeamOne (14),Fluxo (16),anc  Ancient,ESL Challenger Rotterdam 2022
14/10/22,TeamOne (5),Fluxo (16),d2  Dust2,ESL Challenger Rotterdam 2022
14/10/22,Fluxo (13),TeamOne (16),mrg  Mirage,ESL Challenger Rotterdam 2022
14/10/22,BIG Academy (19),PROSPECTS (16),nuke  Nuke,WePlay Academy League Season 6
14/10/22,KTRL (16),iNation (5),nuke  Nuke,Jaxi League Balkan Series 2022
14/10/22,KTRL (16),iNation (5),anc  Ancient,Jaxi League Balkan Series 2022
14/10/22,iNation (16),KTRL (12),inf  Inferno,Jaxi League Balkan Series 2022
14/10/22,MOUZ (16),Movistar Riders (8),nuke  Nuke,ESL Challenger Rotterdam 2022
14/10/22,Kappa Bar (8),Lilmix (16),anc  Ancient,Svenska Cupen 2022
14/10/22,Lilmix (19),Kappa Bar (16),mrg  Mirage,Svenska Cupen 2022
14/10/22,WLG (12),X (16),anc  Ancient,CCT South Europe Series 1
14/10/22,fnatic Rising (16),Flames Ascent (6),nuke  Nuke,WePlay Academy League Season 6
14/10/22,Entropiq (16),Sprout (14),ovp  Overpass,ESL Challenger League Season 42 Europe
14/10/22,Sprout (14),Entropiq (16),mrg  Mirage,ESL Challenger League Season 42 Europe
14/10/22,Entropiq (12),Sprout (16),anc  Ancient,ESL Challenger League Season 42 Europe
14/10/22,BLUEJAYS (16),ex-TITANS (14),ovp  Overpass,CCT North Europe Series 1
14/10/22,ex-TITANS (16),BLUEJAYS (2),inf  Inferno,CCT North Europe Series 1
14/10/22,BLUEJAYS (22),ex-TITANS (19),mrg  Mirage,CCT North Europe Series 1
14/10/22,UNGENTIUM (6),AGO (16),vtg  Vertigo,ESL Challenger League Season 42 Europe Relegation
14/10/22,UNGENTIUM (5),AGO (16),mrg  Mirage,ESL Challenger League Season 42 Europe Relegation
14/10/22,AGO (11),UNGENTIUM (16),anc  Ancient,ESL Challenger League Season 42 Europe Relegation
14/10/22,MIBR Academy (9),ENCE Academy (16),mrg  Mirage,WePlay Academy League Season 6
14/10/22,Outsiders (14),ENCE (16),mrg  Mirage,ESL Challenger Rotterdam 2022
14/10/22,Tricked (19),IKLA (17),mrg  Mirage,CCT South Europe Series 1
14/10/22,ECLOT (16),eSuba (12),vtg  Vertigo,Slovak National Championship 2022
14/10/22,eSuba (16),ECLOT (4),inf  Inferno,Slovak National Championship 2022
14/10/22,ECLOT (19),eSuba (16),ovp  Overpass,Slovak National Championship 2022
14/10/22,OneTap (16),Nexus (14),d2  Dust2,Jaxi League Balkan Series 2022
14/10/22,OneTap (16),Nexus (13),nuke  Nuke,Jaxi League Balkan Series 2022
