Date,Team1,Team2,Map,Event
4/3/22,Apeks Legends (16),GAS (6),anc  Ancient,Fragadelphia 16
4/3/22,Imperial (16),TotalePro (2),nuke  Nuke,PGL Major Antwerp 2022 Americas RMR SA Open Qualifier 1
4/3/22,Sharks (16),Boca Juniors (2),mrg  Mirage,PGL Major Antwerp 2022 Americas RMR SA Open Qualifier 1
4/3/22,Apeks Rebels (16),Kinship (3),nuke  Nuke,Fragadelphia 16
4/3/22,Kinship (6),Apeks Rebels (16),vtg  Vertigo,Fragadelphia 16
4/3/22,WinX (10),BIG (16),d2  Dust2,PGL Major Antwerp 2022 Europe RMR Open Qualifier 3
4/3/22,BIG (19),WinX (17),mrg  Mirage,PGL Major Antwerp 2022 Europe RMR Open Qualifier 3
4/3/22,Sprout (19),FORZE (17),inf  Inferno,PGL Major Antwerp 2022 Europe RMR Open Qualifier 3
4/3/22,FORZE (6),Sprout (16),d2  Dust2,PGL Major Antwerp 2022 Europe RMR Open Qualifier 3
4/3/22,Sprout (9),FORZE (16),nuke  Nuke,PGL Major Antwerp 2022 Europe RMR Open Qualifier 3
4/3/22,Unique (16),Illuminar (2),ovp  Overpass,PGL Major Antwerp 2022 Europe RMR Open Qualifier 3
4/3/22,Illuminar (16),Unique (9),mrg  Mirage,PGL Major Antwerp 2022 Europe RMR Open Qualifier 3
4/3/22,Unique (16),Illuminar (7),d2  Dust2,PGL Major Antwerp 2022 Europe RMR Open Qualifier 3
4/3/22,1shot (7),SAW (16),vtg  Vertigo,PGL Major Antwerp 2022 Europe RMR Open Qualifier 3
4/3/22,SAW (16),1shot (11),nuke  Nuke,PGL Major Antwerp 2022 Europe RMR Open Qualifier 3
4/3/22,Old But Gold (14),New Threat (16),d2  Dust2,Fragadelphia 16
4/3/22,New Threat (16),Old But Gold (4),mrg  Mirage,Fragadelphia 16
4/3/22,Old But Gold (16),New Threat (9),anc  Ancient,Fragadelphia 16
4/3/22,Omega (16),Stealth (4),mrg  Mirage,Fragadelphia 16
4/3/22,Stealth (14),Omega (16),ovp  Overpass,Fragadelphia 16
4/3/22,Omega (6),Stealth (16),inf  Inferno,Fragadelphia 16
4/3/22,Prison Break (16),Monkey Business (11),d2  Dust2,Fragadelphia 16
4/3/22,Monkey Business (9),Prison Break (16),mrg  Mirage,Fragadelphia 16
4/3/22,Prison Break (13),Monkey Business (16),nuke  Nuke,Fragadelphia 16
4/3/22,GAS (13),Kinship (16),anc  Ancient,Fragadelphia 16
4/3/22,Kinship (16),GAS (10),mrg  Mirage,Fragadelphia 16
4/3/22,Planet Express (6),TeamOne (16),inf  Inferno,Fragadelphia 16
4/3/22,TeamOne (16),Planet Express (4),mrg  Mirage,Fragadelphia 16
4/3/22,Apeks Legends (6),Apeks Rebels (16),inf  Inferno,Fragadelphia 16
4/3/22,Apeks Rebels (16),Apeks Legends (6),mrg  Mirage,Fragadelphia 16
4/3/22,Garfie (4),Underground Kings (16),anc  Ancient,Fragadelphia 16
4/3/22,Underground Kings (16),Garfie (3),nuke  Nuke,Fragadelphia 16
4/3/22,Tribute to Tribute (6),Touch Point (16),inf  Inferno,Fragadelphia 16
4/3/22,Touch Point (16),Tribute to Tribute (4),mrg  Mirage,Fragadelphia 16
4/3/22,Anonymo (10),WinX (16),d2  Dust2,PGL Major Antwerp 2022 Europe RMR Open Qualifier 3
4/3/22,MAD Lions (15),BIG (19),nuke  Nuke,PGL Major Antwerp 2022 Europe RMR Open Qualifier 3
4/3/22,fnatic (13),Illuminar (16),ovp  Overpass,PGL Major Antwerp 2022 Europe RMR Open Qualifier 3
4/3/22,K23 (12),SAW (16),nuke  Nuke,PGL Major Antwerp 2022 Europe RMR Open Qualifier 3
4/3/22,Unique (16),UNGENTIUM (8),inf  Inferno,PGL Major Antwerp 2022 Europe RMR Open Qualifier 3
4/3/22,BLUEJAYS (9),Sprout (16),d2  Dust2,PGL Major Antwerp 2022 Europe RMR Open Qualifier 3
4/3/22,777 (5),1shot (16),d2  Dust2,PGL Major Antwerp 2022 Europe RMR Open Qualifier 3
4/3/22,FORZE (16),MASONIC (2),nuke  Nuke,PGL Major Antwerp 2022 Europe RMR Open Qualifier 3
4/3/22,Enterprise (10),ALTERNATE aTTaX (16),ovp  Overpass,Pinnacle Winter Series 3 Regionals
4/3/22,Enterprise (16),ALTERNATE aTTaX (4),anc  Ancient,Pinnacle Winter Series 3 Regionals
4/3/22,ALTERNATE aTTaX (16),Enterprise (10),mrg  Mirage,Pinnacle Winter Series 3 Regionals
4/3/22,Entropiq (5),ENCE (16),mrg  Mirage,Elisa Invitational Winter 2021
4/3/22,ENCE (16),Entropiq (4),ovp  Overpass,Elisa Invitational Winter 2021
4/3/22,Eternal Fire (8),SKADE (16),inf  Inferno,Elisa Invitational Winter 2021
4/3/22,SKADE (16),Eternal Fire (13),d2  Dust2,Elisa Invitational Winter 2021
4/3/22,eSuba (16),Ambush (13),inf  Inferno,Pinnacle Winter Series 3 Regionals
