Date,Team1,Team2,Map,Event
26/3/22,Meta (16),Los Grandes (14),inf  Inferno,CBCS Retake Series 2022 Season 1
26/3/22,AJF (5),The Union (16),ovp  Overpass,CBCS Retake Series 2022 Season 1
26/3/22,B4 (10),ARCTIC (16),nuke  Nuke,CBCS Retake Series 2022 Season 1
26/3/22,Meta (16),FreeStyle (10),inf  Inferno,CBCS Retake Series 2022 Season 1
26/3/22,Los Grandes (16),SWS (7),d2  Dust2,CBCS Retake Series 2022 Season 1
25/3/22,Stars Horizon (16),Cruzeiro (13),anc  Ancient,CBCS Retake Series 2022 Season 1
25/3/22,FURIA Academy (16),MIBR Academy (7),vtg  Vertigo,CBCS Retake Series 2022 Season 1
25/3/22,UNO MILLE (19),Redragon (17),mrg  Mirage,CBCS Retake Series 2022 Season 1
25/3/22,UNGENTIUM (16),Sprout (14),d2  Dust2,FantasyExpo EU Champions Spring 2022 - BLAST Premier Qualifier
25/3/22,The Union (16),ELES (4),inf  Inferno,CBCS Retake Series 2022 Season 1
25/3/22,Black Dragons (12),AJF (16),d2  Dust2,CBCS Retake Series 2022 Season 1
25/3/22,Sprout (16),EC Brugge (6),anc  Ancient,FantasyExpo EU Champions Spring 2022 - BLAST Premier Qualifier
25/3/22,Party Astronauts (8),GODSENT (16),anc  Ancient,ESL Pro League Season 15
25/3/22,GODSENT (16),Party Astronauts (9),nuke  Nuke,ESL Pro League Season 15
25/3/22,MOUZ NXT (15),OFFSET (19),nuke  Nuke,OMEN WGR European Challenge 2022
25/3/22,UNGENTIUM (13),Apeks (16),anc  Ancient,FantasyExpo EU Champions Spring 2022 - BLAST Premier Qualifier
25/3/22,FORZE (11),MASONIC (16),anc  Ancient,ESEA Advanced Season 40 Europe
25/3/22,MASONIC (19),FORZE (17),nuke  Nuke,ESEA Advanced Season 40 Europe
25/3/22,SAW (16),Imperial (10),d2  Dust2,OMEN WGR European Challenge 2022
25/3/22,UNGENTIUM (16),Sprout (14),inf  Inferno,FantasyExpo EU Champions Spring 2022 - BLAST Premier Qualifier
25/3/22,OFFSET (13),SAW (16),vtg  Vertigo,OMEN WGR European Challenge 2022
25/3/22,Apeks (16),EC Brugge (8),anc  Ancient,FantasyExpo EU Champions Spring 2022 - BLAST Premier Qualifier
25/3/22,MOUZ NXT (4),Imperial (16),inf  Inferno,OMEN WGR European Challenge 2022
25/3/22,Endpoint (16),Into the Breach (13),inf  Inferno,Pinnacle Cup III
25/3/22,Into the Breach (10),Endpoint (16),ovp  Overpass,Pinnacle Cup III
25/3/22,Liquid (16),Movistar Riders (19),anc  Ancient,ESL Pro League Season 15
25/3/22,Movistar Riders (16),Liquid (12),mrg  Mirage,ESL Pro League Season 15
25/3/22,Liquid (16),Movistar Riders (14),inf  Inferno,ESL Pro League Season 15
25/3/22,Lilmix (12),AVE (16),anc  Ancient,ESEA Advanced Season 40 Europe
25/3/22,AVE (16),Lilmix (5),mrg  Mirage,ESEA Advanced Season 40 Europe
25/3/22,SAW (16),MOUZ NXT (6),nuke  Nuke,OMEN WGR European Challenge 2022
25/3/22,Imperial (16),OFFSET (4),nuke  Nuke,OMEN WGR European Challenge 2022
25/3/22,Tricked (16),Finest (7),inf  Inferno,Pinnacle Cup III
25/3/22,Tricked (8),Finest (16),anc  Ancient,Pinnacle Cup III
25/3/22,Finest (16),Tricked (19),vtg  Vertigo,Pinnacle Cup III
25/3/22,BIG (14),Players (16),anc  Ancient,ESL Pro League Season 15
25/3/22,BIG (20),Players (22),vtg  Vertigo,ESL Pro League Season 15
25/3/22,Rare Atom (16),Invictus (12),mrg  Mirage,Perfect World Arena Premier League Season 1
25/3/22,Rare Atom (22),Invictus (20),inf  Inferno,Perfect World Arena Premier League Season 1
25/3/22,Invictus (16),Rare Atom (9),nuke  Nuke,Perfect World Arena Premier League Season 1
25/3/22,GamerLegion (16),Anonymo (4),inf  Inferno,Pinnacle Cup III
25/3/22,Anonymo (12),GamerLegion (16),vtg  Vertigo,Pinnacle Cup III
25/3/22,GamerLegion (8),Anonymo (16),anc  Ancient,Pinnacle Cup III
25/3/22,Wings Up (11),TYLOO (16),inf  Inferno,Perfect World Arena Premier League Season 1
25/3/22,TYLOO (16),Wings Up (12),anc  Ancient,Perfect World Arena Premier League Season 1
25/3/22,UYU (16),Infinity (8),mrg  Mirage,ESEA Advanced Season 40 North America
25/3/22,UYU (14),Infinity (16),d2  Dust2,ESEA Advanced Season 40 North America
25/3/22,Infinity (6),UYU (16),nuke  Nuke,ESEA Advanced Season 40 North America
25/3/22,Philadelphia Liberty (16),Magic School Bus (11),vtg  Vertigo,ESEA Advanced Season 40 North America
25/3/22,Magic School Bus (12),Philadelphia Liberty (16),mrg  Mirage,ESEA Advanced Season 40 North America
