Date,Team1,Team2,Map,Event
11/10/21,LDLC (16),ECLOT (10),d2  Dust2,REPUBLEAGUE TIPOS Season 2
11/10/21,ECLOT (4),LDLC (16),inf  Inferno,REPUBLEAGUE TIPOS Season 2
11/10/21,LDLC (11),ECLOT (16),mrg  Mirage,REPUBLEAGUE TIPOS Season 2
11/10/21,BIG Academy (11),Spirit Academy (16),mrg  Mirage,Malta Vibes Knockout Series 3
11/10/21,Spirit Academy (9),BIG Academy (16),ovp  Overpass,Malta Vibes Knockout Series 3
11/10/21,SKADE (16),Eternal Fire (4),vtg  Vertigo,Pinnacle Fall Series 2
11/10/21,Eternal Fire (10),SKADE (16),mrg  Mirage,Pinnacle Fall Series 2
11/10/21,Galaxy Racer (16),K23 (4),mrg  Mirage,Pinnacle Fall Series 2
11/10/21,K23 (16),Galaxy Racer (19),inf  Inferno,Pinnacle Fall Series 2
11/10/21,VERTEX (10),ORDER (16),vtg  Vertigo,ESL Australia & NZ Championship Season 13
11/10/21,VERTEX (11),ORDER (16),mrg  Mirage,ESL Australia & NZ Championship Season 13
11/10/21,ORDER (10),VERTEX (16),anc  Ancient,ESL Australia & NZ Championship Season 13
11/10/21,Izako Boars (16),4glory (8),mrg  Mirage,Malta Vibes Knockout Series 3
11/10/21,4glory (6),Izako Boars (16),anc  Ancient,Malta Vibes Knockout Series 3
11/10/21,INDE IRAE (7),AaB (16),inf  Inferno,Pinnacle Fall Series 2
11/10/21,INDE IRAE (12),AaB (16),anc  Ancient,Pinnacle Fall Series 2
11/10/21,AaB (14),INDE IRAE (16),mrg  Mirage,Pinnacle Fall Series 2
11/10/21,HAVU (16),1WIN (5),ovp  Overpass,Pinnacle Fall Series 2
11/10/21,HAVU (16),1WIN (10),nuke  Nuke,Pinnacle Fall Series 2
11/10/21,1WIN (16),HAVU (9),anc  Ancient,Pinnacle Fall Series 2
11/10/21,Dynasty (3),Looking For Org (16),ovp  Overpass,ESL Australia & NZ Championship Season 13
11/10/21,Looking For Org (16),Dynasty (7),anc  Ancient,ESL Australia & NZ Championship Season 13
11/10/21,Newhappy (8),Renewal (16),inf  Inferno,Funspark ULTI 2021 Asia Regional Series 3
11/10/21,Renewal (13),Newhappy (16),nuke  Nuke,Funspark ULTI 2021 Asia Regional Series 3
11/10/21,Newhappy (12),Renewal (16),d2  Dust2,Funspark ULTI 2021 Asia Regional Series 3
11/10/21,Synthetic (16),Valors (10),ovp  Overpass,ESEA Advanced Season 38 North America
11/10/21,Synthetic (20),Valors (22),mrg  Mirage,ESEA Advanced Season 38 North America
11/10/21,Valors (17),Synthetic (19),inf  Inferno,ESEA Advanced Season 38 North America
10/10/21,Liquid (16),paiN (4),vtg  Vertigo,IEM Fall 2021 North America
10/10/21,Liquid (7),paiN (16),nuke  Nuke,IEM Fall 2021 North America
10/10/21,paiN (9),Liquid (16),ovp  Overpass,IEM Fall 2021 North America
10/10/21,GODSENT (8),FURIA (16),nuke  Nuke,IEM Fall 2021 North America
10/10/21,FURIA (16),GODSENT (14),inf  Inferno,IEM Fall 2021 North America
10/10/21,GODSENT (6),FURIA (16),mrg  Mirage,IEM Fall 2021 North America
10/10/21,Astralis (5),Vitality (16),vtg  Vertigo,IEM Fall 2021 Europe
10/10/21,Vitality (16),Astralis (6),nuke  Nuke,IEM Fall 2021 Europe
10/10/21,Nemiga (9),Finest (16),ovp  Overpass,ESEA Advanced Season 38 Europe
10/10/21,Finest (16),Nemiga (7),inf  Inferno,ESEA Advanced Season 38 Europe
10/10/21,D13 (3),Singularity (16),inf  Inferno,William Hill Cup 2021 Closed Qualifier
10/10/21,D13 (7),Singularity (16),nuke  Nuke,William Hill Cup 2021 Closed Qualifier
10/10/21,Eternal Fire (16),FunPlus Phoenix (19),nuke  Nuke,IEM Winter 2021 Europe Open Qualifier 1
10/10/21,FunPlus Phoenix (14),Eternal Fire (16),d2  Dust2,IEM Winter 2021 Europe Open Qualifier 1
10/10/21,Eternal Fire (6),FunPlus Phoenix (16),inf  Inferno,IEM Winter 2021 Europe Open Qualifier 1
10/10/21,Galaxy Racer (13),fnatic (16),ovp  Overpass,IEM Winter 2021 Europe Open Qualifier 1
10/10/21,Galaxy Racer (6),fnatic (16),mrg  Mirage,IEM Winter 2021 Europe Open Qualifier 1
10/10/21,fnatic (10),Galaxy Racer (16),inf  Inferno,IEM Winter 2021 Europe Open Qualifier 1
10/10/21,eSuba (16),Enterprise (9),anc  Ancient,Slovak National Championship 2021
10/10/21,Enterprise (16),eSuba (4),mrg  Mirage,Slovak National Championship 2021
10/10/21,eSuba (16),Enterprise (14),ovp  Overpass,Slovak National Championship 2021
10/10/21,Enterprise (6),eSuba (16),nuke  Nuke,Slovak National Championship 2021
