Date,Team1,Team2,Map,Event
16/1/22,MIBR fe (14),Liberty fe (16),mrg  Mirage,ESEA Winter 2021 Women Cash Cup 1 South America
16/1/22,Little Bocks (6),CLG Red (16),vtg  Vertigo,ESEA Winter 2021 Women Cash Cup 1 North America
16/1/22,CLG Red (16),Little Bocks (8),ovp  Overpass,ESEA Winter 2021 Women Cash Cup 1 North America
16/1/22,DBL PONEY (10),1shot (16),d2  Dust2,ESEA Winter 2021 Cash Cup 2 Europe
16/1/22,1shot (8),DBL PONEY (16),vtg  Vertigo,ESEA Winter 2021 Cash Cup 2 Europe
16/1/22,DBL PONEY (12),1shot (16),nuke  Nuke,ESEA Winter 2021 Cash Cup 2 Europe
16/1/22,4750mix (9),equipa (16),ovp  Overpass,ESEA Winter 2021 Women Cash Cup 1 Europe
16/1/22,equipa (16),4750mix (10),vtg  Vertigo,ESEA Winter 2021 Women Cash Cup 1 Europe
16/1/22,4750mix (16),equipa (14),nuke  Nuke,ESEA Winter 2021 Women Cash Cup 1 Europe
16/1/22,VP.Prodigy (8),Spirit Academy (16),nuke  Nuke,WePlay Academy League Season 3
16/1/22,Spirit Academy (16),VP.Prodigy (13),ovp  Overpass,WePlay Academy League Season 3
16/1/22,MONKE (10),1shot (16),inf  Inferno,ESEA Winter 2021 Cash Cup 2 Europe
16/1/22,MONKE (16),1shot (3),mrg  Mirage,ESEA Winter 2021 Cash Cup 2 Europe
16/1/22,1shot (16),MONKE (14),vtg  Vertigo,ESEA Winter 2021 Cash Cup 2 Europe
16/1/22,FPSBUG (9),DBL PONEY (16),vtg  Vertigo,ESEA Winter 2021 Cash Cup 2 Europe
16/1/22,FPSBUG (16),DBL PONEY (13),nuke  Nuke,ESEA Winter 2021 Cash Cup 2 Europe
16/1/22,DBL PONEY (16),FPSBUG (3),d2  Dust2,ESEA Winter 2021 Cash Cup 2 Europe
16/1/22,Astralis Talent (16),Young Ninjas (12),ovp  Overpass,WePlay Academy League Season 3
16/1/22,Young Ninjas (12),Astralis Talent (16),nuke  Nuke,WePlay Academy League Season 3
16/1/22,B8 (10),Run or Die (16),d2  Dust2,UESF Parimatch Ukrainian Super Cup 2021
16/1/22,B8 (16),Run or Die (2),vtg  Vertigo,UESF Parimatch Ukrainian Super Cup 2021
16/1/22,B8 (16),Run or Die (7),ovp  Overpass,UESF Parimatch Ukrainian Super Cup 2021
16/1/22,B8 (9),Run or Die (16),mrg  Mirage,UESF Parimatch Ukrainian Super Cup 2021
16/1/22,Run or Die (16),EC Kyiv (6),inf  Inferno,UESF Parimatch Ukrainian Super Cup 2021
16/1/22,EC Kyiv (7),Run or Die (16),mrg  Mirage,UESF Parimatch Ukrainian Super Cup 2021
16/1/22,ONET4P (16),Big Chillin (4),inf  Inferno,ESEA Winter 2021 Cash Cup 2 North America
16/1/22,cs (14),RBG (16),nuke  Nuke,ESEA Winter 2021 Cash Cup 2 North America
16/1/22,InControl (11),Party Astronauts (16),nuke  Nuke,ESEA Winter 2021 Cash Cup 2 North America
15/1/22,Strife (16),umomd (6),inf  Inferno,ESEA Winter 2021 Cash Cup 2 North America
15/1/22,SWS (16),ELEVATE (11),mrg  Mirage,Liga Gamers Club 2021 Serie A December Cup
15/1/22,ELEVATE (6),SWS (16),inf  Inferno,Liga Gamers Club 2021 Serie A December Cup
15/1/22,SWS (7),ELEVATE (16),nuke  Nuke,Liga Gamers Club 2021 Serie A December Cup
15/1/22,Eternal Fire Academy (5),VP.Prodigy (16),vtg  Vertigo,WePlay Academy League Season 3
15/1/22,Eternal Fire Academy (2),VP.Prodigy (16),anc  Ancient,WePlay Academy League Season 3
15/1/22,VP.Prodigy (19),Eternal Fire Academy (22),inf  Inferno,WePlay Academy League Season 3
15/1/22,NAVI Junior (8),Astralis Talent (16),vtg  Vertigo,WePlay Academy League Season 3
15/1/22,Astralis Talent (16),NAVI Junior (10),mrg  Mirage,WePlay Academy League Season 3
15/1/22,NAVI Junior (16),Astralis Talent (14),ovp  Overpass,WePlay Academy League Season 3
15/1/22,B8 (16),Run or Die (9),d2  Dust2,UESF Parimatch Ukrainian Super Cup 2021
15/1/22,Run or Die (16),B8 (14),mrg  Mirage,UESF Parimatch Ukrainian Super Cup 2021
15/1/22,Run or Die (10),B8 (16),nuke  Nuke,UESF Parimatch Ukrainian Super Cup 2021
15/1/22,EC Kyiv (16),Doge Soldiers (12),mrg  Mirage,UESF Parimatch Ukrainian Super Cup 2021
15/1/22,EC Kyiv (16),Doge Soldiers (10),inf  Inferno,UESF Parimatch Ukrainian Super Cup 2021
15/1/22,Stars Horizon (10),ELEVATE (16),inf  Inferno,Liga Gamers Club 2021 Serie A December Cup
15/1/22,Stars Horizon (8),ELEVATE (16),vtg  Vertigo,Liga Gamers Club 2021 Serie A December Cup
15/1/22,ELEVATE (17),Stars Horizon (19),nuke  Nuke,Liga Gamers Club 2021 Serie A December Cup
14/1/22,Redragon (16),SWS (5),vtg  Vertigo,Liga Gamers Club 2021 Serie A December Cup
14/1/22,SWS (16),Redragon (13),d2  Dust2,Liga Gamers Club 2021 Serie A December Cup
14/1/22,Redragon (16),SWS (14),inf  Inferno,Liga Gamers Club 2021 Serie A December Cup
14/1/22,VP.Prodigy (16),FURIA Academy (6),nuke  Nuke,WePlay Academy League Season 3
