Date,Team1,Team2,Map,Event
4/3/22,Ambush (13),eSuba (16),nuke  Nuke,Pinnacle Winter Series 3 Regionals
4/3/22,1shot (19),UNGENTIUM (17),inf  Inferno,Pinnacle Winter Series 3 Regionals
4/3/22,UNGENTIUM (13),1shot (16),d2  Dust2,Pinnacle Winter Series 3 Regionals
3/3/22,Dignitas (10),Copenhagen Flames (16),anc  Ancient,Elisa Invitational Winter 2021
3/3/22,Copenhagen Flames (16),Dignitas (12),mrg  Mirage,Elisa Invitational Winter 2021
3/3/22,EC Brugge (16),ALTERNATE aTTaX (14),vtg  Vertigo,Pinnacle Winter Series 3 Regionals
3/3/22,ALTERNATE aTTaX (16),EC Brugge (19),mrg  Mirage,Pinnacle Winter Series 3 Regionals
3/3/22,EC Brugge (12),ALTERNATE aTTaX (16),inf  Inferno,Pinnacle Winter Series 3 Regionals
3/3/22,ECLOT (16),eSuba (9),anc  Ancient,Pinnacle Winter Series 3 Regionals
3/3/22,eSuba (4),ECLOT (16),inf  Inferno,Pinnacle Winter Series 3 Regionals
3/3/22,HAVU (14),HEET (16),nuke  Nuke,Elisa Invitational Winter 2021
3/3/22,HAVU (3),HEET (16),inf  Inferno,Elisa Invitational Winter 2021
3/3/22,HEET (16),HAVU (19),d2  Dust2,Elisa Invitational Winter 2021
3/3/22,1shot (16),Into the Breach (19),d2  Dust2,Pinnacle Winter Series 3 Regionals
3/3/22,1shot (7),Into the Breach (16),inf  Inferno,Pinnacle Winter Series 3 Regionals
3/3/22,Into the Breach (5),1shot (16),mrg  Mirage,Pinnacle Winter Series 3 Regionals
3/3/22,UNGENTIUM (16),KOVA (7),inf  Inferno,Pinnacle Winter Series 3 Regionals
3/3/22,UNGENTIUM (7),KOVA (16),nuke  Nuke,Pinnacle Winter Series 3 Regionals
3/3/22,KOVA (14),UNGENTIUM (16),mrg  Mirage,Pinnacle Winter Series 3 Regionals
3/3/22,Hysteria (10),Paradox (16),nuke  Nuke,ESL Australia & NZ Championship Season 14
3/3/22,Paradox (16),Hysteria (3),vtg  Vertigo,ESL Australia & NZ Championship Season 14
3/3/22,Ambush (16),HONORIS (9),inf  Inferno,Pinnacle Winter Series 3 Regionals
3/3/22,Ambush (16),HONORIS (11),nuke  Nuke,Pinnacle Winter Series 3 Regionals
3/3/22,HONORIS (16),Ambush (9),vtg  Vertigo,Pinnacle Winter Series 3 Regionals
3/3/22,Enterprise (16),Sampi (7),anc  Ancient,Pinnacle Winter Series 3 Regionals
3/3/22,Sampi (23),Enterprise (25),inf  Inferno,Pinnacle Winter Series 3 Regionals
3/3/22,domilk (4),Renegades (16),inf  Inferno,ESL Australia & NZ Championship Season 14
3/3/22,Renegades (16),domilk (2),anc  Ancient,ESL Australia & NZ Championship Season 14
3/3/22,ELES (19),B4 (15),d2  Dust2,FiReLEAGUE Latin Power Spring 2022 Open Qualifier 2
3/3/22,ELES (16),Meta (7),inf  Inferno,FiReLEAGUE Latin Power Spring 2022 Open Qualifier 2
3/3/22,B4 (16),LA COCONETA (8),ovp  Overpass,FiReLEAGUE Latin Power Spring 2022 Open Qualifier 2
2/3/22,SINNERS (16),Spirit (14),mrg  Mirage,PGL Major Antwerp 2022 Europe RMR Open Qualifier 2
2/3/22,Endpoint (5),Bad News Eagles (16),mrg  Mirage,PGL Major Antwerp 2022 Europe RMR Open Qualifier 2
2/3/22,Endpoint (13),Spirit (16),mrg  Mirage,PGL Major Antwerp 2022 Europe RMR Open Qualifier 2
2/3/22,Bad News Eagles (12),SINNERS (16),inf  Inferno,PGL Major Antwerp 2022 Europe RMR Open Qualifier 2
2/3/22,ALTERNATE aTTaX (12),Astralis Talent (16),ovp  Overpass,Pinnacle Winter Series 3 Regionals
2/3/22,ALTERNATE aTTaX (12),Astralis Talent (16),vtg  Vertigo,Pinnacle Winter Series 3 Regionals
2/3/22,Astralis Talent (10),ALTERNATE aTTaX (16),anc  Ancient,Pinnacle Winter Series 3 Regionals
2/3/22,K23 (15),Endpoint (19),anc  Ancient,PGL Major Antwerp 2022 Europe RMR Open Qualifier 2
2/3/22,Endpoint (12),K23 (16),inf  Inferno,PGL Major Antwerp 2022 Europe RMR Open Qualifier 2
2/3/22,K23 (7),Endpoint (16),mrg  Mirage,PGL Major Antwerp 2022 Europe RMR Open Qualifier 2
2/3/22,eSuba (4),Young Ninjas (16),inf  Inferno,Pinnacle Winter Series 3 Regionals
2/3/22,eSuba (16),Young Ninjas (6),mrg  Mirage,Pinnacle Winter Series 3 Regionals
2/3/22,Young Ninjas (19),eSuba (15),nuke  Nuke,Pinnacle Winter Series 3 Regionals
2/3/22,SINNERS (16),FTW (9),inf  Inferno,PGL Major Antwerp 2022 Europe RMR Open Qualifier 2
2/3/22,FTW (12),SINNERS (16),nuke  Nuke,PGL Major Antwerp 2022 Europe RMR Open Qualifier 2
2/3/22,Spirit (19),Strive in chaos (16),d2  Dust2,PGL Major Antwerp 2022 Europe RMR Open Qualifier 2
2/3/22,Spirit (16),Strive in chaos (11),ovp  Overpass,PGL Major Antwerp 2022 Europe RMR Open Qualifier 2
2/3/22,Spirit (14),Strive in chaos (16),mrg  Mirage,PGL Major Antwerp 2022 Europe RMR Open Qualifier 2
2/3/22,4glory (9),Bad News Eagles (16),anc  Ancient,PGL Major Antwerp 2022 Europe RMR Open Qualifier 2
