Date,Team1,Team2,Map,Event
7/10/22,Entropiq Prague (10),Enterprise (16),inf  Inferno,Sazka eLEAGUE Fall 2022 Finals
7/10/22,Enterprise (14),Entropiq Prague (16),d2  Dust2,Sazka eLEAGUE Fall 2022 Finals
7/10/22,Sprout (16),B8 (7),inf  Inferno,IEM Road to Rio 2022 Europe RMR A
7/10/22,B8 (13),Sprout (16),vtg  Vertigo,IEM Road to Rio 2022 Europe RMR A
7/10/22,Sprout (13),B8 (16),nuke  Nuke,IEM Road to Rio 2022 Europe RMR A
7/10/22,1WIN (13),Cloud9 (16),ovp  Overpass,IEM Road to Rio 2022 Europe RMR A
7/10/22,Cloud9 (16),1WIN (12),vtg  Vertigo,IEM Road to Rio 2022 Europe RMR A
7/10/22,Spirit (16),Bad News Eagles (11),mrg  Mirage,IEM Road to Rio 2022 Europe RMR A
7/10/22,Bad News Eagles (6),Spirit (16),nuke  Nuke,IEM Road to Rio 2022 Europe RMR A
7/10/22,paiN (13),FURIA (16),vtg  Vertigo,IEM Road to Rio 2022 Americas RMR
7/10/22,FURIA (16),paiN (8),nuke  Nuke,IEM Road to Rio 2022 Americas RMR
7/10/22,ATK (7),9z (16),d2  Dust2,IEM Road to Rio 2022 Americas RMR
7/10/22,9z (16),ATK (2),inf  Inferno,IEM Road to Rio 2022 Americas RMR
7/10/22,eSuba (16),SINNERS (6),ovp  Overpass,Sazka eLEAGUE Fall 2022 Finals
7/10/22,eSuba (16),SINNERS (7),mrg  Mirage,Sazka eLEAGUE Fall 2022 Finals
7/10/22,Illuminar (16),FANTASY (13),nuke  Nuke,IEM Road to Rio 2022 Europe RMR B
7/10/22,Illuminar (22),FANTASY (20),anc  Ancient,IEM Road to Rio 2022 Europe RMR B
7/10/22,Illuminar (13),FANTASY (16),d2  Dust2,IEM Road to Rio 2022 Europe RMR B
7/10/22,HEET (16),SAW (7),d2  Dust2,IEM Road to Rio 2022 Europe RMR B
7/10/22,SAW (16),HEET (9),inf  Inferno,IEM Road to Rio 2022 Europe RMR B
7/10/22,HEET (19),SAW (16),vtg  Vertigo,IEM Road to Rio 2022 Europe RMR B
7/10/22,BIG (14),ENCE (16),nuke  Nuke,IEM Road to Rio 2022 Europe RMR B
7/10/22,ENCE (16),BIG (9),d2  Dust2,IEM Road to Rio 2022 Europe RMR B
7/10/22,Grayhound (19),Rare Atom (17),vtg  Vertigo,IEM Road to Rio 2022 Asia RMR
7/10/22,Rare Atom (16),Grayhound (2),anc  Ancient,IEM Road to Rio 2022 Asia RMR
7/10/22,Grayhound (16),Rare Atom (9),inf  Inferno,IEM Road to Rio 2022 Asia RMR
7/10/22,JiJieHao International (4),IHC (16),nuke  Nuke,IEM Road to Rio 2022 Asia RMR
7/10/22,IHC (16),JiJieHao International (14),anc  Ancient,IEM Road to Rio 2022 Asia RMR
6/10/22,Isurus (16),ARCTIC (10),anc  Ancient,IEM Road to Rio 2022 Americas RMR
6/10/22,ARCTIC (9),Isurus (16),inf  Inferno,IEM Road to Rio 2022 Americas RMR
6/10/22,Infinity (10),TeamOne (16),mrg  Mirage,IEM Road to Rio 2022 Americas RMR
6/10/22,TeamOne (16),Infinity (14),inf  Inferno,IEM Road to Rio 2022 Americas RMR
6/10/22,Natus Vincere (16),Outsiders (4),inf  Inferno,IEM Road to Rio 2022 Europe RMR B
6/10/22,Outsiders (13),Natus Vincere (16),mrg  Mirage,IEM Road to Rio 2022 Europe RMR B
6/10/22,K23 (16),AGO (1),ovp  Overpass,ESL Challenger League Season 42 Europe
6/10/22,AGO (20),K23 (22),d2  Dust2,ESL Challenger League Season 42 Europe
6/10/22,K23 (11),AGO (16),mrg  Mirage,ESL Challenger League Season 42 Europe
6/10/22,ECSTATIC (7),FORZE (16),d2  Dust2,IEM Road to Rio 2022 Europe RMR A
6/10/22,FORZE (16),ECSTATIC (7),ovp  Overpass,IEM Road to Rio 2022 Europe RMR A
6/10/22,Complexity (7),Liquid (16),anc  Ancient,IEM Road to Rio 2022 Americas RMR
6/10/22,Liquid (14),Complexity (16),ovp  Overpass,IEM Road to Rio 2022 Americas RMR
6/10/22,Complexity (9),Liquid (16),inf  Inferno,IEM Road to Rio 2022 Americas RMR
6/10/22,9z (13),Evil Geniuses (16),mrg  Mirage,IEM Road to Rio 2022 Americas RMR
6/10/22,Evil Geniuses (11),9z (16),d2  Dust2,IEM Road to Rio 2022 Americas RMR
6/10/22,9z (5),Evil Geniuses (16),ovp  Overpass,IEM Road to Rio 2022 Americas RMR
6/10/22,Aurora (8),Eternal Fire (16),nuke  Nuke,IEM Road to Rio 2022 Europe RMR A
6/10/22,Eternal Fire (15),Aurora (19),mrg  Mirage,IEM Road to Rio 2022 Europe RMR A
6/10/22,Aurora (9),Eternal Fire (16),vtg  Vertigo,IEM Road to Rio 2022 Europe RMR A
6/10/22,Ninjas in Pyjamas (16),Cloud9 (14),vtg  Vertigo,IEM Road to Rio 2022 Europe RMR A
6/10/22,Ninjas in Pyjamas (11),Cloud9 (16),inf  Inferno,IEM Road to Rio 2022 Europe RMR A
