Date,Team1,Team2,Map,Event
25/2/23,Arctic Raptors (16),eMasters (9),anc  Ancient,Intel epic38
25/2/23,Partizan (16),Zero Tenacity (10),mrg  Mirage,CCT South Europe Series 3
25/2/23,Zero Tenacity (8),Partizan (16),inf  Inferno,CCT South Europe Series 3
25/2/23,iNation (16),Katuna (12),anb  Anubis,RES Season 4
25/2/23,iNation (10),Katuna (16),ovp  Overpass,RES Season 4
25/2/23,Katuna (8),iNation (16),inf  Inferno,RES Season 4
25/2/23,MIBR (11),Eternal Fire (16),vtg  Vertigo,ESL Pro League Season 17
25/2/23,MIBR (10),Eternal Fire (16),anb  Anubis,ESL Pro League Season 17
25/2/23,Anonymo (5),MOUZ NXT (16),nuke  Nuke,CCT North Europe Series 4 Closed Qualifier
25/2/23,MOUZ NXT (10),Anonymo (16),ovp  Overpass,CCT North Europe Series 4 Closed Qualifier
25/2/23,Anonymo (7),MOUZ NXT (16),vtg  Vertigo,CCT North Europe Series 4 Closed Qualifier
25/2/23,Atlantic (11),Route8 (16),anb  Anubis,Road to Astralis Nexus 2023 Grand Finale
25/2/23,Route8 (16),Atlantic (1),inf  Inferno,Road to Astralis Nexus 2023 Grand Finale
25/2/23,Coalesce (16),Viperio (13),anb  Anubis,Intel epic38
25/2/23,Viperio (5),Coalesce (16),vtg  Vertigo,Intel epic38
25/2/23,Permitta (16),ThunderFlash (9),vtg  Vertigo,GAM3RS_X Polish Clash 2023
25/2/23,ThunderFlash (9),Permitta (16),anc  Ancient,GAM3RS_X Polish Clash 2023
25/2/23,Divine Vendetta (14),Ooredoo Thunders (16),inf  Inferno,BLAST.tv Paris Major 2023 Middle East RMR Closed Qualifier
25/2/23,Ooredoo Thunders (16),Divine Vendetta (10),ovp  Overpass,BLAST.tv Paris Major 2023 Middle East RMR Closed Qualifier
25/2/23,undefined (16),Websterz (14),inf  Inferno,CCT South Europe Series 3
25/2/23,Websterz (15),undefined (19),nuke  Nuke,CCT South Europe Series 3
25/2/23,G2 (16),fnatic (9),inf  Inferno,ESL Pro League Season 17
25/2/23,fnatic (16),G2 (4),nuke  Nuke,ESL Pro League Season 17
25/2/23,G2 (16),fnatic (8),vtg  Vertigo,ESL Pro League Season 17
25/2/23,Anonymo (16),En av de lette (6),ovp  Overpass,CCT North Europe Series 4 Closed Qualifier
25/2/23,En av de lette (13),Anonymo (16),anc  Ancient,CCT North Europe Series 4 Closed Qualifier
25/2/23,9INE (16),Partizan (6),anb  Anubis,European Development Championship 7
25/2/23,Partizan (6),9INE (16),vtg  Vertigo,European Development Championship 7
25/2/23,Route8 (16),CEPTER (14),inf  Inferno,Road to Astralis Nexus 2023 Grand Finale
25/2/23,CEPTER (4),Route8 (16),anc  Ancient,Road to Astralis Nexus 2023 Grand Finale
25/2/23,Apeks (16),PROSPECTS (11),ovp  Overpass,CCT South Europe Series 3
25/2/23,Apeks (16),PROSPECTS (10),anb  Anubis,CCT South Europe Series 3
25/2/23,Atlantic (16),CEPTER (14),nuke  Nuke,Road to Astralis Nexus 2023 Grand Finale
25/2/23,Route8 (16),Fjerritslev Gymnasium (8),vtg  Vertigo,Road to Astralis Nexus 2023 Grand Finale
25/2/23,Hard (12),TYLOO (16),anc  Ancient,5E Arena Asia Cup Spring 2023 - BLAST Premier Qualifier
25/2/23,Invictus International (16),Twisted Minds (13),inf  Inferno,BLAST.tv Paris Major 2023 Middle East RMR Closed Qualifier
25/2/23,Twisted Minds (9),Invictus International (16),vtg  Vertigo,BLAST.tv Paris Major 2023 Middle East RMR Closed Qualifier
25/2/23,GhostFaces (9),Ooredoo Thunders (16),anc  Ancient,BLAST.tv Paris Major 2023 Middle East RMR Closed Qualifier
25/2/23,Divine Vendetta (16),Bravado (3),vtg  Vertigo,BLAST.tv Paris Major 2023 Middle East RMR Closed Qualifier
25/2/23,Hard (16),Eruption (9),inf  Inferno,5E Arena Asia Cup Spring 2023 - BLAST Premier Qualifier
25/2/23,IKLA (7),Nexus (16),inf  Inferno,European Pro League Season 6
25/2/23,Nexus (16),IKLA (10),mrg  Mirage,European Pro League Season 6
25/2/23,PGE Turow (16),MASONIC (19),inf  Inferno,CCT North Europe Series 4 Closed Qualifier
25/2/23,MASONIC (22),PGE Turow (19),vtg  Vertigo,CCT North Europe Series 4 Closed Qualifier
25/2/23,VOYVODA (16),Sangal (11),anc  Ancient,European Development Championship 7
25/2/23,Sangal (8),VOYVODA (16),mrg  Mirage,European Development Championship 7
25/2/23,Route8 (14),CEPTER (16),inf  Inferno,Road to Astralis Nexus 2023 Grand Finale
25/2/23,Atlantic (16),Fjerritslev Gymnasium (8),nuke  Nuke,Road to Astralis Nexus 2023 Grand Finale
25/2/23,Evil Geniuses (6),IHC (16),nuke  Nuke,ESL Pro League Season 17
25/2/23,IHC (6),Evil Geniuses (16),ovp  Overpass,ESL Pro League Season 17
