Date,Team1,Team2,Map,Event
2/8/22,UNGENTIUM (16),EC Kyiv (11),d2  Dust2,ESL Challenger League Season 41 Europe Relegation
2/8/22,UNGENTIUM (7),EC Kyiv (16),ovp  Overpass,ESL Challenger League Season 41 Europe Relegation
2/8/22,EC Kyiv (12),UNGENTIUM (16),anc  Ancient,ESL Challenger League Season 41 Europe Relegation
2/8/22,FURIA Academy (9),BIG Academy (16),ovp  Overpass,WePlay Academy League Season 5
2/8/22,Astralis Talent (16),fnatic Rising (10),nuke  Nuke,WePlay Academy League Season 5
2/8/22,NAVI Junior (16),MOUZ NXT (13),mrg  Mirage,WePlay Academy League Season 5
1/8/22,Spirit Academy (16),Astralis Talent (10),vtg  Vertigo,WePlay Academy League Season 5
1/8/22,Young Ninjas (16),FURIA Academy (12),mrg  Mirage,WePlay Academy League Season 5
1/8/22,Daotsu (16),B4 (4),mrg  Mirage,Liga Gamers Club 2022 Serie A July Cup
1/8/22,Daotsu (12),B4 (16),inf  Inferno,Liga Gamers Club 2022 Serie A July Cup
1/8/22,B4 (14),Daotsu (16),d2  Dust2,Liga Gamers Club 2022 Serie A July Cup
1/8/22,fnatic Rising (16),MOUZ NXT (9),inf  Inferno,WePlay Academy League Season 5
1/8/22,Apeks Rebels (11),FURIA Academy (16),vtg  Vertigo,WePlay Academy League Season 5
1/8/22,Eternal Fire Academy (11),fnatic Rising (16),inf  Inferno,WePlay Academy League Season 5
1/8/22,Apeks Rebels (16),ENCE Academy (13),anc  Ancient,WePlay Academy League Season 5
1/8/22,Gas Money (12),Gaimin Gladiators (16),inf  Inferno,ESEA Summer 2022 Cash Cup 3 North America
1/8/22,Gas Money (22),Gaimin Gladiators (19),nuke  Nuke,ESEA Summer 2022 Cash Cup 3 North America
1/8/22,Gas Money (9),Gaimin Gladiators (16),vtg  Vertigo,ESEA Summer 2022 Cash Cup 3 North America
31/7/22,timbermen (14),Gaimin Gladiators (16),anc  Ancient,ESEA Summer 2022 Cash Cup 3 North America
31/7/22,Gaimin Gladiators (16),timbermen (9),mrg  Mirage,ESEA Summer 2022 Cash Cup 3 North America
31/7/22,Gas Money (16),ONET4P (8),inf  Inferno,ESEA Summer 2022 Cash Cup 3 North America
31/7/22,ONET4P (4),Gas Money (16),ovp  Overpass,ESEA Summer 2022 Cash Cup 3 North America
31/7/22,ENCE Academy (13),OG Academy (16),ovp  Overpass,WePlay Academy League Season 5
31/7/22,Spirit Academy (16),Monte (11),d2  Dust2,1xBet FRAG Season 9
31/7/22,Monte (16),Spirit Academy (12),nuke  Nuke,1xBet FRAG Season 9
31/7/22,Spirit Academy (16),Monte (7),mrg  Mirage,1xBet FRAG Season 9
31/7/22,Astralis Talent (16),MOUZ NXT (14),nuke  Nuke,WePlay Academy League Season 5
31/7/22,nomix (14),fightclub (16),ovp  Overpass,ByBit Open 2022
31/7/22,nomix (16),fightclub (10),inf  Inferno,ByBit Open 2022
31/7/22,fightclub (16),nomix (10),vtg  Vertigo,ByBit Open 2022
31/7/22,Spirit Academy (16),NAVI Junior (3),vtg  Vertigo,WePlay Academy League Season 5
31/7/22,Apeks Rebels (12),Young Ninjas (16),ovp  Overpass,WePlay Academy League Season 5
31/7/22,Pepsilon (13),fightclub (16),anc  Ancient,ByBit Open 2022
31/7/22,fightclub (16),Pepsilon (12),mrg  Mirage,ByBit Open 2022
31/7/22,skeletor (14),nomix (16),ovp  Overpass,ByBit Open 2022
31/7/22,nomix (16),skeletor (14),mrg  Mirage,ByBit Open 2022
31/7/22,MOUZ NXT (16),PROSPECTS (10),inf  Inferno,WePlay Academy League Season 5
31/7/22,Pepsilon (19),TOP Gs (17),mrg  Mirage,ByBit Open 2022
31/7/22,fightclub (16),yologang420 (11),mrg  Mirage,ByBit Open 2022
31/7/22,nomix (16),Marskalk (3),ovp  Overpass,ByBit Open 2022
31/7/22,skeletor (16),Universe Five (8),mrg  Mirage,ByBit Open 2022
31/7/22,TAG (11),Spirit Academy (16),inf  Inferno,1xBet FRAG Season 9
31/7/22,Spirit Academy (16),TAG (2),ovp  Overpass,1xBet FRAG Season 9
31/7/22,TAG (16),Spirit Academy (14),d2  Dust2,1xBet FRAG Season 9
30/7/22,Quem Sao Elas (4),FURIA fe (16),mrg  Mirage,ESL Impact Summer 2022 Cash Cup 3 South America
30/7/22,FURIA fe (16),Quem Sao Elas (3),vtg  Vertigo,ESL Impact Summer 2022 Cash Cup 3 South America
30/7/22,Eternal Fire Academy (7),Astralis Talent (16),nuke  Nuke,WePlay Academy League Season 5
30/7/22,Spirit Academy (16),Monte (19),d2  Dust2,1xBet FRAG Season 9
30/7/22,Monte (16),Spirit Academy (3),nuke  Nuke,1xBet FRAG Season 9
30/7/22,ex-4glory (19),X (17),anc  Ancient,Esport Adria Championship Season 6 Finals
