Date,Team1,Team2,Map,Event
1/5/22,FAMBIT (16),EKO (10),anc  Ancient,UKIC Beyond Spring Invitational 2022
1/5/22,Furious Steel (14),Sutti's Money Crew (16),nuke  Nuke,Fragadelphia 17 Georgetown
1/5/22,K23 (10),Spirit (16),nuke  Nuke,Pinnacle Cup IV
1/5/22,Spirit (16),K23 (14),mrg  Mirage,Pinnacle Cup IV
1/5/22,1shot (16),ASG (13),d2  Dust2,Winline Insight 2022
1/5/22,1shot (17),ASG (19),ovp  Overpass,Winline Insight 2022
1/5/22,ASG (12),1shot (16),mrg  Mirage,Winline Insight 2022
1/5/22,MASONIC (16),Tricked (13),nuke  Nuke,MistGames Heroes of Tomorrow Spring 2022
1/5/22,Tricked (11),MASONIC (16),inf  Inferno,MistGames Heroes of Tomorrow Spring 2022
1/5/22,BLVKHVND (6),Into the Breach (16),inf  Inferno,UKIC Beyond Spring Invitational 2022
1/5/22,Into the Breach (16),BLVKHVND (6),vtg  Vertigo,UKIC Beyond Spring Invitational 2022
1/5/22,GamerLegion (16),SINNERS (12),anc  Ancient,Pinnacle Cup IV
1/5/22,SINNERS (17),GamerLegion (19),ovp  Overpass,Pinnacle Cup IV
1/5/22,GamerLegion (7),SINNERS (16),vtg  Vertigo,Pinnacle Cup IV
1/5/22,Apeks (16),MASONIC (13),d2  Dust2,Pinnacle Cup IV
1/5/22,Apeks (10),MASONIC (16),nuke  Nuke,Pinnacle Cup IV
1/5/22,MASONIC (11),Apeks (16),anc  Ancient,Pinnacle Cup IV
1/5/22,Renegades (16),VERTEX (11),d2  Dust2,ESL Australia & NZ Championship Season 14
1/5/22,VERTEX (12),Renegades (16),nuke  Nuke,ESL Australia & NZ Championship Season 14
1/5/22,Stars Horizon (14),UNO MILLE (16),mrg  Mirage,CBCS Retake Series 2022 Season 1
1/5/22,UNO MILLE (19),Stars Horizon (16),d2  Dust2,CBCS Retake Series 2022 Season 1
1/5/22,Slay (6),CLG Red (16),mrg  Mirage,ESL Impact League Season 1 North America
1/5/22,CLG Red (16),Slay (2),inf  Inferno,ESL Impact League Season 1 North America
1/5/22,Party Astronauts (16),Tempest (13),inf  Inferno,ESEA Spring 2022 Cash Cup 3 North America
1/5/22,TeamOne (8),Gaimin Gladiators (16),inf  Inferno,ESEA Spring 2022 Cash Cup 3 North America
1/5/22,Carpe Diem (16),Third Impact (14),mrg  Mirage,ESEA Spring 2022 Cash Cup 3 North America
1/5/22,ATK (16),BHOP (3),ovp  Overpass,ESEA Spring 2022 Cash Cup 3 North America
30/4/22,Furious (9),SWS (16),d2  Dust2,ESEA Spring 2022 Cash Cup 3 South America
30/4/22,SWS (16),Furious (7),mrg  Mirage,ESEA Spring 2022 Cash Cup 3 South America
30/4/22,ARCTIC (10),Meta (16),inf  Inferno,CBCS Retake Series 2022 Season 1
30/4/22,ARCTIC (9),Meta (16),vtg  Vertigo,CBCS Retake Series 2022 Season 1
30/4/22,Meta (7),ARCTIC (16),nuke  Nuke,CBCS Retake Series 2022 Season 1
30/4/22,Liberty fe (6),FURIA fe (16),ovp  Overpass,ESL Impact League Season 1 South America
30/4/22,FURIA fe (16),Liberty fe (5),d2  Dust2,ESL Impact League Season 1 South America
30/4/22,Þór (7),DUSTY (16),nuke  Nuke,Icelandic Esports League Season 6 Finals
30/4/22,DUSTY (16),Þór (10),ovp  Overpass,Icelandic Esports League Season 6 Finals
30/4/22,Los Grandes Academy (12),ex-Black Dragons (16),nuke  Nuke,ESEA Spring 2022 Cash Cup 3 South America
30/4/22,Los Grandes Academy (8),ex-Black Dragons (16),anc  Ancient,ESEA Spring 2022 Cash Cup 3 South America
30/4/22,ex-Black Dragons (12),Los Grandes Academy (16),mrg  Mirage,ESEA Spring 2022 Cash Cup 3 South America
30/4/22,paiN (16),MIBR (9),d2  Dust2,BLAST Premier Spring Showdown 2022 North America
30/4/22,MIBR (10),paiN (16),vtg  Vertigo,BLAST Premier Spring Showdown 2022 North America
30/4/22,Recognised Talent (1),Into the Breach (16),inf  Inferno,UKIC Beyond Spring Invitational 2022
30/4/22,Into the Breach (16),Recognised Talent (4),mrg  Mirage,UKIC Beyond Spring Invitational 2022
30/4/22,cowana (8),Sprout (16),vtg  Vertigo,ESL Meisterschaft Spring 2022 Finals
30/4/22,Sprout (16),cowana (6),inf  Inferno,ESL Meisterschaft Spring 2022 Finals
30/4/22,SKADE (13),ECSTATIC (16),anc  Ancient,Pinnacle Cup IV
30/4/22,ECSTATIC (16),SKADE (8),d2  Dust2,Pinnacle Cup IV
30/4/22,SKADE (16),ECSTATIC (13),nuke  Nuke,Pinnacle Cup IV
30/4/22,GODSENT fe (7),Galaxy Racer fe (16),inf  Inferno,ESL Impact League Season 1 Europe
30/4/22,Galaxy Racer fe (16),GODSENT fe (12),ovp  Overpass,ESL Impact League Season 1 Europe
