Date,Team1,Team2,Map,Event
30/10/22,The Neighbours (8),eMasters (16),nuke  Nuke,Intel epic37
30/10/22,PROSPECTS (22),los kogutos (18),anc  Ancient,Esport Tour 2022 Series 3
30/10/22,los kogutos (11),PROSPECTS (16),ovp  Overpass,Esport Tour 2022 Series 3
30/10/22,PROSPECTS (12),los kogutos (16),nuke  Nuke,Esport Tour 2022 Series 3
30/10/22,eMasters (16),EXLI-KUBAB (13),anc  Ancient,Intel epic37
30/10/22,EXLI-KUBAB (4),eMasters (16),nuke  Nuke,Intel epic37
29/10/22,ARCTIC (16),INTZ (9),nuke  Nuke,CBCS Elite League 2022 Season 2
29/10/22,ARCTIC (16),INTZ (8),vtg  Vertigo,CBCS Elite League 2022 Season 2
29/10/22,SHUSH (6),eMasters (16),nuke  Nuke,Intel epic37
29/10/22,eMasters (16),SHUSH (6),anc  Ancient,Intel epic37
29/10/22,500 (16),Nemiga (10),nuke  Nuke,Epic GOCL Season 1
29/10/22,Nemiga (5),500 (16),ovp  Overpass,Epic GOCL Season 1
29/10/22,The Union (16),Paquetá (6),anc  Ancient,CBCS Elite League 2022 Season 2
29/10/22,The Union (16),Paquetá (13),ovp  Overpass,CBCS Elite League 2022 Season 2
29/10/22,Paquetá (16),The Union (9),inf  Inferno,CBCS Elite League 2022 Season 2
29/10/22,HAVU (16),JANO (11),inf  Inferno,Elisa Open Finland Season 3
29/10/22,JANO (16),HAVU (12),anc  Ancient,Elisa Open Finland Season 3
29/10/22,HAVU (16),JANO (2),mrg  Mirage,Elisa Open Finland Season 3
29/10/22,The Neighbours (16),EXLI-KUBAB (3),nuke  Nuke,Intel epic37
29/10/22,EXLI-KUBAB (11),The Neighbours (16),ovp  Overpass,Intel epic37
29/10/22,The Neighbours (12),EXLI-KUBAB (16),anc  Ancient,Intel epic37
29/10/22,Astralis Talent (13),Young Ninjas (16),vtg  Vertigo,WePlay Academy League Season 6
29/10/22,Tricked (9),500 (16),ovp  Overpass,Epic GOCL Season 1
29/10/22,Tricked (5),500 (16),inf  Inferno,Epic GOCL Season 1
29/10/22,500 (7),Tricked (16),nuke  Nuke,Epic GOCL Season 1
29/10/22,ENCE Academy (16),Conquer (6),vtg  Vertigo,Elisa Open Finland Season 3
29/10/22,Conquer (5),ENCE Academy (16),ovp  Overpass,Elisa Open Finland Season 3
29/10/22,PROSPECTS (16),EC Brugge (7),mrg  Mirage,Esport Tour 2022 Series 3
29/10/22,EC Brugge (17),PROSPECTS (19),anc  Ancient,Esport Tour 2022 Series 3
29/10/22,PROSPECTS (23),EC Brugge (25),nuke  Nuke,Esport Tour 2022 Series 3
29/10/22,Nexus (9),los kogutos (16),nuke  Nuke,Esport Tour 2022 Series 3
29/10/22,los kogutos (13),Nexus (16),d2  Dust2,Esport Tour 2022 Series 3
29/10/22,Nexus (10),los kogutos (16),mrg  Mirage,Esport Tour 2022 Series 3
28/10/22,NAVI Junior (16),FURIA Academy (6),vtg  Vertigo,WePlay Academy League Season 6
28/10/22,INTZ (16),Rehl (13),inf  Inferno,CBCS Elite League 2022 Season 2
28/10/22,Rehl (18),INTZ (22),anc  Ancient,CBCS Elite League 2022 Season 2
28/10/22,Nemiga (14),Enterprise (16),inf  Inferno,Epic GOCL Season 1
28/10/22,Nemiga (13),Enterprise (16),d2  Dust2,Epic GOCL Season 1
28/10/22,Enterprise (20),Nemiga (22),nuke  Nuke,Epic GOCL Season 1
28/10/22,MIBR Academy (22),Spirit Academy (25),nuke  Nuke,WePlay Academy League Season 6
28/10/22,Flames Ascent (6),fnatic Rising (16),ovp  Overpass,WePlay Academy League Season 6
28/10/22,FTW (8),UNGENTIUM (16),anc  Ancient,CCT Central Europe Series 3
28/10/22,UNGENTIUM (16),FTW (11),vtg  Vertigo,CCT Central Europe Series 3
28/10/22,ARCTIC (16),ODDIK (11),nuke  Nuke,CBCS Elite League 2022 Season 2
28/10/22,ODDIK (14),ARCTIC (16),ovp  Overpass,CBCS Elite League 2022 Season 2
28/10/22,ENCE Academy (16),KOVA (12),nuke  Nuke,Elisa Open Finland Season 3
28/10/22,KOVA (10),ENCE Academy (16),mrg  Mirage,Elisa Open Finland Season 3
28/10/22,BIG Academy (7),Young Ninjas (16),mrg  Mirage,WePlay Academy League Season 6
28/10/22,OG Academy (16),NAVI Junior (12),vtg  Vertigo,WePlay Academy League Season 6
28/10/22,Tricked (16),Copenhagen Flames (14),inf  Inferno,Epic GOCL Season 1
