Date,Team1,Team2,Map,Event
9/2/23,9INE (22),HONORIS (19),nuke  Nuke,IEM Rio 2023 Europe Closed Qualifier
9/2/23,Young Ninjas (16),Into the Breach (5),mrg  Mirage,CCT West Europe Series 1
9/2/23,Young Ninjas (13),Into the Breach (16),inf  Inferno,CCT West Europe Series 1
9/2/23,Into the Breach (13),Young Ninjas (16),anc  Ancient,CCT West Europe Series 1
9/2/23,ENCE (16),Monte (12),anc  Ancient,IEM Rio 2023 Europe Closed Qualifier
9/2/23,Monte (7),ENCE (16),nuke  Nuke,IEM Rio 2023 Europe Closed Qualifier
9/2/23,ENCE (12),Monte (16),anb  Anubis,IEM Rio 2023 Europe Closed Qualifier
9/2/23,HEET (11),BIG (16),anc  Ancient,IEM Rio 2023 Europe Closed Qualifier
9/2/23,HEET (6),BIG (16),inf  Inferno,IEM Rio 2023 Europe Closed Qualifier
9/2/23,BIG Academy (5),Endpoint (16),anc  Ancient,Elisa Invitational Winter 2023
9/2/23,BIG Academy (7),Endpoint (16),mrg  Mirage,Elisa Invitational Winter 2023
9/2/23,Endpoint (4),BIG Academy (16),anb  Anubis,Elisa Invitational Winter 2023
9/2/23,Nexus (8),iNation (16),anb  Anubis,CCT West Europe Series 1
9/2/23,Nexus (14),iNation (16),vtg  Vertigo,CCT West Europe Series 1
9/2/23,ECLOT (10),Copenhagen Flames (16),nuke  Nuke,Elisa Invitational Winter 2023
9/2/23,ECLOT (16),Copenhagen Flames (13),inf  Inferno,Elisa Invitational Winter 2023
9/2/23,Copenhagen Flames (16),ECLOT (7),anc  Ancient,Elisa Invitational Winter 2023
9/2/23,HONORIS (13),EYEBALLERS (16),ovp  Overpass,CCT West Europe Series 1
9/2/23,HONORIS (16),EYEBALLERS (11),vtg  Vertigo,CCT West Europe Series 1
9/2/23,EYEBALLERS (16),HONORIS (10),inf  Inferno,CCT West Europe Series 1
9/2/23,paiN (16),Limitless (13),anc  Ancient,CCT North America Series 3
9/2/23,Limitless (6),paiN (16),nuke  Nuke,CCT North America Series 3
9/2/23,Snakes Den (8),Nouns (16),mrg  Mirage,CCT North America Series 3
9/2/23,Nouns (16),Snakes Den (5),inf  Inferno,CCT North America Series 3
9/2/23,Noxious (13),Vendetta (16),ovp  Overpass,ESL Challenger League Season 44 North America
9/2/23,Vendetta (16),Noxious (13),mrg  Mirage,ESL Challenger League Season 44 North America
9/2/23,Strife (8),MIBR (16),nuke  Nuke,ESL Challenger League Season 44 North America
9/2/23,MIBR (16),Strife (6),anb  Anubis,ESL Challenger League Season 44 North America
9/2/23,REIGN (14),Take Flyte (16),nuke  Nuke,CCT North America Series 3
9/2/23,Take Flyte (16),REIGN (9),anb  Anubis,CCT North America Series 3
8/2/23,Bad News Eagles (12),ENCE (16),vtg  Vertigo,IEM Rio 2023 Europe Closed Qualifier
8/2/23,ENCE (16),Bad News Eagles (12),mrg  Mirage,IEM Rio 2023 Europe Closed Qualifier
8/2/23,HONORIS (16),HEET (12),inf  Inferno,IEM Rio 2023 Europe Closed Qualifier
8/2/23,HEET (15),HONORIS (19),nuke  Nuke,IEM Rio 2023 Europe Closed Qualifier
8/2/23,Sprout (9),BIG (16),mrg  Mirage,IEM Rio 2023 Europe Closed Qualifier
8/2/23,Sprout (8),BIG (16),inf  Inferno,IEM Rio 2023 Europe Closed Qualifier
8/2/23,9INE (16),Monte (8),nuke  Nuke,IEM Rio 2023 Europe Closed Qualifier
8/2/23,Monte (7),9INE (16),vtg  Vertigo,IEM Rio 2023 Europe Closed Qualifier
8/2/23,9INE (10),Monte (16),mrg  Mirage,IEM Rio 2023 Europe Closed Qualifier
8/2/23,Tricked (16),los kogutos (4),mrg  Mirage,CCT West Europe Series 1
8/2/23,los kogutos (11),Tricked (16),ovp  Overpass,CCT West Europe Series 1
8/2/23,K23 (16),FTW (9),nuke  Nuke,ESL Challenger League Season 44 Europe
8/2/23,FTW (20),K23 (22),ovp  Overpass,ESL Challenger League Season 44 Europe
8/2/23,LDLC (10),Endpoint (16),inf  Inferno,ESL Challenger League Season 44 Europe
8/2/23,Endpoint (19),LDLC (17),anb  Anubis,ESL Challenger League Season 44 Europe
8/2/23,GODSENT (16),Apeks (7),anc  Ancient,Elisa Invitational Winter 2023
8/2/23,Apeks (13),GODSENT (16),inf  Inferno,Elisa Invitational Winter 2023
8/2/23,Monte (16),BIG (13),nuke  Nuke,IEM Rio 2023 Europe Closed Qualifier
8/2/23,Monte (16),BIG (12),anc  Ancient,IEM Rio 2023 Europe Closed Qualifier
8/2/23,BIG (16),Monte (13),mrg  Mirage,IEM Rio 2023 Europe Closed Qualifier
