Date,Team1,Team2,Map,Event
24/11/22,Monte (16),AVANGAR (9),ovp  Overpass,1xBet FRAG Season 10
24/11/22,AVANGAR (10),Monte (16),mrg  Mirage,1xBet FRAG Season 10
24/11/22,Heroic (5),FaZe (16),inf  Inferno,BLAST Premier Fall Final 2022
24/11/22,FaZe (16),Heroic (14),anc  Ancient,BLAST Premier Fall Final 2022
24/11/22,ECLOT (16),Falcons (9),ovp  Overpass,CCT North Europe Series 2
24/11/22,Falcons (6),ECLOT (16),mrg  Mirage,CCT North Europe Series 2
24/11/22,OG (10),Ninjas in Pyjamas (16),vtg  Vertigo,BLAST Premier Fall Final 2022
24/11/22,Ninjas in Pyjamas (22),OG (19),anc  Ancient,BLAST Premier Fall Final 2022
24/11/22,MASONIC (16),Tricked (5),nuke  Nuke,CCT North Europe Series 2
24/11/22,Tricked (14),MASONIC (16),inf  Inferno,CCT North Europe Series 2
24/11/22,Frontier (6),God's Work (16),d2  Dust2,ESL Australia & NZ Championship Season 15
24/11/22,God's Work (16),Frontier (12),vtg  Vertigo,ESL Australia & NZ Championship Season 15
24/11/22,Iron Blood (16),Snakes Den (5),ovp  Overpass,ESL Challenger League Season 43 North America
24/11/22,Snakes Den (7),Iron Blood (16),vtg  Vertigo,ESL Challenger League Season 43 North America
24/11/22,Iron Blood (9),Snakes Den (16),nuke  Nuke,ESL Challenger League Season 43 North America
24/11/22,Strife (11),TeamOne (16),nuke  Nuke,ESL Challenger League Season 43 North America
24/11/22,TeamOne (16),Strife (10),inf  Inferno,ESL Challenger League Season 43 North America
24/11/22,Mythic (10),Disconnected (16),mrg  Mirage,ESL Challenger League Season 43 North America
24/11/22,Disconnected (16),Mythic (13),inf  Inferno,ESL Challenger League Season 43 North America
23/11/22,G2 (14),Liquid (16),mrg  Mirage,BLAST Premier Fall Final 2022
23/11/22,G2 (10),Liquid (16),vtg  Vertigo,BLAST Premier Fall Final 2022
23/11/22,Irie Legacy (8),Lausanne SE (16),nuke  Nuke,ESL National Championship Switzerland Autumn 2022
23/11/22,Lausanne SE (16),Irie Legacy (14),mrg  Mirage,ESL National Championship Switzerland Autumn 2022
23/11/22,Bad News Eagles (19),1WIN (16),anc  Ancient,ESL Challenger League Season 43 Europe
23/11/22,Bad News Eagles (17),1WIN (19),vtg  Vertigo,ESL Challenger League Season 43 Europe
23/11/22,1WIN (12),Bad News Eagles (16),mrg  Mirage,ESL Challenger League Season 43 Europe
23/11/22,AGO (15),fnatic Rising (19),inf  Inferno,ESL Challenger League Season 43 Europe
23/11/22,fnatic Rising (16),AGO (10),mrg  Mirage,ESL Challenger League Season 43 Europe
23/11/22,AGO (16),fnatic Rising (12),vtg  Vertigo,ESL Challenger League Season 43 Europe
23/11/22,ex-Finest (37),EPG Family (34),ovp  Overpass,ESL Challenger League Season 43 Europe
23/11/22,ex-Finest (16),EPG Family (6),d2  Dust2,ESL Challenger League Season 43 Europe
23/11/22,EPG Family (16),ex-Finest (11),vtg  Vertigo,ESL Challenger League Season 43 Europe
23/11/22,ECLOT (8),SINNERS (16),vtg  Vertigo,Sazka eCUP Fall 2022
23/11/22,SINNERS (16),ECLOT (4),inf  Inferno,Sazka eCUP Fall 2022
23/11/22,Fluxo (7),Natus Vincere (16),mrg  Mirage,BLAST Premier Fall Final 2022
23/11/22,Natus Vincere (16),Fluxo (14),d2  Dust2,BLAST Premier Fall Final 2022
23/11/22,Entropiq Prague (13),Enterprise (16),mrg  Mirage,Sazka eCUP Fall 2022
23/11/22,Enterprise (16),Entropiq Prague (11),nuke  Nuke,Sazka eCUP Fall 2022
23/11/22,Websterz (12),9 Pandas (16),mrg  Mirage,1xBet FRAG Season 10
23/11/22,9 Pandas (8),Websterz (16),nuke  Nuke,1xBet FRAG Season 10
23/11/22,Websterz (11),9 Pandas (16),ovp  Overpass,1xBet FRAG Season 10
23/11/22,Ninjas in Pyjamas (4),Heroic (16),ovp  Overpass,BLAST Premier Fall Final 2022
23/11/22,Ninjas in Pyjamas (6),Heroic (16),anc  Ancient,BLAST Premier Fall Final 2022
23/11/22,Heroic (13),Ninjas in Pyjamas (16),inf  Inferno,BLAST Premier Fall Final 2022
23/11/22,Nut-E (16),Dynasty (9),inf  Inferno,ESL Australia & NZ Championship Season 15
23/11/22,Nut-E (16),Dynasty (7),vtg  Vertigo,ESL Australia & NZ Championship Season 15
23/11/22,Dynasty (16),Nut-E (8),mrg  Mirage,ESL Australia & NZ Championship Season 15
23/11/22,Tricked (19),HOTU (22),mrg  Mirage,1xBet FRAG Season 10
23/11/22,HOTU (13),Tricked (16),nuke  Nuke,1xBet FRAG Season 10
23/11/22,Tricked (12),HOTU (16),anc  Ancient,1xBet FRAG Season 10
