Date,Team1,Team2,Map,Event
4/7/22,BIG Academy (19),AGO (17),mrg  Mirage,Y-Games Pro Series 2022
4/7/22,AGO (6),BIG Academy (16),d2  Dust2,Y-Games Pro Series 2022
4/7/22,BIG Academy (11),AGO (16),anc  Ancient,Y-Games Pro Series 2022
4/7/22,UNGENTIUM (16),ECLOT (7),mrg  Mirage,ESEA Advanced Season 41 Europe
4/7/22,ECLOT (11),UNGENTIUM (16),vtg  Vertigo,ESEA Advanced Season 41 Europe
4/7/22,Apeks (10),EC Kyiv (16),d2  Dust2,ESEA Advanced Season 41 Europe
4/7/22,EC Kyiv (16),Apeks (10),mrg  Mirage,ESEA Advanced Season 41 Europe
3/7/22,ODDIK (16),Meta (6),inf  Inferno,CBCS Elite League 2022 Season 1
3/7/22,Meta (9),ODDIK (16),nuke  Nuke,CBCS Elite League 2022 Season 1
3/7/22,ARCTIC (16),Stars Horizon (10),mrg  Mirage,CBCS Elite League 2022 Season 1
3/7/22,Stars Horizon (12),ARCTIC (16),anc  Ancient,CBCS Elite League 2022 Season 1
3/7/22,Outsiders (14),Movistar Riders (16),vtg  Vertigo,ESL Challenger Valencia 2022
3/7/22,Movistar Riders (16),Outsiders (14),ovp  Overpass,ESL Challenger Valencia 2022
3/7/22,Outsiders (16),Movistar Riders (9),inf  Inferno,ESL Challenger Valencia 2022
3/7/22,FURIA fe (11),Nigma Galaxy (16),vtg  Vertigo,ESL Impact Valencia 2022
3/7/22,Nigma Galaxy (16),FURIA fe (8),d2  Dust2,ESL Impact Valencia 2022
3/7/22,EC Kyiv (16),Sangal (12),ovp  Overpass,Esport Tour 2022 Series 2
3/7/22,Sangal (10),EC Kyiv (16),inf  Inferno,Esport Tour 2022 Series 2
3/7/22,Sprout (11),Movistar Riders (16),nuke  Nuke,ESL Challenger Valencia 2022
3/7/22,Movistar Riders (16),Sprout (5),inf  Inferno,ESL Challenger Valencia 2022
3/7/22,NAVI Javelins (13),FURIA fe (16),mrg  Mirage,ESL Impact Valencia 2022
3/7/22,FURIA fe (16),NAVI Javelins (6),vtg  Vertigo,ESL Impact Valencia 2022
3/7/22,B8 (19),BLUEJAYS (17),inf  Inferno,Esport Tour 2022 Series 2
3/7/22,BLUEJAYS (12),B8 (16),vtg  Vertigo,Esport Tour 2022 Series 2
3/7/22,Rare Atom (14),Outsiders (16),vtg  Vertigo,ESL Challenger Valencia 2022
3/7/22,Outsiders (16),Rare Atom (12),inf  Inferno,ESL Challenger Valencia 2022
3/7/22,MIBR fe (5),Nigma Galaxy (16),vtg  Vertigo,ESL Impact Valencia 2022
3/7/22,Nigma Galaxy (16),MIBR fe (10),d2  Dust2,ESL Impact Valencia 2022
2/7/22,Redragon (8),Meta (16),nuke  Nuke,CBCS Elite League 2022 Season 1
2/7/22,Meta (17),Redragon (19),d2  Dust2,CBCS Elite League 2022 Season 1
2/7/22,Redragon (10),Meta (16),inf  Inferno,CBCS Elite League 2022 Season 1
2/7/22,HEET (16),Bad News Eagles (10),inf  Inferno,Elisa Invitational Spring 2022
2/7/22,Bad News Eagles (10),HEET (16),nuke  Nuke,Elisa Invitational Spring 2022
2/7/22,Rehl (12),ODDIK (16),anc  Ancient,CBCS Elite League 2022 Season 1
2/7/22,ODDIK (16),Rehl (8),d2  Dust2,CBCS Elite League 2022 Season 1
2/7/22,CLG Red (9),MIBR fe (16),inf  Inferno,ESL Impact Valencia 2022
2/7/22,MIBR fe (16),CLG Red (12),vtg  Vertigo,ESL Impact Valencia 2022
2/7/22,Sprout (16),00NATION (4),ovp  Overpass,ESL Challenger Valencia 2022
2/7/22,00NATION (8),Sprout (16),d2  Dust2,ESL Challenger Valencia 2022
2/7/22,SINNERS (14),Bad News Eagles (16),mrg  Mirage,Elisa Invitational Spring 2022
2/7/22,Bad News Eagles (16),SINNERS (13),vtg  Vertigo,Elisa Invitational Spring 2022
2/7/22,EC Kyiv (16),BLUEJAYS (6),inf  Inferno,Esport Tour 2022 Series 2
2/7/22,EC Kyiv (16),BLUEJAYS (3),mrg  Mirage,Esport Tour 2022 Series 2
2/7/22,BLUEJAYS (16),EC Kyiv (11),d2  Dust2,Esport Tour 2022 Series 2
2/7/22,NAVI Javelins (19),BIG EQUIPA (16),inf  Inferno,ESL Impact Valencia 2022
2/7/22,BIG EQUIPA (17),NAVI Javelins (19),nuke  Nuke,ESL Impact Valencia 2022
2/7/22,Rare Atom (31),MIBR (29),ovp  Overpass,ESL Challenger Valencia 2022
2/7/22,MIBR (7),Rare Atom (16),inf  Inferno,ESL Challenger Valencia 2022
2/7/22,HEET (16),ex-MAD Lions (2),anc  Ancient,Elisa Invitational Spring 2022
2/7/22,ex-MAD Lions (16),HEET (7),nuke  Nuke,Elisa Invitational Spring 2022
