Date,Team1,Team2,Map,Event
16/11/22,HAVU (12),ENCE (16),nuke  Nuke,Elisa Masters Espoo 2022
16/11/22,Dynasty (12),e-LEMON-ators (16),vtg  Vertigo,ESL Australia & NZ Championship Season 15
16/11/22,e-LEMON-ators (16),Dynasty (6),nuke  Nuke,ESL Australia & NZ Championship Season 15
16/11/22,Tricked (7),Endpoint (16),vtg  Vertigo,CCT Central Europe Series 3
16/11/22,Endpoint (19),Tricked (16),nuke  Nuke,CCT Central Europe Series 3
16/11/22,HEET (13),BIG (16),d2  Dust2,Elisa Masters Espoo 2022
16/11/22,GamerLegion (16),HAVU (13),mrg  Mirage,Elisa Masters Espoo 2022
16/11/22,God's Work (4),Rooster (16),vtg  Vertigo,ESL Australia & NZ Championship Season 15
16/11/22,Rooster (16),God's Work (3),d2  Dust2,ESL Australia & NZ Championship Season 15
16/11/22,7AM NA (9),TeamOne (16),mrg  Mirage,ESL Challenger League Season 43 North America
16/11/22,TeamOne (16),7AM NA (6),inf  Inferno,ESL Challenger League Season 43 North America
15/11/22,FORZE (16),Tricked (14),ovp  Overpass,European Development Championship 6
15/11/22,FORZE (16),Tricked (9),nuke  Nuke,European Development Championship 6
15/11/22,Tricked (16),FORZE (11),inf  Inferno,European Development Championship 6
15/11/22,Movistar Riders (16),SINNERS (6),mrg  Mirage,ESL Challenger League Season 43 Europe
15/11/22,SINNERS (19),Movistar Riders (22),anc  Ancient,ESL Challenger League Season 43 Europe
15/11/22,Movistar Riders (12),SINNERS (16),nuke  Nuke,ESL Challenger League Season 43 Europe
15/11/22,Endpoint (16),EPG Family (11),nuke  Nuke,ESL Challenger League Season 43 Europe
15/11/22,EPG Family (14),Endpoint (16),anc  Ancient,ESL Challenger League Season 43 Europe
15/11/22,Endpoint (13),EPG Family (16),mrg  Mirage,ESL Challenger League Season 43 Europe
15/11/22,UNGENTIUM (16),Sangal (7),anc  Ancient,CCT Central Europe Series 3
15/11/22,UNGENTIUM (14),Sangal (16),ovp  Overpass,CCT Central Europe Series 3
15/11/22,Sangal (11),UNGENTIUM (16),d2  Dust2,CCT Central Europe Series 3
15/11/22,HONORIS (8),9INE (16),ovp  Overpass,European Development Championship 6
15/11/22,9INE (19),HONORIS (15),nuke  Nuke,European Development Championship 6
15/11/22,IKLA (11),K23 (16),ovp  Overpass,CCT Central Europe Series 3
15/11/22,K23 (16),IKLA (1),mrg  Mirage,CCT Central Europe Series 3
15/11/22,FORZE (5),HAVU (16),nuke  Nuke,CCT Central Europe Series 3
15/11/22,HAVU (16),FORZE (3),mrg  Mirage,CCT Central Europe Series 3
15/11/22,K23 (16),ECLOT (7),mrg  Mirage,European Development Championship 6
15/11/22,K23 (16),ECLOT (9),anc  Ancient,European Development Championship 6
15/11/22,ECLOT (16),K23 (11),d2  Dust2,European Development Championship 6
15/11/22,9INE (13),Copenhagen Flames (16),vtg  Vertigo,CCT Central Europe Series 3
15/11/22,Copenhagen Flames (8),9INE (16),ovp  Overpass,CCT Central Europe Series 3
15/11/22,9INE (16),Copenhagen Flames (19),anc  Ancient,CCT Central Europe Series 3
13/11/22,Outsiders (16),Heroic (5),ovp  Overpass,IEM Rio Major 2022
13/11/22,Heroic (12),Outsiders (16),mrg  Mirage,IEM Rio Major 2022
13/11/22,Brazil (16),Sweden (8),trn  Train,Showmatch CS:GO
13/11/22,Nemiga (17),B8 (19),vtg  Vertigo,European Development Championship 6
13/11/22,B8 (16),Nemiga (14),mrg  Mirage,European Development Championship 6
13/11/22,KTRL (5),Zero Tenacity (16),d2  Dust2,A1 Adria League Season 10 Finals
13/11/22,Zero Tenacity (16),KTRL (12),inf  Inferno,A1 Adria League Season 10 Finals
13/11/22,KTRL (16),Zero Tenacity (13),mrg  Mirage,A1 Adria League Season 10 Finals
13/11/22,Zero Tenacity (16),KTRL (14),nuke  Nuke,A1 Adria League Season 10 Finals
13/11/22,MASONIC (8),B8 (16),d2  Dust2,European Development Championship 6
13/11/22,B8 (16),MASONIC (12),inf  Inferno,European Development Championship 6
12/11/22,FURIA (5),Heroic (16),nuke  Nuke,IEM Rio Major 2022
12/11/22,Heroic (19),FURIA (17),anc  Ancient,IEM Rio Major 2022
12/11/22,FURIA (16),Heroic (6),inf  Inferno,IEM Rio Major 2022
12/11/22,Outsiders (16),MOUZ (7),inf  Inferno,IEM Rio Major 2022
