Date,Team1,Team2,Map,Event
13/11/21,ChocoCheck (16),Green Tea Party (6),inf  Inferno,ESEA Autumn 2021 Cash Cup 5 North America
13/11/21,Triumph (16),ATK (12),inf  Inferno,ESEA Autumn 2021 Cash Cup 5 North America
13/11/21,Detonate (9),RBG (16),ovp  Overpass,ESEA Autumn 2021 Cash Cup 5 North America
13/11/21,Northern Forces (8),Strife (16),nuke  Nuke,ESEA Autumn 2021 Cash Cup 5 North America
13/11/21,Heretic's Day Care (16),YeniCherry (9),nuke  Nuke,Fragadelphia 16 The Block
13/11/21,YeniCherry (5),Heretic's Day Care (16),anc  Ancient,Fragadelphia 16 The Block
13/11/21,New Threat (7),InControl (16),nuke  Nuke,Fragadelphia 16 The Block
13/11/21,InControl (19),New Threat (17),vtg  Vertigo,Fragadelphia 16 The Block
13/11/21,Liberty (19),Stars Horizon (17),anc  Ancient,CBCS Masters 2021
13/11/21,Stars Horizon (7),Liberty (16),ovp  Overpass,CBCS Masters 2021
13/11/21,X Gamer (16),Daddypeek (9),mrg  Mirage,Elisa Invitational Winter 2021 Sweden Closed Qualifier
13/11/21,Daddypeek (6),X Gamer (16),inf  Inferno,Elisa Invitational Winter 2021 Sweden Closed Qualifier
13/11/21,FORZE (8),BIG (16),nuke  Nuke,DreamHack Open November 2021
13/11/21,FORZE (10),BIG (16),d2  Dust2,DreamHack Open November 2021
13/11/21,BIG (16),FORZE (19),inf  Inferno,DreamHack Open November 2021
13/11/21,KOVA (16),SJ (12),mrg  Mirage,Elisa Invitational Winter 2021 Finland Closed Qualifier
13/11/21,SJ (11),KOVA (16),nuke  Nuke,Elisa Invitational Winter 2021 Finland Closed Qualifier
13/11/21,Sprout (16),NLG (7),vtg  Vertigo,ESL Meisterschaft Autumn 2021
13/11/21,Sprout (16),NLG (8),d2  Dust2,ESL Meisterschaft Autumn 2021
13/11/21,OFFSET (16),FTW (7),anc  Ancient,Master League Portugal VIII Finals
13/11/21,FTW (4),OFFSET (16),nuke  Nuke,Master League Portugal VIII Finals
13/11/21,MOUZ NXT (16),Young Ninjas (1),anc  Ancient,WePlay Academy League Season 2 Finals
13/11/21,Young Ninjas (15),MOUZ NXT (19),nuke  Nuke,WePlay Academy League Season 2 Finals
13/11/21,Fiend (13),D13 (16),inf  Inferno,Funspark ULTI 2021 Europe Regional Series 4 Closed Qualifier
13/11/21,D13 (14),Fiend (16),d2  Dust2,Funspark ULTI 2021 Europe Regional Series 4 Closed Qualifier
13/11/21,Fiend (10),D13 (16),nuke  Nuke,Funspark ULTI 2021 Europe Regional Series 4 Closed Qualifier
13/11/21,9INE (7),Kappa Bar (16),ovp  Overpass,Elisa Invitational Winter 2021 Sweden Closed Qualifier
13/11/21,Kappa Bar (13),9INE (16),mrg  Mirage,Elisa Invitational Winter 2021 Sweden Closed Qualifier
13/11/21,9INE (14),Kappa Bar (16),anc  Ancient,Elisa Invitational Winter 2021 Sweden Closed Qualifier
13/11/21,Bitfix (6),Apeks Rebels (16),vtg  Vertigo,Elisa Invitational Winter 2021 Norway Closed Qualifier
13/11/21,Apeks Rebels (16),Bitfix (6),ovp  Overpass,Elisa Invitational Winter 2021 Norway Closed Qualifier
13/11/21,GAARDEN (13),Fjerritslev Gymnasium (16),nuke  Nuke,Road to Astralis Nexus 1
13/11/21,Fjerritslev Gymnasium (16),GAARDEN (12),mrg  Mirage,Road to Astralis Nexus 1
13/11/21,REZIST (16),Unicorns of Love (13),inf  Inferno,ESL Meisterschaft Autumn 2021
13/11/21,Unicorns of Love (15),REZIST (19),ovp  Overpass,ESL Meisterschaft Autumn 2021
13/11/21,MAD Lions (12),fnatic (16),inf  Inferno,DreamHack Open November 2021
13/11/21,fnatic (16),MAD Lions (14),anc  Ancient,DreamHack Open November 2021
13/11/21,hREDS (16),NYYRIKKI (11),inf  Inferno,Elisa Invitational Winter 2021 Finland Closed Qualifier
13/11/21,NYYRIKKI (3),hREDS (16),nuke  Nuke,Elisa Invitational Winter 2021 Finland Closed Qualifier
13/11/21,eXploit (16),VELOX (13),anc  Ancient,Master League Portugal VIII Finals
13/11/21,VELOX (1),eXploit (16),inf  Inferno,Master League Portugal VIII Finals
13/11/21,NAVI Junior (16),BIG Academy (2),inf  Inferno,WePlay Academy League Season 2 Finals
13/11/21,NAVI Junior (16),BIG Academy (6),ovp  Overpass,WePlay Academy League Season 2 Finals
13/11/21,OFFSET (16),VELOX (6),nuke  Nuke,Master League Portugal VIII Finals
13/11/21,eXploit (11),FTW (16),anc  Ancient,Master League Portugal VIII Finals
13/11/21,Bad News Bears (13),Extra Salt (16),anc  Ancient,iBUYPOWER Mythic Masters Winter 2021
13/11/21,Bad News Bears (16),Extra Salt (11),ovp  Overpass,iBUYPOWER Mythic Masters Winter 2021
13/11/21,Extra Salt (16),Bad News Bears (9),inf  Inferno,iBUYPOWER Mythic Masters Winter 2021
13/11/21,TeamOne (16),ATK (9),anc  Ancient,iBUYPOWER Mythic Masters Winter 2021
13/11/21,ATK (10),TeamOne (16),inf  Inferno,iBUYPOWER Mythic Masters Winter 2021
