Date,Team1,Team2,Map,Event
6/12/21,Gucci Squad (16),Singularity (4),mrg  Mirage,ESEA Advanced Season 39 Europe
6/12/21,Singularity (12),Gucci Squad (16),anc  Ancient,ESEA Advanced Season 39 Europe
6/12/21,cowana (15),HONORIS (19),mrg  Mirage,ESEA Advanced Season 39 Europe
6/12/21,4glory (11),Tricked (16),vtg  Vertigo,ESEA Advanced Season 39 Europe
6/12/21,MAD Lions (16),ESCA (8),inf  Inferno,ESEA Advanced Season 39 Europe
6/12/21,GamerLegion (22),Wisla Krakow (19),ovp  Overpass,ESEA Premier Season 39 Europe
6/12/21,Wisla Krakow (8),GamerLegion (16),anc  Ancient,ESEA Premier Season 39 Europe
6/12/21,INDE IRAE (19),AGO (16),inf  Inferno,Malta Vibes Knockout Series 4
6/12/21,AGO (6),INDE IRAE (16),nuke  Nuke,Malta Vibes Knockout Series 4
6/12/21,Apeks Rebels (19),Young Ninjas (16),ovp  Overpass,Elisa Invitational Winter 2021 Regionals
6/12/21,Young Ninjas (13),Apeks Rebels (16),inf  Inferno,Elisa Invitational Winter 2021 Regionals
6/12/21,Anonymo (14),Entropiq (16),nuke  Nuke,ESEA Premier Season 39 Europe
6/12/21,Anonymo (16),Entropiq (14),vtg  Vertigo,ESEA Premier Season 39 Europe
6/12/21,Anonymo (7),Entropiq (16),anc  Ancient,ESEA Premier Season 39 Europe
6/12/21,Sprout (16),Movistar Riders (8),mrg  Mirage,ESEA Premier Season 39 Europe
6/12/21,Sprout (19),Movistar Riders (17),vtg  Vertigo,ESEA Premier Season 39 Europe
6/12/21,Movistar Riders (16),Sprout (4),ovp  Overpass,ESEA Premier Season 39 Europe
6/12/21,SAW (16),LDLC (14),inf  Inferno,ESEA Premier Season 39 Europe
6/12/21,LDLC (10),SAW (16),anc  Ancient,ESEA Premier Season 39 Europe
6/12/21,MAD Lions (19),Enterprise (17),anc  Ancient,Malta Vibes Knockout Series 4
6/12/21,Enterprise (14),MAD Lions (16),nuke  Nuke,Malta Vibes Knockout Series 4
6/12/21,Finest (16),Anonymo (14),mrg  Mirage,ESEA Premier Season 39 Europe
6/12/21,Anonymo (11),Finest (16),d2  Dust2,ESEA Premier Season 39 Europe
6/12/21,Finest (8),Anonymo (16),vtg  Vertigo,ESEA Premier Season 39 Europe
6/12/21,Nexus (16),hREDS (12),inf  Inferno,Elisa Invitational Winter 2021 Regionals
6/12/21,hREDS (11),Nexus (16),mrg  Mirage,Elisa Invitational Winter 2021 Regionals
6/12/21,Nexus (12),hREDS (16),nuke  Nuke,Elisa Invitational Winter 2021 Regionals
6/12/21,AGO (7),GamerLegion (16),anc  Ancient,ESEA Premier Season 39 Europe
6/12/21,GamerLegion (16),AGO (11),inf  Inferno,ESEA Premier Season 39 Europe
6/12/21,Eternal Fire (9),Dignitas (16),nuke  Nuke,Malta Vibes Knockout Series 4
6/12/21,Dignitas (19),Eternal Fire (16),vtg  Vertigo,Malta Vibes Knockout Series 4
6/12/21,Caught off Guard (16),yellow (12),inf  Inferno,ESEA Premier Season 39 Australia
6/12/21,Caught off Guard (13),yellow (16),vtg  Vertigo,ESEA Premier Season 39 Australia
6/12/21,yellow (12),Caught off Guard (16),nuke  Nuke,ESEA Premier Season 39 Australia
6/12/21,ECSTATIC (16),Nemiga (6),vtg  Vertigo,Malta Vibes Knockout Series 4
6/12/21,ECSTATIC (19),Nemiga (16),inf  Inferno,Malta Vibes Knockout Series 4
6/12/21,Nemiga (16),ECSTATIC (3),ovp  Overpass,Malta Vibes Knockout Series 4
6/12/21,8Ballers (16),ex-Lese (3),d2  Dust2,ESEA Premier Season 39 Australia
6/12/21,ex-Lese (4),8Ballers (16),nuke  Nuke,ESEA Premier Season 39 Australia
6/12/21,Hazard (6),VERTEX (16),d2  Dust2,ESEA Premier Season 39 Australia
6/12/21,VERTEX (16),Hazard (4),anc  Ancient,ESEA Premier Season 39 Australia
6/12/21,Northern Forces (6),Triumph (16),inf  Inferno,ESEA Premier Season 39 North America
6/12/21,Triumph (16),Northern Forces (5),mrg  Mirage,ESEA Premier Season 39 North America
6/12/21,Extra Salt (16),voLante (13),vtg  Vertigo,ESEA Premier Season 39 North America
6/12/21,voLante (11),Extra Salt (16),nuke  Nuke,ESEA Premier Season 39 North America
6/12/21,Strife (9),RBG (16),ovp  Overpass,ESEA Premier Season 39 North America
6/12/21,RBG (16),Strife (9),mrg  Mirage,ESEA Premier Season 39 North America
6/12/21,ONET4P (11),paiN (16),nuke  Nuke,ESEA Premier Season 39 North America
6/12/21,paiN (16),ONET4P (7),inf  Inferno,ESEA Premier Season 39 North America
5/12/21,Party Astronauts (14),Triumph (16),nuke  Nuke,ESEA Autumn 2021 Cash Cup 6 North America
